ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1954,1954-10-03,2,23.129,CRD,,PHI,L 16-35,1,22,22.00,0,0,0,,0
2,1954,1954-11-14,8,23.171,CRD,@,RAM,L 17-28,2,6,3.00,0,2,26,13.00,0
