ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1998,1998-09-06,1,24.002,OAK,@,KAN,L 8-28,,5,2,51,25.50,0,40.0%,10.20,0,0,,0,0,0
2,1998,1998-09-13,2,24.009,OAK,,NYG,W 20-17,,7,5,27,5.40,0,71.4%,3.86,0,0,,0,0,0
3,1998,1998-09-20,3,24.016,OAK,,DEN,L 17-34,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
4,1998,1998-09-27,4,24.023,OAK,@,DAL,W 13-12,,0,0,0,,0,0.0%,,1,2,2.00,0,0,0
5,1998,1998-10-04,5,24.030,OAK,@,ARI,W 23-20,,4,2,15,7.50,0,50.0%,3.75,1,2,2.00,0,0,0
6,1998,1998-10-11,6,24.037,OAK,,SDG,W 7-6,,4,2,10,5.00,0,50.0%,2.50,2,-1,-0.50,0,0,0
7,1998,1998-11-01,8,24.058,OAK,@,SEA,W 31-18,,1,1,7,7.00,0,100.0%,7.00,1,0,0.00,0,0,0
8,1998,1998-11-08,9,24.065,OAK,@,BAL,L 10-13,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
9,1998,1998-11-15,10,24.072,OAK,,SEA,W 20-17,,4,3,27,9.00,0,75.0%,6.75,1,14,14.00,0,0,0
10,1998,1998-11-22,11,24.079,OAK,@,DEN,L 14-40,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
11,1998,1998-11-29,12,24.086,OAK,,WAS,L 19-29,,7,3,14,4.67,0,42.9%,2.00,0,0,,0,0,0
12,1998,1998-12-06,13,24.093,OAK,,MIA,L 17-27,,6,4,23,5.75,0,66.7%,3.83,2,6,3.00,0,0,0
13,1998,1998-12-13,14,24.100,OAK,@,BUF,L 21-44,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0
14,1998,1998-12-20,15,24.107,OAK,@,SDG,W 17-10,,1,0,0,,0,0.0%,0.00,1,0,0.00,0,0,0
15,1998,1998-12-26,16,24.113,OAK,,KAN,L 24-31,,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0
16,1999,1999-09-12,1,25.008,OAK,@,GNB,L 24-28,*,3,2,19,9.50,0,66.7%,6.33,2,5,2.50,0,0,0
17,1999,1999-09-19,2,25.015,OAK,@,MIN,W 22-17,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
18,1999,1999-09-26,3,25.022,OAK,,CHI,W 24-17,*,4,4,41,10.25,0,100.0%,10.25,1,-1,-1.00,0,0,0
19,1999,1999-10-03,4,25.029,OAK,@,SEA,L 21-22,*,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0
20,1999,1999-10-10,5,25.036,OAK,,DEN,L 13-16,*,4,4,47,11.75,0,100.0%,11.75,0,0,,0,0,0
21,1999,1999-10-17,6,25.043,OAK,@,BUF,W 20-14,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0
22,1999,1999-10-24,7,25.050,OAK,,NYJ,W 24-23,*,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0
23,1999,1999-10-31,8,25.057,OAK,,MIA,L 9-16,,2,,,,,0.0%,,,,,,,
24,1999,1999-11-14,9,25.071,OAK,,SDG,W 28-9,*,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0
25,1999,1999-11-22,10,25.079,OAK,@,DEN,L 21-27,*,4,4,41,10.25,1,100.0%,10.25,0,0,,0,1,6
26,1999,1999-11-28,11,25.085,OAK,,KAN,L 34-37,*,5,5,48,9.60,0,100.0%,9.60,1,3,3.00,0,0,0
27,1999,1999-12-05,12,25.092,OAK,,SEA,W 30-21,,3,3,27,9.00,0,100.0%,9.00,1,5,5.00,0,0,0
