ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1987,1987-09-13,1,23.270,ATL,@,TAM,L 10-48,0,0,,0,0,0,,0
2,1987,1987-09-20,2,23.277,ATL,,WAS,W 21-20,1,-2,-2.00,0,0,0,,0
3,1987,1987-10-25,6,23.312,ATL,@,HOU,L 33-37,0,0,,0,1,21,21.00,0
4,1987,1987-11-01,7,23.319,ATL,,NOR,L 0-38,0,0,,0,0,0,,0
