ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1984,1984-09-03,1,23.027,DAL,@,RAM,W 20-13,0,0,,0,,
2,1984,1984-09-09,2,23.033,DAL,@,NYG,L 7-28,0,0,,0,,
3,1984,1984-09-16,3,23.040,DAL,,PHI,W 23-17,0,0,,0,,
4,1984,1984-09-23,4,23.047,DAL,,GNB,W 20-6,0,0,,0,,
5,1984,1984-09-30,5,23.054,DAL,@,CHI,W 23-14,0,0,,0,,
6,1984,1984-10-07,6,23.061,DAL,,STL,L 20-31,2,23,11.50,1,1,6
7,1984,1984-10-14,7,23.068,DAL,@,WAS,L 14-34,0,0,,0,,
8,1984,1984-10-21,8,23.075,DAL,,NOR,W 30-27,0,0,,0,,
9,1984,1984-10-28,9,23.082,DAL,,IND,W 22-3,0,0,,0,,
10,1984,1984-11-04,10,23.089,DAL,,NYG,L 7-19,0,0,,0,,
11,1984,1984-11-11,11,23.096,DAL,@,STL,W 24-17,0,0,,0,,
12,1984,1984-11-18,12,23.103,DAL,@,BUF,L 3-14,0,0,,0,,
13,1984,1984-11-22,13,23.107,DAL,,NWE,W 20-17,0,0,,0,,
14,1984,1984-12-17,16,23.132,DAL,@,MIA,L 21-28,0,0,,0,,
15,1985,1985-09-09,1,24.033,DAL,,WAS,W 44-14,0,0,,0,,
16,1985,1985-09-15,2,24.039,DAL,@,DET,L 21-26,0,0,,0,,
17,1985,1985-09-22,3,24.046,DAL,,CLE,W 20-7,2,15,7.50,0,0,0
18,1985,1985-09-29,4,24.053,DAL,@,HOU,W 17-10,2,15,7.50,1,1,6
19,1985,1985-10-06,5,24.060,DAL,@,NYG,W 30-29,1,15,15.00,0,0,0
20,1985,1985-10-13,6,24.067,DAL,,PIT,W 27-13,0,0,,0,,
21,1985,1985-10-20,7,24.074,DAL,@,PHI,L 14-16,0,0,,0,,
22,1985,1985-10-27,8,24.081,DAL,,ATL,W 24-10,0,0,,0,,
23,1985,1985-11-04,9,24.089,DAL,@,STL,L 10-21,0,0,,0,,
24,1985,1985-11-10,10,24.095,DAL,@,WAS,W 13-7,0,0,,0,,
25,1985,1985-11-17,11,24.102,DAL,,CHI,L 0-44,1,32,32.00,0,0,0
26,1985,1985-11-24,12,24.109,DAL,,PHI,W 34-17,0,0,,0,,
27,1985,1985-11-28,13,24.113,DAL,,STL,W 35-17,0,0,,0,,
28,1985,1985-12-08,14,24.123,DAL,@,CIN,L 24-50,0,0,,0,,
29,1985,1985-12-15,15,24.130,DAL,,NYG,W 28-21,0,0,,0,,
30,1985,1985-12-22,16,24.137,DAL,@,SFO,L 16-31,0,0,,0,,
