ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1999,1999-10-03,3,24.307,STL,@,CIN,W 38-10,,
2,1999,1999-10-17,5,24.321,STL,@,ATL,W 41-13,,
3,1999,1999-10-31,7,24.335,STL,@,TEN,L 21-24,,
4,1999,1999-11-14,9,24.349,STL,,CAR,W 35-10,,
5,1999,1999-11-21,10,24.356,STL,@,SFO,W 23-7,,
6,1999,1999-11-28,11,24.363,STL,,NOR,W 43-12,,
7,1999,1999-12-05,12,25.005,STL,@,CAR,W 34-21,,0.5
8,1999,1999-12-12,13,25.012,STL,@,NOR,W 30-14,,
9,1999,1999-12-19,14,25.019,STL,,NYG,W 31-10,,
10,1999,2000-01-02,16,25.033,STL,@,PHI,L 31-38,,
11,2000,2000-09-04,1,25.279,STL,,DEN,W 41-36,,
12,2000,2000-09-10,2,25.285,STL,@,SEA,W 37-34,,
13,2000,2000-09-17,3,25.292,STL,,SFO,W 41-24,,
14,2000,2000-09-24,4,25.299,STL,@,ATL,W 41-20,,1.0
15,2000,2000-10-01,5,25.306,STL,,SDG,W 57-31,,
16,2000,2000-10-15,7,25.320,SFO,@,GNB,L 28-31,,
17,2000,2000-10-22,8,25.327,SFO,@,CAR,L 16-34,,
18,2000,2000-10-29,9,25.334,SFO,,STL,L 24-34,,
19,2000,2000-11-05,10,25.341,SFO,@,NOR,L 15-31,,
20,2000,2000-12-23,16,26.023,SFO,@,DEN,L 9-38,,
21,2001,2001-09-09,1,26.283,KAN,,OAK,L 24-27,,
22,2001,2001-10-07,4,26.311,KAN,@,DEN,L 6-20,,
23,2001,2001-10-14,5,26.318,KAN,,PIT,L 17-20,,
24,2001,2001-10-21,6,26.325,KAN,@,ARI,L 16-24,,
25,2001,2001-10-25,7,26.329,KAN,,IND,L 28-35,*,
26,2001,2001-12-09,12,27.009,KAN,@,OAK,L 26-28,,
27,2001,2001-12-16,13,27.016,KAN,,DEN,W 26-23,,
28,2001,2001-12-23,14,27.023,KAN,,SDG,W 20-17,,
29,2001,2001-12-30,15,27.030,KAN,@,JAX,W 30-26,,
30,2001,2002-01-06,16,27.037,KAN,@,SEA,L 18-21,,
31,2002,2002-11-17,10,27.352,KAN,,BUF,W 17-16,,
32,2002,2002-11-24,11,27.359,KAN,@,SEA,L 32-39,,
33,2002,2002-12-01,12,28.001,KAN,,ARI,W 49-0,,
