ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-21,3,22.008,SFO,,DET,W 31-13,,0,0,,0,0.0,0,0,0,0,0
2,2008,2008-11-16,10,22.064,SFO,,STL,W 35-16,,0,0,,0,0.0,1,0,0,0,0
3,2008,2008-12-07,13,22.085,SFO,,NYJ,W 24-14,,0,0,,0,0.0,0,1,0,0,0
4,2009,2009-09-20,2,23.007,SFO,,SEA,W 23-10,,0,0,,0,0.0,0,0,0,0,0
5,2009,2009-09-27,3,23.014,SFO,@,MIN,L 24-27,,,,,,,,,,,
6,2009,2009-11-12,9,23.060,SFO,,CHI,W 10-6,,,,,,,,,,,
7,2009,2009-11-22,10,23.070,SFO,@,GNB,L 24-30,,3,7,2.33,0,0.0,0,0,0,0,0
8,2009,2009-11-29,11,23.077,SFO,,JAX,W 20-3,,0,0,,0,0.0,0,0,0,0,0
9,2009,2009-12-06,12,23.084,SFO,@,SEA,L 17-20,,,,,,,,,,,
10,2009,2009-12-14,13,23.092,SFO,,ARI,W 24-9,,,,,,,,,,,
11,2009,2009-12-20,14,23.098,SFO,@,PHI,L 13-27,,,,,,,,,,,
12,2009,2009-12-27,15,23.105,SFO,,DET,W 20-6,,0,0,,0,0.0,0,0,0,0,0
13,2009,2010-01-03,16,23.112,SFO,@,STL,W 28-6,,0,0,,0,0.0,0,0,0,0,0
14,2010,2010-09-12,1,23.364,SFO,@,SEA,L 6-31,,,,,,,,,,,
15,2010,2010-09-20,2,24.007,SFO,,NOR,L 22-25,,0,0,,0,0.0,1,1,0,0,0
16,2010,2010-09-26,3,24.013,SFO,@,KAN,L 10-31,,,,,,,,,,,
17,2010,2010-10-03,4,24.020,SFO,@,ATL,L 14-16,,,,,,,,,,,
18,2010,2010-10-10,5,24.027,SFO,,PHI,L 24-27,,,,,,,,,,,
19,2010,2010-10-17,6,24.034,SFO,,OAK,W 17-9,,0,0,,0,0.0,1,0,0,0,0
20,2010,2010-10-24,7,24.041,SFO,@,CAR,L 20-23,,0,0,,0,0.0,2,0,0,0,0
21,2010,2010-10-31,8,24.048,SFO,,DEN,W 24-16,,0,0,,0,0.0,1,0,0,0,0
22,2010,2010-11-14,9,24.062,SFO,,STL,W 23-20,,0,0,,0,0.0,5,1,0,0,0
23,2010,2010-11-21,10,24.069,SFO,,TAM,L 0-21,*,0,0,,0,0.0,1,0,0,0,0
24,2010,2010-11-29,11,24.077,SFO,@,ARI,W 27-6,*,0,0,,0,0.0,2,0,0,0,0
25,2010,2010-12-05,12,24.083,SFO,@,GNB,L 16-34,*,0,0,,0,0.0,2,0,0,0,0
26,2010,2010-12-12,13,24.090,SFO,,SEA,W 40-21,*,0,0,,0,0.0,3,0,1,20,0
27,2010,2010-12-16,14,24.094,SFO,@,SDG,L 7-34,*,0,0,,0,0.0,1,0,0,0,0
28,2010,2010-12-26,15,24.104,SFO,@,STL,L 17-25,*,0,0,,0,0.0,5,0,0,0,0
29,2010,2011-01-02,16,24.111,SFO,,ARI,W 38-7,*,0,0,,0,0.0,5,2,0,0,0
30,2011,2011-09-11,1,24.363,SFO,,SEA,W 33-17,,0,0,,0,0.0,2,0,0,0,0
31,2011,2011-09-18,2,25.005,SFO,,DAL,L 24-27,,0,0,,0,0.0,2,0,0,0,0
32,2011,2011-09-25,3,25.012,SFO,@,CIN,W 13-8,,0,0,,0,0.0,0,0,1,11,0
33,2011,2011-10-02,4,25.019,SFO,@,PHI,W 24-23,,0,0,,0,0.0,3,0,0,0,0
34,2011,2011-10-09,5,25.026,SFO,,TAM,W 48-3,,0,0,,0,0.0,2,0,0,0,0
35,2011,2011-10-16,6,25.033,SFO,@,DET,W 25-19,,0,0,,0,0.0,0,0,0,0,0
36,2011,2011-10-30,7,25.047,SFO,,CLE,W 20-10,,,,,,,,,,,
37,2011,2011-11-06,8,25.054,SFO,@,WAS,W 19-11,,0,0,,0,0.0,0,0,0,0,0
38,2011,2011-11-13,9,25.061,SFO,,NYG,W 27-20,,,,,,,,,,,
39,2011,2011-11-20,10,25.068,SFO,,ARI,W 23-7,,,,,,,,,,,
40,2011,2011-11-24,11,25.072,SFO,@,BAL,L 6-16,,,,,,,,,,,
41,2011,2011-12-04,12,25.082,SFO,,STL,W 26-0,,,,,,,,,,,
42,2011,2011-12-11,13,25.089,SFO,@,ARI,L 19-21,,,,,,,,,,,
43,2011,2011-12-19,14,25.097,SFO,,PIT,W 20-3,,0,0,,0,0.0,1,0,0,0,0
44,2011,2011-12-24,15,25.102,SFO,@,SEA,W 19-17,,,,,,,,,,,
45,2011,2012-01-01,16,25.110,SFO,@,STL,W 34-27,,4,37,9.25,0,0.0,0,0,0,0,0
