ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,23.075,CIN,@,CLE,L 14-27,,0,0,,0,0.0%,,,,,,,
2,1993,1993-10-17,6,23.117,CIN,,CLE,L 17-28,,0,0,,0,0.0%,,,,,,,
3,1993,1993-11-07,8,23.138,CIN,,PIT,L 16-24,1,0,0,,0,0.0%,0.00,,,,,,
4,1993,1993-11-14,9,23.145,CIN,,HOU,L 3-38,1,0,0,,0,0.0%,0.00,,,,,,
5,1993,1993-11-21,10,23.152,CIN,@,NYJ,L 12-17,,0,0,,0,0.0%,,,,,,,
6,1993,1993-11-28,11,23.159,CIN,,RAI,W 16-10,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0
7,1993,1993-12-05,12,23.166,CIN,@,SFO,L 8-21,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0
8,1993,1993-12-12,13,23.173,CIN,@,NWE,L 2-7,1,0,0,,0,0.0%,0.00,,,,,,
9,1993,1993-12-19,14,23.180,CIN,,RAM,W 15-3,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
10,1993,1993-12-26,15,23.187,CIN,,ATL,W 21-17,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
11,1993,1994-01-02,16,23.194,CIN,@,NOR,L 13-20,,0,0,,0,0.0%,,,,,,,
12,1994,1994-09-04,1,24.074,CIN,,CLE,L 20-28,,,,,,0.0%,,,,,,,
13,1994,1994-09-11,2,24.081,CIN,@,SDG,L 10-27,,,,,,0.0%,,,,,,,
14,1994,1994-09-18,3,24.088,CIN,,NWE,L 28-31,,,,,,0.0%,,,,,,,
15,1994,1994-09-25,4,24.095,CIN,@,HOU,L 13-20,,,,,,0.0%,,,,,,,
16,1994,1994-10-02,5,24.102,CIN,,MIA,L 7-23,,,,,,0.0%,,,,,,,
17,1994,1994-10-16,6,24.116,CIN,@,PIT,L 10-14,,,,,,0.0%,,,,,,,
18,1994,1994-10-23,7,24.123,CIN,@,CLE,L 13-37,,,,,,0.0%,,,,,,,
19,1994,1994-10-30,8,24.130,CIN,,DAL,L 20-23,,,,,,0.0%,,,,,,,
20,1994,1994-11-06,9,24.137,CIN,@,SEA,W 20-17,,,,,,0.0%,,,,,,,
21,1994,1994-11-13,10,24.144,CIN,,HOU,W 34-31,,,,,,0.0%,,,,,,,
22,1994,1994-11-20,11,24.151,CIN,,IND,L 13-17,,,,,,0.0%,,,,,,,
23,1994,1994-11-27,12,24.158,CIN,@,DEN,L 13-15,,,,,,0.0%,,,,,,,
24,1994,1994-12-04,13,24.165,CIN,,PIT,L 15-38,,,,,,0.0%,,,,,,,
25,1994,1994-12-11,14,24.172,CIN,@,NYG,L 20-27,,,,,,0.0%,,,,,,,
26,1994,1994-12-18,15,24.179,CIN,@,ARI,L 7-28,,,,,,0.0%,,,,,,,
27,1994,1994-12-24,16,24.185,CIN,,PHI,W 33-30,,,,,,0.0%,,,,,,,
28,1995,1995-11-05,9,25.136,NWE,@,NYJ,W 20-7,0,,,,,0.0%,,0,0,,0,,
29,1995,1995-11-19,11,25.150,NWE,,IND,L 10-24,0,0,0,,0,0.0%,,1,8,8.00,0,0,0
30,1996,1996-09-01,1,26.071,MIN,,DET,W 17-13,,0,0,,0,0.0%,,,,,,,
31,1996,1996-09-08,2,26.078,MIN,@,ATL,W 23-17,1,1,3,3.00,1,100.0%,3.00,0,0,,0,1,6
32,1996,1996-09-22,4,26.092,MIN,,GNB,W 30-21,,0,0,,0,0.0%,,,,,,,
33,1996,1996-10-06,6,26.106,MIN,,CAR,W 14-12,,0,0,,0,0.0%,,,,,,,
34,1996,1996-10-28,8,26.128,MIN,,CHI,L 13-15,,0,0,,0,0.0%,,,,,,,
35,1996,1996-11-03,9,26.134,MIN,,KAN,L 6-21,,0,0,,0,0.0%,,,,,,,
36,1996,1996-11-10,10,26.141,MIN,@,SEA,L 23-42,,0,0,,0,0.0%,,,,,,,
37,1996,1996-11-24,12,26.155,MIN,,DEN,L 17-21,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0
38,1996,1996-12-08,14,26.169,MIN,@,DET,W 24-22,1,0,0,,0,0.0%,0.00,,,,,,
39,1996,1996-12-22,16,26.183,MIN,@,GNB,L 10-38,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
40,1997,1997-12-13,15,27.174,WAS,@,NYG,L 10-30,,,,,,0.0%,,,,,,,
41,1997,1997-12-21,16,27.182,WAS,,PHI,W 35-32,,,,,,0.0%,,,,,,,
