ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-09-02,1,22.176,PHI,@,NYG,L 27-28,0,0,,0,,,,,,,,,,
2,1984,1984-09-09,2,22.183,PHI,,MIN,W 19-17,1,17,17.00,0,0,0,,0,0,0,0.0,0,0,0
3,1984,1984-09-16,3,22.190,PHI,@,DAL,L 17-23,1,32,32.00,0,0,0,,0,0,0,0.0,0,0,0
4,1984,1984-09-23,4,22.197,PHI,,SFO,L 9-21,0,0,,0,,,,,,,,,,
5,1984,1984-09-30,5,22.204,PHI,@,WAS,L 0-20,1,10,10.00,0,0,0,,0,0,0,0.0,0,0,0
6,1984,1984-10-07,6,22.211,PHI,@,BUF,W 27-17,0,0,,0,,,,,,,,,,
7,1984,1984-10-14,7,22.218,PHI,,IND,W 16-7,0,0,,0,,,,,,,,,,
8,1984,1984-10-21,8,22.225,PHI,,NYG,W 24-10,0,0,,0,,,,,,,,,,
9,1984,1984-10-28,9,22.232,PHI,,STL,L 14-34,0,0,,0,,,,,,,,,,
10,1984,1984-11-04,10,22.239,PHI,@,DET,T 23-23,2,38,19.00,0,0,0,,0,0,0,0.0,0,0,0
11,1984,1984-11-11,11,22.246,PHI,@,MIA,L 23-24,1,18,18.00,0,0,0,,0,0,0,0.0,0,0,0
12,1984,1984-11-18,12,22.253,PHI,,WAS,W 16-10,1,89,89.00,1,0,0,,0,1,6,0.0,0,0,0
13,1984,1984-11-25,13,22.260,PHI,@,STL,L 16-17,0,0,,0,,,,,,,,,,
14,1984,1984-12-02,14,22.267,PHI,,DAL,L 10-26,1,20,20.00,0,0,0,,0,0,0,0.0,0,0,0
15,1984,1984-12-09,15,22.274,PHI,,NWE,W 27-17,3,60,20.00,0,0,0,,0,0,0,0.0,0,0,0
16,1984,1984-12-16,16,22.281,PHI,@,ATL,L 10-26,2,35,17.50,0,0,0,,0,0,0,0.0,0,0,0
17,1985,1985-09-08,1,23.182,PHI,@,NYG,L 0-21,0,0,,0,0,0,,0,,,,,,
18,1985,1985-09-15,2,23.189,PHI,,RAM,L 6-17,1,16,16.00,0,0,0,,0,0,0,0.0,0,0,0
19,1985,1985-09-22,3,23.196,PHI,@,WAS,W 19-6,0,0,,0,0,0,,0,,,,,,
20,1985,1985-09-29,4,23.203,PHI,,NYG,L 10-16,0,0,,0,0,0,,0,,,,,,
21,1985,1985-10-06,5,23.210,PHI,@,NOR,L 21-23,0,0,,0,0,0,,0,,,,,,
22,1985,1985-10-13,6,23.217,PHI,,STL,W 30-7,0,0,,0,0,0,,0,,,,,,
23,1985,1985-10-20,7,23.224,PHI,,DAL,W 16-14,1,15,15.00,0,0,0,,0,0,0,0.0,0,0,0
24,1985,1985-10-27,8,23.231,PHI,,BUF,W 21-17,0,0,,0,0,0,,0,,,,,,
25,1985,1985-11-03,9,23.238,PHI,@,SFO,L 13-24,0,0,,0,0,0,,0,,,,,,
26,1985,1985-11-10,10,23.245,PHI,,ATL,W 23-17,0,0,,0,0,0,,0,,,,,,
27,1985,1985-11-17,11,23.252,PHI,@,STL,W 24-14,0,0,,0,1,23,23.00,0,0,0,0.0,0,0,0
28,1985,1985-11-24,12,23.259,PHI,@,DAL,L 17-34,0,0,,0,0,0,,0,,,,,,
29,1985,1985-12-01,13,23.266,PHI,,MIN,L 23-28,0,0,,0,0,0,,0,,,,,,
30,1985,1985-12-08,14,23.273,PHI,,WAS,L 12-17,1,20,20.00,0,0,0,,0,0,0,0.0,0,0,0
31,1985,1985-12-15,15,23.280,PHI,@,SDG,L 14-20,0,0,,0,0,0,,0,,,,,,
32,1985,1985-12-22,16,23.287,PHI,@,MIN,W 37-35,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0
33,1986,1986-09-07,1,24.181,PHI,@,WAS,L 14-41,,,,,,,,,,,,,,
34,1986,1986-09-14,2,24.188,PHI,@,CHI,L 10-13,0,0,,0,0,0,,0,0,0,1.0,2,0,0
35,1986,1986-09-21,3,24.195,PHI,,DEN,L 7-33,,,,,,,,,,,,,,
36,1986,1986-09-28,4,24.202,PHI,,RAM,W 34-20,0,0,,0,0,0,,0,0,0,0.0,1,15,0
37,1986,1986-10-05,5,24.209,PHI,@,ATL,W 16-0,,,,,,,,,,,,,,
38,1986,1986-10-12,6,24.216,PHI,@,NYG,L 3-35,,,,,,,,,,,,,,
39,1986,1986-10-19,7,24.223,PHI,,DAL,L 14-17,0,0,,0,0,0,,0,0,0,0.0,1,21,0
