ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-09-12,1,22.182,JAX,@,BUF,W 13-10,*,,,,,,,,
2,2004,2004-09-19,2,22.189,JAX,,DEN,W 7-6,*,,,,,,,,
3,2004,2004-09-26,3,22.196,JAX,@,TEN,W 15-12,*,,,,,,,,
4,2004,2004-10-03,4,22.203,JAX,,IND,L 17-24,*,0,0,0.0,,,1,0,0
5,2004,2004-10-10,5,22.210,JAX,@,SDG,L 21-34,*,,,,,,,,
6,2004,2004-10-17,6,22.217,JAX,,KAN,W 22-16,*,,,,,,,,
7,2004,2004-10-24,7,22.224,JAX,@,IND,W 27-24,*,,,,,,,,
8,2004,2004-10-31,8,22.231,JAX,@,HOU,L 6-20,*,,,,,,,,
9,2004,2004-11-21,10,22.252,JAX,,TEN,L 15-18,,,,,,,,,
10,2004,2004-11-28,11,22.259,JAX,@,MIN,L 16-27,*,,,,,,,,
11,2004,2004-12-05,12,22.266,JAX,,PIT,L 16-17,*,,,,,,,,
12,2004,2004-12-12,13,22.273,JAX,,CHI,W 22-3,*,0,0,1.0,,,0,0,0
13,2004,2004-12-19,14,22.280,JAX,@,GNB,W 28-25,*,0,0,1.0,,,0,0,0
14,2004,2004-12-26,15,22.287,JAX,,HOU,L 0-21,,,,,,,,,
15,2004,2005-01-02,16,22.294,JAX,@,OAK,W 13-6,*,,,,,,,,
16,2005,2005-09-11,1,23.181,JAX,,SEA,W 26-14,*,0,0,0.0,,,1,0,0
17,2005,2005-09-18,2,23.188,JAX,@,IND,L 3-10,*,,,,,,,,
18,2005,2005-09-25,3,23.195,JAX,@,NYJ,W 26-20,*,,,,,,,,
19,2005,2005-10-02,4,23.202,JAX,,DEN,L 7-20,*,,,,,,,,
20,2005,2005-10-09,5,23.209,JAX,,CIN,W 23-20,*,0,0,1.0,,,0,0,0
21,2005,2005-10-16,6,23.216,JAX,@,PIT,W 23-17,*,,,,,,,,
