ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,22.247,SFO,@,NOR,W 34-33,,,,
2,1988,1988-09-11,2,22.254,SFO,@,NYG,W 20-17,,,,
3,1988,1988-09-18,3,22.261,SFO,,ATL,L 17-34,,,,
4,1988,1988-09-25,4,22.268,SFO,@,SEA,W 38-7,,,,
5,1988,1988-10-02,5,22.275,SFO,,DET,W 20-13,,,,
6,1988,1988-10-09,6,22.282,SFO,,DEN,L 13-16,,,,
7,1988,1988-10-16,7,22.289,SFO,@,RAM,W 24-21,,,,
8,1988,1988-10-24,8,22.297,SFO,@,CHI,L 9-10,,,,
9,1988,1988-10-30,9,22.303,SFO,,MIN,W 24-21,,,,
10,1988,1988-11-06,10,22.310,SFO,@,PHO,L 23-24,,,,
11,1989,1989-09-10,1,23.252,SFO,@,IND,W 30-24,,,,
12,1989,1989-09-17,2,23.259,SFO,@,TAM,W 20-16,1.0,0,0,0
13,1989,1989-09-24,3,23.266,SFO,@,PHI,W 38-28,,,,
14,1989,1989-10-08,5,23.280,SFO,@,NOR,W 24-20,,,,
15,1989,1989-10-15,6,23.287,SFO,@,DAL,W 31-14,,,,
16,1989,1989-10-22,7,23.294,SFO,,NWE,W 37-20,,,,
17,1989,1989-10-29,8,23.301,SFO,@,NYJ,W 23-10,,,,
18,1989,1989-11-06,9,23.309,SFO,,NOR,W 31-13,0.0,1,19,0
19,1989,1989-11-12,10,23.315,SFO,,ATL,W 45-3,,,,
20,1989,1989-11-19,11,23.322,SFO,,GNB,L 17-21,,,,
21,1989,1989-11-27,12,23.330,SFO,,NYG,W 34-24,0.0,1,12,0
22,1989,1989-12-03,13,23.336,SFO,@,ATL,W 23-10,,,,
23,1989,1989-12-11,14,23.344,SFO,@,RAM,W 30-27,,,,
24,1989,1989-12-17,15,23.350,SFO,,BUF,W 21-10,0.0,1,0,0
25,1989,1989-12-24,16,23.357,SFO,,CHI,W 26-0,,,,
26,1990,1990-09-10,1,24.252,SFO,@,NOR,W 13-12,,,,
27,1990,1990-09-16,2,24.258,SFO,,WAS,W 26-13,,,,
28,1990,1990-09-23,3,24.265,SFO,,ATL,W 19-13,,,,
29,1990,1990-10-07,4,24.279,SFO,@,HOU,W 24-21,,,,
30,1990,1990-10-14,5,24.286,SFO,@,ATL,W 45-35,,,,
31,1990,1990-10-21,6,24.293,SFO,,PIT,W 27-7,,,,
32,1990,1990-10-28,7,24.300,SFO,,CLE,W 20-17,,,,
33,1990,1990-11-04,8,24.307,SFO,@,GNB,W 24-20,,,,
