ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1985,1985-09-08,1,24.308,NYJ,@,RAI,L 0-31,4,43,10.75,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1985,1985-09-15,2,24.315,NYJ,,BUF,W 42-3,1,35,35.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
3,1985,1985-09-22,3,24.322,NYJ,@,GNB,W 24-3,0,0,,0,,,,,0,0,,0,0,0,,0,,
4,1985,1985-09-29,4,24.329,NYJ,,IND,W 25-20,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
5,1985,1985-10-06,5,24.336,NYJ,@,CIN,W 29-20,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
6,1985,1985-10-14,6,24.344,NYJ,,MIA,W 23-7,1,13,13.00,0,0,0,,0,0,0,,0,1,14,14.00,0,0,0
7,1985,1985-10-20,7,24.350,NYJ,@,NWE,L 13-20,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
8,1985,1985-10-27,8,24.357,NYJ,,SEA,W 17-14,0,0,,0,,,,,0,0,,0,0,0,,0,,
9,1985,1985-11-03,9,24.364,NYJ,@,IND,W 35-17,0,0,,0,0,0,,0,0,0,,0,2,5,2.50,0,0,0
10,1985,1985-11-10,10,25.006,NYJ,@,MIA,L 17-21,2,57,28.50,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
11,1985,1985-11-17,11,25.013,NYJ,,TAM,W 62-28,0,0,,0,0,0,,0,1,19,19.00,0,3,46,15.33,0,0,0
12,1985,1985-11-24,12,25.020,NYJ,,NWE,W 16-13,0,0,,0,,,,,0,0,,0,0,0,,0,,
13,1985,1985-11-28,13,25.024,NYJ,@,DET,L 20-31,0,0,,0,,,,,0,0,,0,0,0,,0,,
14,1985,1985-12-08,14,25.034,NYJ,@,BUF,W 27-7,0,0,,0,,,,,0,0,,0,0,0,,0,,
15,1985,1985-12-14,15,25.040,NYJ,,CHI,L 6-19,0,0,,0,,,,,0,0,,0,0,0,,0,,
16,1985,1985-12-22,16,25.048,NYJ,,CLE,W 37-10,0,0,,0,,,,,0,0,,0,0,0,,0,,
17,1986,1986-09-07,1,25.307,NYJ,@,BUF,W 28-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
18,1986,1986-09-11,2,25.311,NYJ,,NWE,L 6-20,0,0,,0,0,0,,0,0,0,,0,2,21,10.50,0,0,0
19,1986,1986-09-21,3,25.321,NYJ,,MIA,W 51-45,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
20,1986,1986-09-28,4,25.328,NYJ,@,IND,W 26-7,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
21,1986,1986-10-20,7,25.350,NYJ,,DEN,W 22-10,0,0,,0,0,0,,0,2,32,16.00,0,0,0,,0,0,0
22,1986,1986-10-26,8,25.356,NYJ,,NOR,W 28-23,0,0,,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0
23,1986,1986-11-02,9,25.363,NYJ,@,SEA,W 38-7,0,0,,0,0,0,,0,0,0,,0,1,28,28.00,0,0,0
24,1986,1986-11-09,10,26.005,NYJ,@,ATL,W 28-14,1,11,11.00,0,0,0,,0,0,0,,0,1,3,3.00,0,0,0
25,1986,1986-11-16,11,26.012,NYJ,,IND,W 31-16,0,0,,0,0,0,,0,2,58,29.00,0,0,0,,0,0,0
26,1986,1986-11-24,12,26.020,NYJ,@,MIA,L 3-45,0,0,,0,0,0,,0,3,42,14.00,0,0,0,,0,0,0
27,1986,1986-11-30,13,26.026,NYJ,,RAM,L 3-17,0,0,,0,0,0,,0,2,29,14.50,0,0,0,,0,0,0
28,1986,1986-12-07,14,26.033,NYJ,@,SFO,L 10-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
29,1986,1986-12-13,15,26.039,NYJ,,PIT,L 24-45,0,0,,0,0,0,,0,3,134,44.67,1,0,0,,0,1,6
30,1986,1986-12-21,16,26.047,NYJ,@,CIN,L 21-52,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
31,1987,1987-09-13,1,26.313,NYJ,@,BUF,W 31-28,0,0,,0,0,0,,0,1,12,12.00,0,4,28,7.00,0,0,0
32,1987,1987-09-21,2,26.321,NYJ,,NWE,W 43-24,0,0,,0,0,0,,0,4,106,26.50,0,5,41,8.20,0,0,0
33,1987,1987-10-25,6,26.355,NYJ,@,WAS,L 16-17,0,0,,0,0,0,,0,1,57,57.00,0,4,60,15.00,0,0,0
34,1987,1987-11-01,7,26.362,NYJ,,IND,L 14-19,0,0,,0,0,0,,0,0,0,,0,1,10,10.00,0,0,0
35,1987,1987-11-09,8,27.005,NYJ,,SEA,W 30-14,0,0,,0,0,0,,0,1,13,13.00,0,3,95,31.67,1,1,6
36,1987,1987-11-15,9,27.011,NYJ,@,KAN,W 16-9,0,0,,0,0,0,,0,0,0,,0,2,8,4.00,0,0,0
37,1987,1987-11-22,10,27.018,NYJ,,BUF,L 14-17,2,16,8.00,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0
38,1987,1987-11-29,11,27.025,NYJ,,CIN,W 27-20,0,0,,0,0,0,,0,2,16,8.00,0,2,23,11.50,0,0,0
39,1987,1987-12-07,12,27.033,NYJ,@,MIA,L 28-37,1,11,11.00,0,0,0,,0,0,0,,0,3,11,3.67,0,0,0
40,1987,1987-12-13,13,27.039,NYJ,@,NWE,L 20-42,1,10,10.00,0,0,0,,0,1,49,49.00,0,2,12,6.00,0,0,0
41,1987,1987-12-20,14,27.046,NYJ,,PHI,L 27-38,0,0,,0,0,0,,0,1,19,19.00,0,4,78,19.50,0,0,0
42,1987,1987-12-27,15,27.053,NYJ,@,NYG,L 7-20,0,0,,0,0,0,,0,0,0,,0,2,15,7.50,0,0,0
43,1988,1988-09-04,1,27.305,NYJ,@,NWE,L 3-28,0,0,,0,0,0,,0,4,59,14.75,0,0,0,,0,0,0
44,1988,1988-09-11,2,27.312,NYJ,@,CLE,W 23-3,0,0,,0,0,0,,0,2,26,13.00,0,2,4,2.00,0,0,0
45,1988,1988-09-18,3,27.319,NYJ,,HOU,W 45-3,1,6,6.00,0,0,0,,0,0,0,,0,2,16,8.00,0,0,0
46,1988,1988-09-25,4,27.326,NYJ,@,DET,W 17-10,0,0,,0,0,0,,0,1,34,34.00,0,4,53,13.25,0,0,0
47,1988,1988-10-02,5,27.333,NYJ,,KAN,T 17-17,0,0,,0,0,0,,0,0,0,,0,7,110,15.71,0,0,0
48,1988,1988-10-09,6,27.340,NYJ,@,CIN,L 19-36,0,0,,0,0,0,,0,4,98,24.50,0,0,0,,0,0,0
49,1988,1988-10-17,7,27.348,NYJ,,BUF,L 14-37,0,0,,0,0,0,,0,3,55,18.33,0,1,2,2.00,0,0,0
50,1988,1988-10-23,8,27.354,NYJ,@,MIA,W 44-30,1,7,7.00,0,0,0,,0,3,61,20.33,0,2,57,28.50,0,0,0
51,1988,1988-10-30,9,27.361,NYJ,,PIT,W 24-20,1,8,8.00,0,0,0,,0,1,36,36.00,0,3,28,9.33,0,0,0
52,1988,1988-11-06,10,28.002,NYJ,@,IND,L 14-38,0,0,,0,0,0,,0,5,91,18.20,0,0,0,,0,0,0
53,1988,1988-11-13,11,28.009,NYJ,,NWE,L 13-14,1,19,19.00,0,0,0,,0,0,0,,0,2,18,9.00,0,0,0
54,1988,1988-11-20,12,28.016,NYJ,@,BUF,L 6-9,0,0,,0,0,0,,0,3,33,11.00,0,3,3,1.00,0,0,0
55,1988,1988-11-27,13,28.023,NYJ,,MIA,W 38-34,0,0,,0,0,0,,0,1,9,9.00,0,2,27,13.50,0,0,0
56,1988,1988-12-04,14,28.030,NYJ,@,KAN,L 34-38,0,0,,0,0,0,,0,0,0,,0,1,12,12.00,0,0,0
57,1988,1988-12-10,15,28.036,NYJ,,IND,W 34-16,0,0,,0,0,0,,0,3,77,25.67,0,3,74,24.67,1,1,6
58,1988,1988-12-18,16,28.044,NYJ,,NYG,W 27-21,0,0,,0,0,0,,0,1,22,22.00,0,3,5,1.67,0,0,0
59,1989,1989-09-10,1,28.310,NYJ,,NWE,L 24-27,5,97,19.40,1,0,0,,0,2,34,17.00,0,1,9,9.00,0,1,6
60,1989,1989-09-17,2,28.317,NYJ,@,CLE,L 24-38,2,57,28.50,1,0,0,,0,3,113,37.67,0,3,49,16.33,0,1,6
61,1989,1989-09-24,3,28.324,NYJ,@,MIA,W 40-33,0,0,,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0
62,1989,1989-10-01,4,28.331,NYJ,,IND,L 10-17,4,46,11.50,0,0,0,,0,3,59,19.67,0,2,30,15.00,0,0,0
63,1989,1989-10-09,5,28.339,NYJ,,RAI,L 7-14,6,93,15.50,0,0,0,,0,1,24,24.00,0,5,20,4.00,0,0,0
64,1989,1989-10-15,6,28.345,NYJ,@,NOR,L 14-29,3,36,12.00,0,0,0,,0,1,18,18.00,0,3,8,2.67,0,0,0
65,1989,1989-10-22,7,28.352,NYJ,@,BUF,L 3-34,2,33,16.50,0,0,0,,0,5,81,16.20,0,0,0,,0,0,0
66,1989,1989-10-29,8,28.359,NYJ,,SFO,L 10-23,3,23,7.67,0,0,0,,0,3,48,16.00,0,0,0,,0,0,0
67,1989,1989-11-05,9,29.001,NYJ,@,NWE,W 27-26,2,92,46.00,1,0,0,,0,2,23,11.50,0,1,8,8.00,0,1,6
68,1989,1989-11-12,10,29.008,NYJ,,MIA,L 23-31,5,82,16.40,0,0,0,,0,2,45,22.50,0,1,12,12.00,0,0,0
69,1989,1989-11-19,11,29.015,NYJ,@,IND,L 10-27,3,45,15.00,1,0,0,,0,2,60,30.00,0,2,16,8.00,0,1,6
70,1989,1989-11-26,12,29.022,NYJ,,ATL,W 27-7,2,15,7.50,0,0,0,,0,0,0,,0,4,42,10.50,0,0,0
71,1989,1989-12-03,13,29.029,NYJ,@,SDG,W 20-17,1,19,19.00,0,0,0,,0,3,46,15.33,0,7,85,12.14,0,0,0
72,1989,1989-12-10,14,29.036,NYJ,,PIT,L 0-13,4,51,12.75,0,0,0,,0,1,22,22.00,0,2,8,4.00,0,0,0
73,1989,1989-12-17,15,29.043,NYJ,@,RAM,L 14-38,1,63,63.00,1,0,0,,0,0,0,,0,1,2,2.00,0,1,6
74,1989,1989-12-23,16,29.049,NYJ,,BUF,L 0-37,2,35,17.50,0,0,0,,0,5,58,11.60,0,1,10,10.00,0,0,0
75,1990,1990-09-09,1,29.309,NYJ,@,CIN,L 20-25,1,18,18.00,0,0,0,,0,0,0,,0,2,24,12.00,0,0,0
76,1990,1990-09-16,2,29.316,NYJ,,CLE,W 24-21,1,10,10.00,0,0,0,,0,3,66,22.00,0,3,20,6.67,0,0,0
77,1990,1990-09-24,3,29.324,NYJ,,BUF,L 7-30,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
78,1990,1990-09-30,4,29.330,NYJ,@,NWE,W 37-13,0,0,,0,0,0,,0,2,61,30.50,0,2,17,8.50,0,0,0
79,1990,1990-10-07,5,29.337,NYJ,@,MIA,L 16-20,0,0,,0,0,0,,0,1,16,16.00,0,2,27,13.50,0,0,0
80,1990,1990-11-25,12,30.021,NYJ,,PIT,L 7-24,0,0,,0,0,0,,0,1,15,15.00,0,1,0,0.00,0,0,0
81,1990,1990-12-02,13,30.028,NYJ,@,SDG,L 17-38,0,0,,0,0,0,,0,0,0,,0,3,7,2.33,0,0,0
82,1990,1990-12-23,15,30.049,NYJ,,NWE,W 42-7,0,0,,0,0,0,,0,0,0,,0,3,39,13.00,0,0,0
83,1990,1990-12-30,16,30.056,NYJ,@,TAM,W 16-14,0,0,,0,0,0,,0,0,0,,0,1,20,20.00,0,0,0
