ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1961,1961-09-17,1,24.178,MIN,,CHI,W 37-13,4,8,2.00,0,0,0,,0,0,0
2,1961,1961-09-24,2,24.185,MIN,@,DAL,L 7-21,1,3,3.00,0,1,13,13.00,0,0,0
3,1961,1961-10-22,6,24.213,MIN,,GNB,L 7-33,3,3,1.00,0,0,0,,0,0,0
4,1961,1961-10-29,7,24.220,MIN,@,GNB,L 10-28,5,26,5.20,0,1,5,5.00,0,0,0
5,1962,1962-09-16,1,25.177,MIN,@,GNB,L 7-34,7,27,3.86,0,0,0,,0,0,0
6,1962,1962-09-23,2,25.184,MIN,,BAL,L 7-34,3,7,2.33,0,1,8,8.00,0,0,0
7,1962,1962-09-30,3,25.191,MIN,@,SFO,L 7-21,9,54,6.00,0,3,7,2.33,0,0,0
8,1962,1962-10-07,4,25.198,MIN,,CHI,L 0-13,9,26,2.89,0,0,0,,0,0,0
9,1962,1962-10-14,5,25.205,MIN,,GNB,L 21-48,5,18,3.60,0,1,11,11.00,0,0,0
10,1962,1962-10-21,6,25.212,MIN,@,RAM,W 38-14,13,52,4.00,1,2,34,17.00,1,2,12
11,1962,1962-10-28,7,25.219,MIN,,PHI,W 31-21,8,33,4.13,0,1,6,6.00,0,0,0
12,1962,1962-11-11,9,25.233,MIN,@,CHI,L 30-31,5,12,2.40,0,0,0,,0,0,0
13,1962,1962-12-09,13,25.261,MIN,@,DET,L 23-37,8,34,4.25,0,0,0,,0,0,0
14,1962,1962-12-16,14,25.268,MIN,@,BAL,L 17-42,7,11,1.57,0,3,34,11.33,0,0,0
