ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
19,1993,1993-09-19,3,24.099,NWE,,SEA,L 14-17,,1,0,0,,0,0.0%,0.00,1,3,3.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
20,1993,1993-09-26,4,24.106,NWE,@,NYJ,L 7-45,,5,2,4,2.00,0,40.0%,0.80,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
21,1993,1993-10-10,5,24.120,NWE,@,PHO,W 23-21,,2,2,23,11.50,0,100.0%,11.50,1,1,1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
22,1993,1993-10-17,6,24.127,NWE,,HOU,L 14-28,,6,5,65,13.00,1,83.3%,10.83,2,6,3.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
23,1993,1993-10-24,7,24.134,NWE,@,SEA,L 9-10,,2,2,18,9.00,0,100.0%,9.00,12,58,4.83,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
24,1993,1993-10-31,8,24.141,NWE,@,IND,L 6-9,,8,6,78,13.00,0,75.0%,9.75,3,9,3.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
25,1993,1993-11-07,9,24.148,NWE,,BUF,L 10-13,,4,2,7,3.50,0,50.0%,1.75,6,23,3.83,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
26,1993,1993-11-21,10,24.162,NWE,@,MIA,L 13-17,,5,3,29,9.67,0,60.0%,5.80,4,9,2.25,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
27,1993,1993-11-28,11,24.169,NWE,,NYJ,L 0-6,,1,0,0,,0,0.0%,0.00,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
28,1993,1993-12-05,12,24.176,NWE,@,PIT,L 14-17,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
29,1993,1993-12-12,13,24.183,NWE,,CIN,W 7-2,,,0,0,,0,0.0%,,5,17,3.40,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
30,1993,1993-12-19,14,24.190,NWE,@,CLE,W 20-17,,7,3,17,5.67,1,42.9%,2.43,4,63,15.75,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
31,1993,1993-12-26,15,24.197,NWE,,IND,W 38-0,,3,3,32,10.67,0,100.0%,10.67,5,16,3.20,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
32,1993,1994-01-02,16,24.204,NWE,,MIA,W 33-27,,10,8,61,7.63,0,80.0%,6.10,3,5,1.67,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
33,1994,1994-09-04,1,25.084,NWE,@,MIA,L 35-39,,9,7,61,8.71,0,77.8%,6.78,2,3,1.50,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
34,1994,1994-09-11,2,25.091,NWE,,BUF,L 35-38,,4,4,44,11.00,0,100.0%,11.00,4,11,2.75,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1994,1994-09-18,3,25.098,NWE,@,CIN,W 31-28,,6,5,54,10.80,0,83.3%,9.00,3,6,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,1994,1994-09-25,4,25.105,NWE,@,DET,W 23-17,,8,6,64,10.67,0,75.0%,8.00,3,12,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
37,1994,1994-10-02,5,25.112,NWE,,GNB,W 17-16,,8,4,31,7.75,0,50.0%,3.88,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
38,1994,1994-10-09,6,25.119,NWE,,RAI,L 17-21,,8,3,45,15.00,1,37.5%,5.63,4,11,2.75,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
39,1994,1994-10-16,7,25.126,NWE,@,NYJ,L 17-24,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,1994,1994-10-30,8,25.140,NWE,,MIA,L 3-23,,8,6,36,6.00,0,75.0%,4.50,6,18,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,1994,1994-11-06,9,25.147,NWE,@,CLE,L 6-13,,3,2,10,5.00,0,66.7%,3.33,7,23,3.29,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
42,1994,1994-11-13,10,25.154,NWE,,MIN,W 26-20,,6,4,27,6.75,1,66.7%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
43,1994,1994-11-20,11,25.161,NWE,,SDG,W 23-17,,3,3,25,8.33,0,100.0%,8.33,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
44,1994,1994-11-27,12,25.168,NWE,@,IND,W 12-10,,1,1,14,14.00,0,100.0%,14.00,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
45,1994,1994-12-04,13,25.175,NWE,,NYJ,W 24-13,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
46,1994,1994-12-11,14,25.182,NWE,,IND,W 28-13,,2,2,14,7.00,0,100.0%,7.00,2,5,2.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
47,1994,1994-12-18,15,25.189,NWE,@,BUF,W 41-17,,2,2,19,9.50,0,100.0%,9.50,1,11,11.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
48,1994,1994-12-24,16,25.195,NWE,@,CHI,W 13-3,,2,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
49,1995,1995-09-03,1,26.083,PHI,,TAM,L 6-21,,4,4,29,7.25,0,100.0%,7.25,2,9,4.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
50,1995,1995-09-10,2,26.090,PHI,@,ARI,W 31-19,,0,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,,,,,0,
51,1996,1996-09-01,1,27.081,PHI,@,WAS,W 17-14,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
52,1996,1996-09-09,2,27.089,PHI,@,GNB,L 13-39,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
53,1996,1996-09-15,3,27.095,PHI,,DET,W 24-17,,5,4,43,10.75,0,80.0%,8.60,4,14,3.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
54,1996,1996-09-22,4,27.102,PHI,@,ATL,W 33-18,,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
55,1996,1996-09-30,5,27.110,PHI,,DAL,L 19-23,,7,4,79,19.75,0,57.1%,11.29,4,12,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,1996,1996-10-13,6,27.123,PHI,@,NYG,W 19-10,,3,2,5,2.50,0,66.7%,1.67,2,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
57,1996,1996-10-20,7,27.130,PHI,,MIA,W 35-28,,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,1996,1996-10-27,8,27.137,PHI,,CAR,W 20-9,,5,3,14,4.67,0,60.0%,2.80,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,1996,1996-11-03,9,27.144,PHI,@,DAL,W 31-21,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
60,1996,1996-11-10,10,27.151,PHI,,BUF,L 17-24,,7,5,43,8.60,1,71.4%,6.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
61,1996,1996-11-17,11,27.158,PHI,,WAS,L 21-26,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
62,1996,1996-11-24,12,27.165,PHI,@,ARI,L 30-36,,4,4,40,10.00,0,100.0%,10.00,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
63,1996,1996-12-01,13,27.172,PHI,,NYG,W 24-0,,2,0,0,,0,0.0%,0.00,3,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,1996,1996-12-05,14,27.176,PHI,@,IND,L 10-37,,6,5,56,11.20,0,83.3%,9.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,1996,1996-12-14,15,27.185,PHI,@,NYJ,W 21-20,,3,3,11,3.67,0,100.0%,3.67,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
66,1996,1996-12-22,16,27.193,PHI,,ARI,W 29-19,,4,4,49,12.25,0,100.0%,12.25,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
67,1997,1997-08-31,1,28.080,PHI,@,NYG,L 17-31,,3,2,50,25.00,1,66.7%,16.67,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
68,1997,1997-09-07,2,28.087,PHI,,GNB,W 10-9,,1,1,3,3.00,0,100.0%,3.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,1997,1997-09-15,3,28.095,PHI,@,DAL,L 20-21,,3,2,15,7.50,0,66.7%,5.00,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
70,1997,1997-09-28,4,28.108,PHI,@,MIN,L 19-28,,4,4,39,9.75,1,100.0%,9.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
71,1997,1997-10-05,5,28.115,PHI,,WAS,W 24-10,,5,4,43,10.75,0,80.0%,8.60,3,38,12.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
72,1997,1997-10-12,6,28.122,PHI,@,JAX,L 21-38,,6,6,59,9.83,0,100.0%,9.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
73,1997,1997-10-19,7,28.129,PHI,,ARI,W 13-10,,5,5,43,8.60,0,100.0%,8.60,3,1,0.33,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
74,1997,1997-10-26,8,28.136,PHI,,DAL,W 13-12,,5,2,34,17.00,0,40.0%,6.80,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
75,1997,1997-11-02,9,28.143,PHI,@,ARI,L 21-31,,0,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,0,0,,0,0,
76,1997,1997-11-10,10,28.151,PHI,,SFO,L 12-24,,7,3,3,1.00,0,42.9%,0.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
77,1997,1997-11-16,11,28.157,PHI,@,BAL,T 10-10,,5,5,57,11.40,0,100.0%,11.40,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
78,1997,1997-11-23,12,28.164,PHI,,PIT,W 23-20,,1,0,0,,0,0.0%,0.00,2,11,5.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
79,1997,1997-11-30,13,28.171,PHI,,CIN,W 44-42,,6,4,41,10.25,1,66.7%,6.83,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
80,1997,1997-12-07,14,28.178,PHI,,NYG,L 21-31,,3,2,10,5.00,0,66.7%,3.33,2,7,3.50,0,0,0,,0,0,0,,,,,,2,40,20.00,0,0,0
81,1997,1997-12-14,15,28.185,PHI,@,ATL,L 17-20,,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1997,1997-12-21,16,28.192,PHI,@,WAS,L 32-35,,6,6,44,7.33,0,100.0%,7.33,2,16,8.00,0,0,0,,0,0,0,,,,,,1,8,8.00,0,0,0
83,1998,1998-09-06,1,29.086,PHI,,SEA,L 0-38,,6,3,6,2.00,0,50.0%,1.00,8,54,6.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
84,1998,1998-09-13,2,29.093,PHI,@,ATL,L 12-17,,4,3,20,6.67,0,75.0%,5.00,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
85,1998,1998-09-20,3,29.100,PHI,@,ARI,L 3-17,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
86,1998,1998-09-27,4,29.107,PHI,,KAN,L 21-24,,5,4,36,9.00,0,80.0%,7.20,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
87,1998,1998-10-04,5,29.114,PHI,@,DEN,L 16-41,,4,2,4,2.00,0,50.0%,1.00,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
88,1998,1998-10-11,6,29.121,PHI,,WAS,W 17-12,,2,2,6,3.00,0,100.0%,3.00,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
89,1998,1998-10-18,7,29.128,PHI,@,SDG,L 10-13,,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
90,1998,1998-11-02,8,29.143,PHI,,DAL,L 0-34,,7,3,31,10.33,0,42.9%,4.43,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
91,1998,1998-11-08,9,29.149,PHI,,DET,W 10-9,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
92,1998,1998-11-15,10,29.156,PHI,@,WAS,L 3-28,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
93,1998,1998-11-22,11,29.163,PHI,@,NYG,L 0-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
94,1998,1998-11-29,12,29.170,PHI,@,GNB,L 16-24,,6,4,36,9.00,0,66.7%,6.00,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
95,1998,1998-12-03,13,29.174,PHI,,STL,W 17-14,,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0
96,1998,1998-12-13,14,29.184,PHI,,ARI,L 17-20,,4,2,29,14.50,0,50.0%,7.25,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
97,1998,1998-12-20,15,29.191,PHI,@,DAL,L 9-13,,3,3,18,6.00,0,100.0%,6.00,3,10,3.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
98,1998,1998-12-27,16,29.198,PHI,,NYG,L 10-20,,6,4,27,6.75,0,66.7%,4.50,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
99,1999,1999-09-12,1,30.092,PHI,,ARI,L 24-25,*,0,0,0,,0,0.0%,,3,6,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
100,1999,1999-09-19,2,30.099,PHI,,TAM,L 5-19,*,7,6,32,5.33,0,85.7%,4.57,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
101,1999,1999-09-26,3,30.106,PHI,@,BUF,L 0-26,*,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
102,1999,1999-10-24,7,30.134,PHI,@,MIA,L 13-16,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
103,1999,1999-10-31,8,30.141,PHI,,NYG,L 17-23,*,1,1,5,5.00,0,100.0%,5.00,2,7,3.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
104,1999,1999-11-07,9,30.148,PHI,@,CAR,L 7-33,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
105,1999,1999-11-14,10,30.155,PHI,,WAS,W 35-28,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
106,1999,1999-11-21,11,30.162,PHI,,IND,L 17-44,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
