ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1952,1952-10-04,2,22.264,PIT,,CLE,L 20-21,,1,2,50.00,7,0,0,58.3,0,0,3.50,3.50,0,0,,0
2,1952,1952-10-12,3,22.272,PIT,@,PHI,L 21-26,,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,0,0,,0
3,1952,1952-10-19,4,22.279,PIT,,WAS,L 24-28,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
4,1952,1952-11-30,10,22.321,PIT,,NYG,W 63-7,,2,4,50.00,47,1,2,92.7,0,0,11.75,-5.75,1,20,20.00,0
5,1952,1952-12-07,11,22.328,PIT,@,SFO,W 24-7,,0,0,,0,0,,,,,,,1,0,0.00,0
6,1952,1952-12-14,12,22.335,PIT,@,RAM,L 14-28,,1,3,33.33,21,0,1,19.4,0,0,7.00,-8.00,0,0,,0
7,1954,1954-09-26,1,24.255,BAL,,RAM,L 0-48,*,14,27,51.85,173,0,2,41.1,0,0,6.41,3.07,2,-3,-1.50,0
8,1954,1954-10-02,2,24.261,BAL,,NYG,W 20-14,*,9,15,60.00,211,3,0,143.7,0,0,14.07,18.07,1,-2,-2.00,0
9,1954,1954-10-24,5,24.283,BAL,,GNB,L 6-7,*,18,31,58.06,141,0,0,69.4,0,0,4.55,4.55,1,11,11.00,0
10,1954,1954-10-31,6,24.290,BAL,@,WAS,L 21-24,*,22,36,61.11,262,1,0,92.6,0,0,7.28,7.83,3,16,5.33,0
11,1954,1954-11-06,7,24.296,BAL,,DET,L 3-27,*,4,12,33.33,52,0,1,13.2,0,0,4.33,0.58,2,2,1.00,0
12,1954,1954-11-13,8,24.303,BAL,@,GNB,L 13-24,*,10,23,43.48,98,1,3,31.0,0,0,4.26,-0.74,3,7,2.33,0
13,1954,1954-11-21,9,24.311,BAL,,CHI,L 13-28,*,9,21,42.86,122,1,3,38.3,0,0,5.81,0.33,3,19,6.33,0
14,1954,1954-11-28,10,24.318,BAL,,SFO,W 17-13,*,9,14,64.29,163,1,1,98.2,0,0,11.64,9.86,3,-13,-4.33,1
15,1954,1954-12-04,11,24.324,BAL,@,RAM,W 22-21,*,10,19,52.63,99,1,1,63.3,0,0,5.21,3.89,4,-1,-0.25,0
16,1954,1954-12-11,12,24.331,BAL,@,SFO,L 7-10,*,12,19,63.16,194,1,1,92.9,0,0,10.21,8.89,0,0,,0
17,1955,1955-10-16,4,25.275,BAL,@,CHI,L 10-38,,3,8,37.50,33,0,1,10.9,0,0,4.13,-1.50,1,12,12.00,0
18,1955,1955-11-05,7,25.295,BAL,@,DET,L 14-24,,10,18,55.56,172,1,1,83.6,0,0,9.56,8.17,3,11,3.67,1
19,1955,1955-12-04,11,25.324,BAL,@,RAM,L 14-20,,2,3,66.67,4,0,1,30.6,0,0,1.33,-13.67,2,-3,-1.50,0
20,1956,1956-11-25,8,26.316,BAL,,RAM,W 56-21,,2,2,100.00,59,1,0,158.3,0,0,29.50,39.50,0,0,,0
