ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1978,1978-09-04,1,23.101,BAL,@,DAL,L 0-38,,,,,,,,,,,,,,
2,1978,1978-09-10,2,23.107,BAL,,MIA,L 0-42,,,,,,,,,,,,,,
3,1978,1978-09-18,3,23.115,BAL,@,NWE,W 34-27,,,,,,,,,,,,,,
4,1978,1978-10-01,5,23.128,BAL,,PHI,L 14-17,,,,,,,,,,,,,,
5,1978,1978-10-08,6,23.135,BAL,@,STL,W 30-17,0,0,,0,0,0,,0,1,0,0.00,0,0,0
6,1978,1978-10-15,7,23.142,BAL,,NYJ,L 10-33,,,,,,,,,,,,,,
7,1978,1978-10-22,8,23.149,BAL,,DEN,W 7-6,,,,,,,,,,,,,,
8,1978,1978-10-29,9,23.156,BAL,@,MIA,L 8-26,,,,,,,,,,,,,,
9,1978,1978-11-06,10,23.164,BAL,,WAS,W 21-17,,,,,,,,,,,,,,
10,1978,1978-11-12,11,23.170,BAL,@,SEA,W 17-14,0,0,,0,1,2,2.00,0,0,0,,0,0,0
11,1978,1978-11-19,12,23.177,BAL,,CLE,L 24-45,,,,,,,,,,,,,,
12,1978,1978-11-26,13,23.184,BAL,,NWE,L 14-35,,,,,,,,,,,,,,
13,1978,1978-12-03,14,23.191,BAL,@,NYJ,L 16-24,,,,,,,,,,,,,,
14,1978,1978-12-09,15,23.197,BAL,@,PIT,L 13-35,,,,,,,,,,,,,,
15,1978,1978-12-17,16,23.205,BAL,,BUF,L 14-21,,,,,,,,,,,,,,
16,1979,1979-09-02,1,24.099,BAL,@,KAN,L 0-14,3,54,18.00,0,0,0,,0,0,0,,0,0,0
17,1979,1979-09-09,2,24.106,BAL,,TAM,L 26-29,1,9,9.00,0,0,0,,0,0,0,,0,0,0
18,1979,1979-09-16,3,24.113,BAL,@,CLE,L 10-13,,,,,,,,,,,,,,
19,1979,1979-09-23,4,24.120,BAL,@,PIT,L 13-17,,,,,,,,,,,,,,
20,1979,1979-09-30,5,24.127,BAL,,BUF,L 13-31,,,,,,,,,,,,,,
21,1979,1979-10-07,6,24.134,BAL,,NYJ,W 10-8,,,,,,,,,,,,,,
22,1979,1979-10-14,7,24.141,BAL,,HOU,L 16-28,,,,,,,,,,,,,,
23,1979,1979-10-21,8,24.148,BAL,@,BUF,W 14-13,1,59,59.00,0,0,0,,0,0,0,,0,0,0
24,1979,1979-10-28,9,24.155,BAL,,NWE,W 31-26,,,,,,,,,,,,,,
25,1979,1979-11-04,10,24.162,BAL,,CIN,W 38-28,,,,,,,,,,,,,,
26,1979,1979-11-11,11,24.169,BAL,@,MIA,L 0-19,,,,,,,,,,,,,,
27,1979,1979-11-18,12,24.176,BAL,@,NWE,L 21-50,,,,,,,,,,,,,,
28,1979,1979-11-25,13,24.183,BAL,,MIA,L 24-28,,,,,,,,,,,,,,
29,1979,1979-12-02,14,24.190,BAL,@,NYJ,L 17-30,,,,,,,,,,,,,,
30,1979,1979-12-09,15,24.197,BAL,,KAN,L 7-10,1,29,29.00,0,0,0,,0,0,0,,0,0,0
31,1979,1979-12-16,16,24.204,BAL,@,NYG,W 31-7,,,,,,,,,,,,,,
32,1980,1980-09-07,1,25.104,BAL,@,NYJ,W 17-14,2,29,14.50,0,0,0,,0,0,0,,0,0,0
33,1980,1980-09-14,2,25.111,BAL,,PIT,L 17-20,,,,,,,,,,,,,,
34,1980,1980-09-21,3,25.118,BAL,@,HOU,L 16-21,,,,,,,,,,,,,,
35,1980,1980-09-28,4,25.125,BAL,,NYJ,W 35-21,4,60,15.00,1,0,0,,0,0,0,,0,1,6
36,1980,1980-10-05,5,25.132,BAL,@,MIA,W 30-17,2,24,12.00,0,0,0,,0,0,0,,0,0,0
37,1980,1980-11-23,12,25.181,BAL,@,NWE,L 21-47,,,,,,,,,,,,,,
38,1980,1980-11-30,13,25.188,BAL,,BUF,W 28-24,1,8,8.00,0,0,0,,0,0,0,,0,0,0
39,1980,1980-12-07,14,25.195,BAL,@,CIN,L 33-34,1,16,16.00,1,0,0,,0,0,0,,0,1,6
40,1980,1980-12-14,15,25.202,BAL,,MIA,L 14-24,1,11,11.00,0,0,0,,0,0,0,,0,0,0
41,1980,1980-12-21,16,25.209,BAL,,KAN,L 28-38,3,37,12.33,1,0,0,,0,0,0,,0,1,6
42,1981,1981-09-06,1,26.103,BAL,@,NWE,W 29-28,0,0,,0,,,,,,,,,,
43,1981,1981-09-13,2,26.110,BAL,,BUF,L 3-35,0,0,,0,,,,,,,,,,
44,1981,1981-09-20,3,26.117,BAL,@,DEN,L 10-28,0,0,,0,,,,,,,,,,
