ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
16,1970,1970-10-18,5,24.072,MIN,,DAL,W 54-13,,2,6,33.33,21,0,0,44.4,0,0,3.50,3.50,0,0,,0,0,0,0,0,,0
17,1970,1970-11-29,11,24.114,MIN,@,NYJ,L 10-20,,9,24,37.50,126,1,4,29.5,0,0,5.25,-1.42,0,0,,0,0,0,0,0,,0
18,1970,1970-12-05,12,24.120,MIN,,CHI,W 16-13,*,5,12,41.67,92,1,0,96.5,0,0,7.67,9.33,7,11,1.57,0,0,0,0,0,,0
19,1970,1970-12-13,13,24.128,MIN,@,BOS,W 35-14,*,18,25,72.00,268,2,0,133.4,0,0,10.72,12.32,1,1,1.00,1,1,6,0,0,,0
20,1970,1970-12-20,14,24.135,MIN,@,ATL,W 37-7,,6,10,60.00,103,1,1,88.7,0,0,10.30,7.80,2,8,4.00,0,0,0,0,0,,0
21,1971,1971-09-20,1,25.044,MIN,@,DET,W 16-13,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,195,39.00,0
22,1971,1971-09-26,2,25.050,MIN,,CHI,L 17-20,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,252,36.00,0
23,1971,1971-10-03,3,25.057,MIN,,BUF,W 19-0,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,123,30.75,0
24,1971,1971-10-10,4,25.064,MIN,@,PHI,W 13-0,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,355,44.38,0
25,1971,1971-10-17,5,25.071,MIN,@,GNB,W 24-13,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,313,44.71,0
26,1971,1971-10-25,6,25.079,MIN,,BAL,W 10-3,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,299,37.38,0
27,1971,1971-10-31,7,25.085,MIN,@,NYG,W 17-10,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,328,41.00,0
28,1971,1971-11-07,8,25.092,MIN,,SFO,L 9-13,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,240,34.29,0
29,1971,1971-11-14,9,25.099,MIN,,GNB,W 3-0,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,9,362,40.22,0
30,1971,1971-11-21,10,25.106,MIN,@,NOR,W 23-10,*,14,25,56.00,146,0,1,56.4,0,0,5.84,4.04,5,6,1.20,1,1,6,5,191,38.20,0
31,1971,1971-11-28,11,25.113,MIN,,ATL,W 24-7,*,10,23,43.48,59,0,2,14.6,0,0,2.57,-1.35,4,9,2.25,0,0,0,6,218,36.33,0
32,1971,1971-12-05,12,25.120,MIN,@,SDG,L 14-30,*,8,20,40.00,122,0,1,40.0,0,0,6.10,3.85,0,0,,0,0,0,3,138,46.00,0
33,1971,1971-12-11,13,25.126,MIN,,DET,W 29-10,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,245,40.83,0
34,1971,1971-12-19,14,25.134,MIN,@,CHI,W 27-10,*,13,22,59.09,271,2,0,133.0,0,0,12.32,14.14,2,-1,-0.50,0,0,0,6,256,42.67,0
35,1972,1972-09-24,2,26.048,MIN,@,DET,W 34-10,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
36,1972,1972-11-05,8,26.090,MIN,,NOR,W 37-6,,3,5,60.00,75,1,0,143.7,0,0,15.00,19.00,0,0,,0,0,0,0,0,,0
37,1973,1973-09-16,1,27.040,ATL,@,NOR,W 62-7,,4,7,57.14,56,1,0,122.6,0,0,8.00,10.86,1,-5,-5.00,0,0,0,0,0,,0
38,1973,1973-10-07,4,27.061,ATL,,SFO,L 9-13,,13,28,46.43,131,0,0,60.3,0,0,4.68,4.68,1,7,7.00,0,0,0,0,0,,0
39,1973,1973-10-14,5,27.068,ATL,,CHI,W 46-6,*,11,13,84.62,181,2,0,158.3,0,0,13.92,17.00,1,5,5.00,0,0,0,0,0,,0
40,1973,1973-10-21,6,27.075,ATL,@,SDG,W 41-0,*,9,17,52.94,146,0,1,57.5,0,0,8.59,5.94,1,-1,-1.00,0,0,0,0,0,,0
41,1973,1973-10-28,7,27.082,ATL,@,SFO,W 17-3,*,11,13,84.62,236,2,1,126.3,0,0,18.15,17.77,3,5,1.67,0,0,0,0,0,,0
42,1973,1973-11-04,8,27.089,ATL,,RAM,W 15-13,*,19,31,61.29,222,0,1,69.6,0,0,7.16,5.71,5,18,3.60,0,0,0,0,0,,0
43,1973,1973-11-11,9,27.096,ATL,@,PHI,W 44-27,*,12,23,52.17,109,1,1,61.7,0,0,4.74,3.65,2,2,1.00,0,0,0,0,0,,0
44,1973,1973-11-19,10,27.104,ATL,,MIN,W 20-14,*,11,23,47.83,171,2,1,83.8,0,0,7.43,7.22,6,6,1.00,0,0,0,0,0,,0
45,1973,1973-11-25,11,27.110,ATL,@,NYJ,W 28-20,*,8,18,44.44,144,2,1,86.3,0,0,8.00,7.72,1,3,3.00,0,0,0,0,0,,0
46,1973,1973-12-02,12,27.117,ATL,,BUF,L 6-17,*,9,22,40.91,195,0,0,73.1,0,0,8.86,8.86,3,15,5.00,0,0,0,0,0,,0
47,1973,1973-12-09,13,27.124,ATL,,STL,L 10-32,*,3,16,18.75,27,0,2,0.0,0,0,1.69,-3.94,0,0,,0,0,0,0,0,,0
48,1973,1973-12-16,14,27.131,ATL,,NOR,W 14-10,*,10,19,52.63,168,0,0,82.8,0,0,8.84,8.84,5,12,2.40,0,0,0,0,0,,0
49,1974,1974-09-15,1,28.039,ATL,,DAL,L 0-24,*,4,22,18.18,28,0,1,20.6,0,0,1.27,-0.77,2,11,5.50,0,0,0,0,0,,0
50,1974,1974-09-22,2,28.046,ATL,,SFO,L 10-16,*,10,23,43.48,99,0,3,16.7,0,0,4.30,-1.57,3,17,5.67,0,0,0,0,0,,0
51,1974,1974-10-06,4,28.060,ATL,@,NYG,W 14-7,*,10,17,58.82,142,1,3,65.9,0,0,8.35,1.59,1,-1,-1.00,0,0,0,0,0,,0
52,1974,1974-10-13,5,28.067,ATL,,CHI,W 13-10,*,10,18,55.56,121,0,2,36.8,0,0,6.72,1.72,2,9,4.50,1,1,6,0,0,,0
53,1974,1974-10-20,6,28.074,ATL,,NOR,L 3-13,*,6,14,42.86,44,0,1,21.1,0,0,3.14,-0.07,1,17,17.00,0,0,0,0,0,,0
54,1974,1974-10-28,7,28.082,ATL,@,PIT,L 17-24,*,8,20,40.00,122,2,2,54.6,0,0,6.10,3.60,2,5,2.50,0,0,0,0,0,,0
55,1974,1974-11-03,8,28.088,ATL,@,MIA,L 7-42,*,8,15,53.33,65,0,1,36.8,0,0,4.33,1.33,1,5,5.00,0,0,0,0,0,,0
56,1974,1974-11-10,9,28.095,ATL,@,RAM,L 0-21,*,10,21,47.62,89,0,0,59.4,0,0,4.24,4.24,3,13,4.33,0,0,0,0,0,,0
57,1974,1974-11-17,10,28.102,ATL,,BAL,L 7-17,*,12,22,54.55,142,0,1,55.5,0,0,6.45,4.41,4,23,5.75,0,0,0,0,0,,0
58,1975,1975-09-28,2,29.052,MIN,@,CLE,W 42-10,,2,5,40.00,65,1,0,127.1,0,0,13.00,17.00,0,0,,0,0,0,0,0,,0
59,1975,1975-10-05,3,29.059,MIN,,CHI,W 28-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
60,1975,1975-11-09,8,29.094,MIN,,ATL,W 38-0,,1,1,100.00,12,1,0,156.2,0,0,12.00,32.00,0,0,,0,0,0,0,0,,0
61,1975,1975-12-20,14,29.135,MIN,@,BUF,W 35-13,,2,7,28.57,26,0,1,3.0,0,0,3.71,-2.71,1,0,0.00,0,0,0,0,0,,0
62,1976,1976-09-12,1,30.036,MIN,@,NOR,W 40-9,,7,13,53.85,90,0,0,75.8,0,0,6.92,6.92,0,0,,0,0,0,0,0,,0
63,1976,1976-09-26,3,30.050,MIN,@,DET,W 10-9,,3,4,75.00,25,0,0,90.6,0,0,6.25,6.25,0,0,,0,0,0,0,0,,0
64,1976,1976-10-04,4,30.058,MIN,,PIT,W 17-6,*,4,11,36.36,41,0,2,8.3,0,0,3.73,-4.45,2,2,1.00,0,0,0,0,0,,0
65,1976,1976-12-11,14,30.126,MIN,@,MIA,W 29-7,,1,2,50.00,0,0,0,56.2,0,0,0.00,0.00,0,0,,0,0,0,0,0,,0
66,1977,1977-10-24,6,31.078,MIN,@,RAM,L 3-35,,3,5,60.00,38,0,0,83.7,0,0,7.60,7.60,0,0,,0,0,0,0,0,,0
67,1977,1977-11-20,10,31.105,MIN,@,CHI,L 7-10,*,12,24,50.00,116,0,2,29.2,0,0,4.83,1.08,2,0,0.00,0,0,0,0,0,,0
68,1977,1977-11-27,11,31.112,MIN,@,GNB,W 13-6,*,5,8,62.50,68,1,0,129.2,0,0,8.50,11.00,4,-11,-2.75,0,0,0,0,0,,0
69,1977,1977-12-04,12,31.119,MIN,,SFO,W 28-27,*,11,19,57.89,94,1,2,48.9,0,0,4.95,1.26,3,8,2.67,0,0,0,0,0,,0
70,1977,1977-12-17,14,31.132,MIN,@,DET,W 30-21,*,11,16,68.75,206,2,0,151.0,0,0,12.88,15.38,3,-5,-1.67,0,0,0,0,0,,0
71,1978,1978-10-01,5,32.055,MIN,@,TAM,W 24-7,,,,,,,,,,,,,,,,,,,,,,
72,1978,1978-11-05,10,32.090,MIN,,DET,W 17-7,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,0,,0,0,0,0,0,,0
73,1978,1978-12-09,15,32.124,MIN,@,DET,L 14-45,,2,2,100.00,10,0,0,87.5,0,0,5.00,5.00,0,0,,0,0,0,0,0,,0
74,1979,1979-11-11,11,33.096,RAM,@,CHI,L 23-27,,1,4,25.00,24,0,0,52.1,0,0,6.00,6.00,0,0,,0,0,0,0,0,,0
75,1979,1979-11-25,13,33.110,RAM,@,SFO,W 26-20,,3,4,75.00,58,1,0,156.2,0,0,14.50,19.50,2,-5,-2.50,0,0,0,0,0,,0
76,1979,1979-12-02,14,33.117,RAM,,MIN,W 27-21,,7,14,50.00,161,1,1,85.7,0,0,11.50,9.71,2,0,0.00,0,0,0,0,0,,0
77,1980,1980-12-15,15,34.130,RAM,,DAL,W 38-14,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,0,0,0,0,,0
