ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1967,1967-11-23,10,22.110,OAK,@,KAN,W 44-22,1,0,0.00,0,0,0,0
2,1969,1969-11-09,9,24.096,OAK,,DEN,W 41-10,1,0,0.00,0,0,0,0
3,1970,1970-09-20,1,25.046,OAK,@,CIN,L 21-31,,,,,,,
4,1970,1970-09-27,2,25.053,OAK,@,SDG,T 27-27,,,,,,,
5,1970,1970-10-03,3,25.059,OAK,@,MIA,L 13-20,,,,,,,
6,1970,1970-10-11,4,25.067,OAK,,DEN,W 35-23,,,,,,,
7,1970,1970-10-19,5,25.075,OAK,,WAS,W 34-20,,,,,,,
8,1970,1970-10-25,6,25.081,OAK,,PIT,W 31-14,,,,,,,
9,1970,1970-11-01,7,25.088,OAK,@,KAN,T 17-17,,,,,,,
10,1970,1970-11-08,8,25.095,OAK,,CLE,W 23-20,,,,,,,
11,1970,1970-11-15,9,25.102,OAK,@,DEN,W 24-19,0,0,,0,1,14,0
12,1970,1970-11-22,10,25.109,OAK,,SDG,W 20-17,,,,,,,
13,1970,1970-11-26,11,25.113,OAK,@,DET,L 14-28,,,,,,,
14,1970,1970-12-06,12,25.123,OAK,@,NYJ,W 14-13,,,,,,,
15,1970,1970-12-12,13,25.129,OAK,,KAN,W 20-6,,,,,,,
16,1970,1970-12-20,14,25.137,OAK,,SFO,L 7-38,,,,,,,
17,1971,1971-09-19,1,26.045,OAK,@,NWE,L 6-20,,,,,,,
18,1971,1971-09-26,2,26.052,OAK,@,SDG,W 34-0,,,,,,,
19,1971,1971-10-04,3,26.060,OAK,@,CLE,W 34-20,,,,,,,
20,1971,1971-10-10,4,26.066,OAK,@,DEN,W 27-16,,,,,,,
21,1971,1971-10-17,5,26.073,OAK,,PHI,W 34-10,,,,,,,
22,1971,1971-10-24,6,26.080,OAK,,CIN,W 31-27,,,,,,,
23,1971,1971-10-31,7,26.087,OAK,,KAN,T 20-20,,,,,,,
24,1971,1971-11-07,8,26.094,OAK,@,NOR,T 21-21,,,,,,,
25,1971,1971-11-14,9,26.101,OAK,,HOU,W 41-21,,,,,,,
26,1971,1971-11-21,10,26.108,OAK,,SDG,W 34-33,,,,,,,
27,1971,1971-11-28,11,26.115,OAK,,BAL,L 14-37,,,,,,,
28,1971,1971-12-05,12,26.122,OAK,@,ATL,L 13-24,,,,,,,
29,1971,1971-12-12,13,26.129,OAK,@,KAN,L 14-16,,,,,,,
30,1971,1971-12-19,14,26.136,OAK,,DEN,W 21-13,,,,,,,
31,1972,1972-09-17,1,27.043,ATL,@,CHI,W 37-21,,,,,,,
32,1972,1972-09-24,2,27.050,ATL,@,NWE,L 20-21,,,,,,,
33,1972,1972-10-01,3,27.057,ATL,,RAM,W 31-3,,,,,,,
34,1972,1972-10-08,4,27.064,ATL,,DET,L 23-26,,,,,,,
35,1972,1972-10-15,5,27.071,ATL,@,NOR,W 21-14,,,,,,,
36,1972,1972-10-22,6,27.078,ATL,@,GNB,W 10-9,,,,,,,
37,1972,1972-10-29,7,27.085,ATL,,SFO,L 14-49,,,,,,,
38,1972,1972-11-05,8,27.092,ATL,@,RAM,L 7-20,,,,,,,
39,1972,1972-11-12,9,27.099,ATL,,NOR,W 36-20,,,,,,,
40,1972,1972-11-20,10,27.107,ATL,@,WAS,L 13-24,,,,,,,
41,1972,1972-11-26,11,27.113,ATL,,DEN,W 23-20,,,,,,,
42,1972,1972-12-03,12,27.120,ATL,,HOU,W 20-10,,,,,,,
43,1972,1972-12-10,13,27.127,ATL,@,SFO,L 0-20,,,,,,,
44,1972,1972-12-17,14,27.134,ATL,,KAN,L 14-17,,,,,,,
45,1973,1973-09-16,1,28.042,ATL,@,NOR,W 62-7,,,,,,,
46,1973,1973-09-23,2,28.049,ATL,@,RAM,L 0-31,,,,,,,
47,1973,1973-10-01,3,28.057,ATL,@,DET,L 6-31,2,12,6.00,0,0,0,0
48,1973,1973-10-07,4,28.063,ATL,,SFO,L 9-13,,,,,,,
49,1973,1973-10-14,5,28.070,ATL,,CHI,W 46-6,,,,,,,
50,1973,1973-10-21,6,28.077,ATL,@,SDG,W 41-0,,,,,,,
51,1973,1973-10-28,7,28.084,ATL,@,SFO,W 17-3,,,,,,,
52,1973,1973-11-04,8,28.091,ATL,,RAM,W 15-13,,,,,,,
53,1973,1973-11-11,9,28.098,ATL,@,PHI,W 44-27,,,,,,,
54,1973,1973-11-19,10,28.106,ATL,,MIN,W 20-14,,,,,,,
55,1973,1973-11-25,11,28.112,ATL,@,NYJ,W 28-20,,,,,,,
56,1973,1973-12-02,12,28.119,ATL,,BUF,L 6-17,1,8,8.00,0,0,0,0
57,1973,1973-12-09,13,28.126,ATL,,STL,L 10-32,,,,,,,
58,1973,1973-12-16,14,28.133,ATL,,NOR,W 14-10,,,,,,,
59,1974,1974-09-15,1,29.041,HOU,,SDG,W 21-14,,,,,,,
60,1974,1974-09-22,2,29.048,HOU,@,CLE,L 7-20,,,,,,,
61,1974,1974-09-29,3,29.055,HOU,,KAN,L 7-17,,,,,,,
62,1974,1974-10-06,4,29.062,HOU,,PIT,L 7-13,,,,,,,
63,1974,1974-10-13,5,29.069,HOU,@,MIN,L 10-51,,,,,,,
64,1974,1974-10-27,7,29.083,HOU,@,CIN,W 34-21,,,,,,,
65,1974,1974-11-03,8,29.090,HOU,@,NYJ,W 27-22,,,,,,,
66,1974,1974-11-10,9,29.097,HOU,@,BUF,W 21-9,0,0,,0,2,0,0
67,1974,1974-11-17,10,29.104,HOU,,CIN,W 20-3,,,,,,,
68,1974,1974-11-24,11,29.111,HOU,,DAL,L 0-10,,,,,,,
69,1974,1974-12-01,12,29.118,HOU,@,PIT,W 13-10,,,,,,,
70,1974,1974-12-08,13,29.125,HOU,@,DEN,L 14-37,,,,,,,
71,1974,1974-12-15,14,29.132,HOU,,CLE,W 28-24,,,,,,,
72,1975,1975-09-21,1,30.047,HOU,@,NWE,W 7-0,,,,,,,
73,1975,1975-09-28,2,30.054,HOU,,SDG,W 33-17,,,,,,,
74,1975,1975-10-05,3,30.061,HOU,,CIN,L 19-21,,,,,,,
75,1975,1975-10-12,4,30.068,HOU,@,CLE,W 40-10,,,,,,,
76,1976,1976-09-12,1,31.038,HOU,,TAM,W 20-0,,,,,,,
77,1976,1976-09-19,2,31.045,HOU,@,BUF,W 13-3,,,,,,,
78,1976,1976-09-26,3,31.052,HOU,,OAK,L 13-14,,,,,,,
79,1976,1976-10-03,4,31.059,HOU,@,NOR,W 31-26,,,,,,,
80,1976,1976-10-10,5,31.066,HOU,,DEN,W 17-3,,,,,,,
81,1976,1976-10-17,6,31.073,HOU,@,SDG,L 27-30,,,,,,,
82,1976,1976-10-24,7,31.080,HOU,,CIN,L 7-27,,,,,,,
83,1976,1976-11-01,8,31.088,HOU,@,BAL,L 14-38,,,,,,,
84,1976,1976-11-07,9,31.094,HOU,,CLE,L 7-21,,,,,,,
85,1976,1976-11-14,10,31.101,HOU,@,CIN,L 27-31,,,,,,,
86,1976,1976-11-21,11,31.108,HOU,@,PIT,L 16-32,,,,,,,
87,1976,1976-11-28,12,31.115,HOU,,ATL,W 20-14,,,,,,,
88,1976,1976-12-05,13,31.122,HOU,@,CLE,L 10-13,,,,,,,
89,1976,1976-12-11,14,31.128,HOU,,PIT,L 0-21,,,,,,,
