ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,23.239,MIA,@,BUF,W 15-10,,,,,,,,,,,,,
2,2010,2010-09-26,3,23.253,MIA,,NYJ,L 23-31,,0,0,,0,0,0,0.0,0,0,0,0,0
3,2010,2010-10-04,4,23.261,MIA,,NWE,L 14-41,,2,54,27.00,0,0,0,0.0,0,0,0,0,0
4,2010,2010-10-17,5,23.274,MIA,@,GNB,W 23-20,,5,130,26.00,0,0,0,0.0,0,0,0,0,0
5,2010,2010-10-24,6,23.281,MIA,,PIT,L 22-23,,2,34,17.00,0,0,0,0.0,0,0,0,0,0
6,2010,2010-11-07,8,23.295,MIA,@,BAL,L 10-26,,3,57,19.00,0,0,0,0.0,0,0,0,0,0
7,2010,2010-11-14,9,23.302,MIA,,TEN,W 29-17,,2,60,30.00,0,0,0,0.0,0,0,0,0,0
8,2010,2010-11-18,10,23.306,MIA,,CHI,L 0-16,,3,98,32.67,0,0,0,0.0,0,0,0,0,0
9,2010,2010-11-28,11,23.316,MIA,@,OAK,W 33-17,*,,,,,,,,,,,,
10,2010,2010-12-05,12,23.323,MIA,,CLE,L 10-13,,2,48,24.00,0,0,0,0.0,1,0,0,0,0
11,2010,2010-12-12,13,23.330,MIA,@,NYJ,W 10-6,,3,77,25.67,0,0,0,0.0,0,0,1,1,0
12,2010,2010-12-19,14,23.337,MIA,,BUF,L 14-17,,3,67,22.33,0,0,0,0.0,0,0,0,0,0
13,2010,2010-12-26,15,23.344,MIA,,DET,L 27-34,,2,30,15.00,0,0,0,0.0,0,0,0,0,0
14,2011,2011-09-12,1,24.239,MIA,,NWE,L 24-38,,0,0,,0,0,0,0.0,3,0,0,0,0
15,2011,2011-09-18,2,24.245,MIA,,HOU,L 13-23,,0,0,,0,0,0,0.0,2,1,0,0,0
16,2011,2011-09-25,3,24.252,MIA,@,CLE,L 16-17,*,0,0,,0,0,0,0.0,4,1,0,0,0
17,2011,2011-10-02,4,24.259,MIA,@,SDG,L 16-26,*,0,0,,0,0,0,0.0,3,2,0,0,0
18,2011,2011-10-17,5,24.274,MIA,@,NYJ,L 6-24,,,,,,,,,,,,,
19,2011,2011-10-23,6,24.280,MIA,,DEN,L 15-18,,,,,,,,,,,,,
20,2011,2011-10-30,7,24.287,MIA,@,NYG,L 17-20,,0,0,,0,0,0,0.0,0,0,0,0,0
21,2011,2011-11-06,8,24.294,MIA,@,KAN,W 31-3,*,0,0,,0,0,0,0.0,4,0,0,0,0
22,2011,2011-11-20,10,24.308,MIA,,BUF,W 35-8,,0,0,,0,0,0,0.0,2,0,1,0,0
23,2011,2011-11-24,11,24.312,MIA,@,DAL,L 19-20,,,,,,,,,,,,,
24,2011,2011-12-04,12,24.322,MIA,,OAK,W 34-14,,,,,,,,,,,,,
25,2011,2011-12-11,13,24.329,MIA,,PHI,L 10-26,,0,0,,0,0,0,0.0,1,0,0,0,0
26,2011,2011-12-18,14,24.336,MIA,@,BUF,W 30-23,,0,0,,0,0,0,0.0,3,0,0,0,0
27,2011,2011-12-24,15,24.342,MIA,@,NWE,L 24-27,,0,0,,0,0,0,0.0,2,0,0,0,0
28,2011,2012-01-01,16,24.350,MIA,,NYJ,W 19-17,,,,,,,,,,,,,
29,2012,2012-09-09,1,25.237,MIA,@,HOU,L 10-30,,0,0,,0,0,0,0.0,0,1,0,0,0
30,2012,2012-09-16,2,25.244,MIA,,OAK,W 35-13,,0,0,,0,0,0,0.0,3,1,0,0,0
31,2012,2012-09-23,3,25.251,MIA,,NYJ,L 20-23,,0,0,,0,0,0,0.0,1,0,0,0,0
32,2012,2012-09-30,4,25.258,MIA,@,ARI,L 21-24,,0,0,,0,0,0,0.0,6,0,0,0,0
33,2012,2012-10-07,5,25.265,MIA,@,CIN,W 17-13,*,0,0,,0,0,0,0.0,2,2,0,0,0
34,2012,2012-10-14,6,25.272,MIA,,STL,W 17-14,*,0,0,,0,0,0,0.0,6,0,0,0,0
35,2012,2012-10-28,7,25.286,MIA,@,NYJ,W 30-9,*,0,0,,0,0,0,1.0,7,1,0,0,0
36,2012,2012-11-04,8,25.293,MIA,@,IND,L 20-23,*,0,0,,0,0,0,0.0,10,0,0,0,0
37,2012,2012-11-11,9,25.300,MIA,,TEN,L 3-37,*,,,,,,,,,,,,
38,2012,2012-11-15,10,25.304,MIA,@,BUF,L 14-19,*,0,0,,0,0,0,0.0,1,1,0,0,0
39,2012,2012-11-25,11,25.314,MIA,,SEA,W 24-21,*,0,0,,0,0,0,0.0,2,0,0,0,0
40,2012,2012-12-02,12,25.321,MIA,,NWE,L 16-23,*,0,0,,0,0,0,0.0,1,0,0,0,0
41,2012,2012-12-09,13,25.328,MIA,@,SFO,L 13-27,*,0,0,,0,0,0,0.0,1,0,0,0,0
42,2012,2012-12-16,14,25.335,MIA,,JAX,W 24-3,*,0,0,,0,0,0,0.0,1,0,0,0,0
43,2013,2013-09-08,1,26.235,MIA,@,CLE,W 23-10,,0,0,,0,0,0,0.0,3,0,1,0,0
44,2013,2013-09-15,2,26.242,MIA,@,IND,W 24-20,*,0,0,,0,0,0,0.0,4,0,0,0,0
45,2013,2013-09-22,3,26.249,MIA,,ATL,W 27-23,*,0,0,,0,0,0,0.0,6,0,0,0,0
46,2013,2013-09-30,4,26.257,MIA,@,NOR,L 17-38,*,0,0,,0,0,0,0.0,1,1,0,0,0
47,2013,2013-10-06,5,26.263,MIA,,BAL,L 23-26,*,0,0,,0,0,0,0.0,1,0,0,0,0
