ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-09-07,1,23.046,DEN,,RAI,W 38-36,,4,26,6.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
2,1986,1986-09-15,2,23.054,DEN,@,PIT,W 21-10,,1,17,17.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
3,1986,1986-09-21,3,23.060,DEN,@,PHI,W 33-7,,1,9,9.00,0,,,1,1,1.00,0,0,0,,0,1,1,1.00,0,0,0
4,1986,1986-09-28,4,23.067,DEN,,NWE,W 27-20,,3,71,23.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
5,1986,1986-10-05,5,23.074,DEN,,DAL,W 29-14,,1,50,50.00,0,,,0,0,,0,0,0,,0,1,6,6.00,0,0,0
6,1986,1986-10-12,6,23.081,DEN,@,SDG,W 31-14,,3,49,16.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
7,1986,1986-10-20,7,23.089,DEN,@,NYJ,L 10-22,,1,14,14.00,0,,,1,5,5.00,0,0,0,,0,0,0,,0,0,0
8,1986,1986-10-26,8,23.095,DEN,,SEA,W 20-13,,3,84,28.00,0,,,0,0,,0,1,16,16.00,0,0,0,,0,0,0
9,1986,1986-11-02,9,23.102,DEN,@,RAI,W 21-10,,1,53,53.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
10,1986,1986-11-09,10,23.109,DEN,,SDG,L 3-9,,2,76,38.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
11,1986,1986-11-16,11,23.116,DEN,,KAN,W 38-17,,2,18,9.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
12,1986,1986-11-23,12,23.123,DEN,@,NYG,L 16-19,,3,47,15.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
13,1986,1986-11-30,13,23.130,DEN,,CIN,W 34-28,,4,79,19.75,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
14,1986,1986-12-07,14,23.137,DEN,@,KAN,L 10-37,,4,78,19.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
15,1986,1986-12-13,15,23.143,DEN,,WAS,W 31-30,,4,51,12.75,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
16,1986,1986-12-20,16,23.150,DEN,@,SEA,L 16-41,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
17,1987,1987-09-13,1,24.052,DEN,,SEA,W 40-17,,0,0,,0,,,,,,,,,,,,,,,,
18,1987,1987-09-20,2,24.059,DEN,@,GNB,T 17-17,,3,39,13.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
19,1987,1987-10-26,6,24.095,DEN,@,MIN,L 27-34,,5,52,10.40,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
20,1987,1987-11-01,7,24.101,DEN,,DET,W 34-0,,2,35,17.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
21,1987,1987-11-08,8,24.108,DEN,@,BUF,L 14-21,,0,0,,0,,,,,,,,,,,,,,,,
22,1987,1987-11-16,9,24.116,DEN,,CHI,W 31-29,,3,53,17.67,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
23,1987,1987-11-22,10,24.122,DEN,@,RAI,W 23-17,,3,32,10.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
24,1987,1987-11-29,11,24.129,DEN,@,SDG,W 31-17,,2,56,28.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
25,1987,1987-12-06,12,24.136,DEN,,NWE,W 31-20,,4,67,16.75,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
26,1987,1987-12-13,13,24.143,DEN,@,SEA,L 21-28,,3,85,28.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
27,1987,1987-12-19,14,24.149,DEN,,KAN,W 20-17,,1,17,17.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1987,1987-12-27,15,24.157,DEN,,SDG,W 24-0,,0,0,,0,,,,,,,,,,,,,,,,
29,1988,1988-09-04,1,25.043,DEN,,SEA,L 14-21,,4,58,14.50,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
30,1988,1988-09-11,2,25.050,DEN,,SDG,W 34-3,,2,78,39.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
31,1988,1988-10-16,7,25.085,DEN,,ATL,W 30-14,,1,14,14.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
32,1988,1988-10-23,8,25.092,DEN,@,PIT,L 21-39,,2,37,18.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
33,1988,1988-10-31,9,25.100,DEN,@,IND,L 23-55,,2,52,26.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
34,1988,1988-11-06,10,25.106,DEN,,KAN,W 17-11,,3,42,14.00,0,,,1,5,5.00,0,0,0,,0,0,0,,0,0,0
35,1988,1988-11-13,11,25.113,DEN,,CLE,W 30-7,,2,31,15.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
36,1988,1988-11-20,12,25.120,DEN,@,NOR,L 0-42,,5,51,10.20,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
37,1988,1988-11-27,13,25.127,DEN,,RAM,W 35-24,,6,140,23.33,2,,,0,0,,0,0,0,,0,0,0,,0,2,12
