ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,24.017,CIN,,DEN,L 10-30,,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,0.0,,
2,2003,2003-09-14,2,24.024,CIN,@,OAK,L 20-23,,2,,,,,0.0%,,,,,,,,,,
3,2003,2003-09-21,3,24.031,CIN,,PIT,L 10-17,,,,,,,0.0%,,,,,,,,,,
4,2003,2003-09-28,4,24.038,CIN,@,CLE,W 21-14,,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,,
5,2003,2003-10-05,5,24.045,CIN,@,BUF,L 16-22,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,0.0,,
6,2003,2003-10-19,6,24.059,CIN,,BAL,W 34-26,,2,,,,,0.0%,,,,,,,,,,
7,2003,2003-10-26,7,24.066,CIN,,SEA,W 27-24,,4,3,42,14.00,1,75.0%,10.50,0,0,,0,1,6,0.0,,
8,2003,2003-11-02,8,24.073,CIN,@,ARI,L 14-17,,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,0.0,,
9,2003,2003-11-09,9,24.080,CIN,,HOU,W 34-27,,2,,,,,0.0%,,,,,,,,,,
10,2003,2003-11-16,10,24.087,CIN,,KAN,W 24-19,,2,,,,,0.0%,,,,,,,,,,
11,2003,2003-11-23,11,24.094,CIN,@,SDG,W 34-27,*,6,5,61,12.20,1,83.3%,10.17,0,0,,0,1,6,0.0,,
12,2003,2003-11-30,12,24.101,CIN,@,PIT,W 24-20,,2,1,51,51.00,1,50.0%,25.50,0,0,,0,1,6,0.0,,
13,2003,2003-12-07,13,24.108,CIN,@,BAL,L 13-31,*,2,1,34,34.00,0,50.0%,17.00,0,0,,0,0,0,0.0,,
14,2003,2003-12-14,14,24.115,CIN,,SFO,W 41-38,*,2,,,,,0.0%,,,,,,,,,,
15,2003,2003-12-21,15,24.122,CIN,@,STL,L 10-27,,6,3,26,8.67,1,50.0%,4.33,1,5,5.00,0,1,6,0.0,,
16,2003,2003-12-28,16,24.129,CIN,,CLE,L 14-22,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,0.0,,
17,2004,2004-09-12,1,25.022,CIN,@,NYJ,L 24-31,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,,
18,2004,2004-09-19,2,25.029,CIN,,MIA,W 16-13,,,,,,,0.0%,,,,,,,,,,
19,2004,2004-09-26,3,25.036,CIN,,BAL,L 9-23,,9,5,58,11.60,0,55.6%,6.44,1,-1,-1.00,0,0,0,0.0,,
20,2004,2004-10-03,4,25.043,CIN,@,PIT,L 17-28,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,,
21,2004,2004-10-17,5,25.057,CIN,@,CLE,L 17-34,,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,0.0,,
22,2004,2004-10-25,6,25.065,CIN,,DEN,W 23-10,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,0.0,,
23,2004,2004-10-31,7,25.071,CIN,@,TEN,L 20-27,,4,3,55,18.33,0,75.0%,13.75,0,0,,0,0,0,0.0,,
