ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-10,2,22.239,PIT,@,HOU,W 34-17,,,,,
2,1995,1995-10-29,8,22.288,PIT,,JAX,W 24-7,,,,,
3,1995,1995-11-05,9,22.295,PIT,@,CHI,W 37-34,,,,,
4,1995,1995-11-13,10,22.303,PIT,,CLE,W 20-3,,,,,
5,1995,1995-11-19,11,22.309,PIT,@,CIN,W 49-31,,,,,
6,1995,1995-11-26,12,22.316,PIT,@,CLE,W 20-17,,,,,
7,1995,1995-12-03,13,22.323,PIT,,HOU,W 21-7,,,,,
8,1995,1995-12-10,14,22.330,PIT,@,OAK,W 29-10,,,,,
9,1995,1995-12-16,15,22.336,PIT,,NWE,W 41-27,,,,,
10,1995,1995-12-24,16,22.344,PIT,@,GNB,L 19-24,,,,,
11,1996,1996-09-01,1,23.231,PIT,@,JAX,L 9-24,,,,,
12,1996,1996-09-08,2,23.238,NYJ,,IND,L 7-21,,,,,
13,1996,1996-09-16,3,23.246,PIT,,BUF,W 24-6,,,,,
14,1996,1996-09-29,4,23.259,PIT,,HOU,W 30-16,,,,,
15,1996,1996-10-07,5,23.267,PIT,@,KAN,W 17-7,,,,,
16,1996,1996-10-13,6,23.273,PIT,,CIN,W 20-10,,,,,
17,1996,1996-10-20,7,23.280,PIT,@,HOU,L 13-23,,,,,
18,1996,1996-10-27,8,23.287,PIT,@,ATL,W 20-17,,,,,
19,1996,1996-11-03,9,23.294,PIT,,STL,W 42-6,,,,,
20,1996,1996-11-10,10,23.301,PIT,@,CIN,L 24-34,,,,,
21,1996,1996-11-17,11,23.308,PIT,,JAX,W 28-3,,,,,
22,1996,1996-11-25,12,23.316,PIT,@,MIA,W 24-17,,,,,
23,1996,1996-12-01,13,23.322,BUF,@,IND,L 10-13,,,,,
24,1996,1996-12-08,14,23.329,PIT,,SDG,W 16-3,,,,,
25,1996,1996-12-15,15,23.336,PIT,,SFO,L 15-25,,,,,
26,1996,1996-12-22,16,23.343,PIT,@,CAR,L 14-18,,,,,
27,1997,1997-08-31,1,24.229,PIT,,DAL,L 7-37,,,,,
28,1997,1997-09-07,2,24.236,PIT,,WAS,W 14-13,,,,,
29,1997,1997-09-22,3,24.251,PIT,@,JAX,L 21-30,,,,,
30,1997,1997-09-28,4,24.257,PIT,,TEN,W 37-24,,,,,
31,1997,1997-10-05,6,24.264,NYJ,@,IND,W 16-12,,,,,
32,1997,1997-10-12,6,24.271,PIT,,IND,W 24-22,,,,,
33,1997,1997-11-30,13,24.320,PIT,@,ARI,W 26-20,,,,,
34,1997,1997-12-07,14,24.327,PIT,,DEN,W 35-24,,,,,
35,1997,1997-12-13,15,24.333,PIT,@,NWE,W 24-21,,,,,
36,1997,1997-12-21,16,24.341,PIT,@,TEN,L 6-16,,,,,
37,1998,1998-09-13,2,25.242,PIT,,CHI,W 17-12,,,,,
38,1998,1998-09-20,3,25.249,PIT,@,MIA,L 0-21,,,,,
39,1998,1998-09-27,4,25.256,PIT,,SEA,W 13-10,,,,,
40,1998,1998-10-11,5,25.270,PIT,@,CIN,L 20-25,,,,,
41,1998,1998-10-26,7,25.285,PIT,@,KAN,W 20-13,,,,,
42,1998,1998-11-01,8,25.291,PIT,,TEN,L 31-41,,1.0,0,0,0
43,1998,1998-11-09,9,25.299,PIT,,GNB,W 27-20,,,,,
44,1998,1998-11-15,10,25.305,PIT,@,TEN,L 14-23,,0.0,1,2,0
45,1998,1998-11-22,11,25.312,PIT,,JAX,W 30-15,,,,,
46,1998,1998-11-26,12,25.316,PIT,@,DET,L 16-19,,,,,
47,1998,1998-12-06,13,25.326,PIT,,NWE,L 9-23,,,,,
48,1998,1998-12-13,14,25.333,PIT,@,TAM,L 3-16,,,,,
49,1998,1998-12-20,15,25.340,PIT,,CIN,L 24-25,,,,,
50,1998,1998-12-28,16,25.348,PIT,@,JAX,L 3-21,,,,,
51,1999,1999-09-12,1,26.241,PIT,@,CLE,W 43-0,*,,,,
52,1999,1999-09-19,2,26.248,PIT,@,BAL,W 23-20,*,,,,
53,1999,1999-10-03,4,26.262,PIT,,JAX,L 3-17,*,,,,
54,1999,1999-10-10,5,26.269,PIT,@,BUF,L 21-24,*,1.0,0,0,0
55,1999,1999-10-17,6,26.276,PIT,@,CIN,W 17-3,*,,,,
56,1999,1999-10-25,7,26.284,PIT,,ATL,W 13-9,*,,,,
57,1999,1999-11-07,8,26.297,PIT,@,SFO,W 27-6,*,,,,
58,1999,1999-11-14,9,26.304,PIT,,CLE,L 15-16,*,1.0,0,0,0
59,1999,1999-11-21,10,26.311,PIT,@,TEN,L 10-16,*,,,,
60,1999,1999-11-28,11,26.318,PIT,,CIN,L 20-27,*,1.0,0,0,0
61,1999,1999-12-02,12,26.322,PIT,@,JAX,L 6-20,*,,,,
62,1999,1999-12-12,13,26.332,PIT,,BAL,L 24-31,*,1.0,0,0,0
63,1999,1999-12-18,14,26.338,PIT,@,KAN,L 19-35,*,,,,
64,1999,1999-12-26,15,26.346,PIT,,CAR,W 30-20,*,,,,
65,1999,2000-01-02,16,26.353,PIT,,TEN,L 36-47,*,1.0,0,0,0
66,2000,2000-09-03,1,27.233,PIT,,BAL,L 0-16,,,,,
67,2000,2000-09-24,3,27.254,PIT,,TEN,L 20-23,*,,,,
68,2000,2000-10-01,4,27.261,PIT,@,JAX,W 24-13,,0.0,1,0,0
69,2000,2000-10-08,5,27.268,PIT,@,NYJ,W 20-3,,,,,
70,2000,2000-10-15,6,27.275,PIT,,CIN,W 15-0,*,,,,
71,2000,2000-10-22,7,27.282,PIT,,CLE,W 22-0,,,,,
72,2000,2000-10-29,8,27.289,PIT,@,BAL,W 9-6,*,,,,
73,2000,2000-11-05,9,27.296,PIT,@,TEN,L 7-9,,,,,
74,2000,2000-11-12,10,27.303,PIT,,PHI,L 23-26,,,,,
75,2000,2000-11-19,11,27.310,PIT,,JAX,L 24-34,*,1.0,0,0,0
76,2000,2000-11-26,12,27.317,PIT,@,CIN,W 48-28,*,,,,
77,2000,2000-12-03,13,27.324,PIT,,OAK,W 21-20,*,,,,
78,2000,2000-12-10,14,27.331,PIT,@,NYG,L 10-30,,,,,
79,2000,2000-12-16,15,27.337,PIT,,WAS,W 24-3,*,,,,
80,2001,2001-09-09,1,28.238,PIT,@,JAX,L 3-21,,,,,
81,2001,2001-09-30,2,28.259,PIT,@,BUF,W 20-3,*,,,,
82,2001,2001-10-14,4,28.273,PIT,@,KAN,W 20-17,*,,,,
83,2001,2001-10-21,5,28.280,PIT,@,TAM,W 17-10,*,,,,
84,2001,2001-10-29,6,28.288,PIT,,TEN,W 34-7,*,,,,
85,2001,2001-11-04,7,28.294,PIT,,BAL,L 10-13,*,,,,
86,2001,2001-11-11,8,28.301,PIT,@,CLE,W 15-12,*,,,,
87,2001,2001-11-18,9,28.308,PIT,,JAX,W 20-7,*,,,,
88,2001,2001-11-25,10,28.315,PIT,@,TEN,W 34-24,*,,,,
89,2001,2001-12-02,11,28.322,PIT,,MIN,W 21-16,*,,,,
90,2001,2001-12-09,12,28.329,PIT,,NYJ,W 18-7,*,,,,
91,2001,2001-12-16,13,28.336,PIT,@,BAL,W 26-21,*,,,,
92,2001,2001-12-23,14,28.343,PIT,,DET,W 47-14,*,1.0,0,0,0
93,2001,2001-12-30,15,28.350,PIT,@,CIN,L 23-26,*,,,,
94,2001,2002-01-06,16,28.357,PIT,,CLE,W 28-7,*,,,,
95,2002,2002-09-09,1,29.238,PIT,@,NWE,L 14-30,*,,,,
96,2002,2002-09-15,2,29.244,PIT,,OAK,L 17-30,*,,,,
97,2002,2002-09-29,3,29.258,PIT,,CLE,W 16-13,,1.0,0,0,0
98,2002,2002-10-06,4,29.265,PIT,@,NOR,L 29-32,*,,,,
99,2002,2002-10-13,5,29.272,PIT,@,CIN,W 34-7,*,0.0,2,31,0
100,2002,2002-10-21,6,29.280,PIT,,IND,W 28-10,*,,,,
101,2002,2002-10-27,7,29.286,PIT,@,BAL,W 31-18,*,,,,
102,2002,2002-11-03,8,29.293,PIT,@,CLE,W 23-20,*,1.0,0,0,0
103,2002,2002-11-10,9,29.300,PIT,,ATL,T 34-34,*,,,,
104,2002,2002-11-17,10,29.307,PIT,@,TEN,L 23-31,*,,,,
105,2002,2002-11-24,11,29.314,PIT,,CIN,W 29-21,*,,,,
106,2002,2002-12-01,12,29.321,PIT,@,JAX,W 25-23,*,1.0,0,0,0
107,2002,2002-12-08,13,29.328,PIT,,HOU,L 6-24,*,,,,
108,2002,2002-12-15,14,29.335,PIT,,CAR,W 30-14,*,,,,
109,2002,2002-12-23,15,29.343,PIT,@,TAM,W 17-7,*,,,,
110,2002,2002-12-29,16,29.349,PIT,,BAL,W 34-31,*,1.0,0,0,0
