ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-10-08,6,26.176,OAK,,SEA,W 34-14,,0,0,0.0,1,23,0
2,1996,1996-10-21,8,27.189,OAK,@,SDG,W 23-14,,0,0,1.0,0,0,0
3,1997,1997-10-12,6,28.180,STL,@,SFO,L 10-30,,0,0,1.0,0,0,0
4,1997,1997-11-23,12,28.222,STL,,CAR,L 10-16,,0,0,1.0,0,0,0
5,1997,1997-12-20,16,28.249,STL,@,CAR,W 30-18,,0,0,0.0,1,0,0
6,1998,1998-09-06,1,29.144,STL,,NOR,L 17-24,,0,0,1.0,0,0,0
7,1998,1998-09-13,2,29.151,STL,,MIN,L 31-38,,0,0,0.0,1,0,0
8,1998,1998-09-20,3,29.158,STL,@,BUF,W 34-33,,0,0,1.0,0,0,0
9,1998,1998-10-25,7,29.193,STL,,SFO,L 10-28,,0,0,0.0,1,13,0
10,1998,1998-11-08,9,29.207,STL,@,CHI,W 20-12,,0,0,1.0,0,0,0
11,1999,1999-09-12,1,30.150,STL,,BAL,W 27-10,*,,,,,,
12,1999,1999-09-26,2,30.164,STL,,ATL,W 35-7,*,,,,,,
13,1999,1999-10-03,3,30.171,STL,@,CIN,W 38-10,*,,,,,,
14,1999,1999-10-10,4,30.178,STL,,SFO,W 42-20,*,0,0,0.0,1,11,0
15,1999,1999-10-17,5,30.185,STL,@,ATL,W 41-13,*,,,,,,
16,1999,1999-10-24,6,30.192,STL,,CLE,W 34-3,*,,,,,,
17,1999,1999-10-31,7,30.199,STL,@,TEN,L 21-24,*,,,,,,
18,1999,1999-11-07,8,30.206,STL,@,DET,L 27-31,*,,,,,,
19,1999,1999-11-14,9,30.213,STL,,CAR,W 35-10,*,,,,,,
20,1999,1999-11-21,10,30.220,STL,@,SFO,W 23-7,*,1,6,0.0,1,44,1
21,1999,1999-11-28,11,30.227,STL,,NOR,W 43-12,*,,,,,,
22,1999,1999-12-05,12,30.234,STL,@,CAR,W 34-21,*,,,,,,
23,1999,1999-12-12,13,30.241,STL,@,NOR,W 30-14,*,,,,,,
