ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1989,1989-12-18,15,24.347,PHI,@,NOR,L 20-30,,0,0,,0,0,0,,,,,,0,0,,0,3,107,35.67,0
2,1989,1989-12-24,16,24.353,PHI,,PHO,W 31-14,,0,0,,0,0,0,,,,,,0,0,,0,4,149,37.25,0
3,1990,1990-09-24,3,25.262,BUF,@,NYJ,W 30-7,,0,0,,0,0,0,,,,,,0,0,,0,4,131,32.75,0
4,1990,1990-09-30,4,25.268,BUF,,DEN,W 29-28,,0,0,,0,0,0,,,,,,0,0,,0,4,140,35.00,0
5,1990,1990-10-07,5,25.275,BUF,,RAI,W 38-24,,0,0,,0,0,0,,,,,,0,0,,0,3,121,40.33,0
6,1990,1990-10-21,6,25.289,BUF,,NYJ,W 30-27,,0,0,,0,0,0,,,,,,0,0,,0,3,141,47.00,0
7,1990,1990-10-28,7,25.296,BUF,@,NWE,W 27-10,,0,0,,0,0,0,,,,,,0,0,,0,2,67,33.50,0
8,1990,1990-11-04,8,25.303,BUF,@,CLE,W 42-0,,0,0,,0,0,0,,,,,,0,0,,0,3,103,34.33,0
9,1990,1990-11-11,9,25.310,BUF,,PHO,W 45-14,,0,0,,0,0,0,,,,,,0,0,,0,2,87,43.50,0
10,1990,1990-11-18,10,25.317,BUF,,NWE,W 14-0,,0,0,,0,0,0,,,,,,0,0,,0,6,238,39.67,0
11,1990,1990-11-26,11,25.325,BUF,@,HOU,L 24-27,,0,0,,0,0,0,,,,,,0,0,,0,2,69,34.50,0
12,1990,1990-12-02,12,25.331,BUF,,PHI,W 30-23,,0,0,,0,0,0,,,,,,0,0,,0,5,226,45.20,0
13,1990,1990-12-09,13,25.338,BUF,@,IND,W 31-7,,0,0,,0,0,0,,,,,,0,0,,0,4,192,48.00,0
14,1990,1990-12-15,14,25.344,BUF,@,NYG,W 17-13,,0,0,,0,0,0,,,,,,0,0,,0,6,232,38.67,0
15,1990,1990-12-23,15,25.352,BUF,,MIA,W 24-14,,0,0,,0,0,0,,,,,,0,0,,0,4,171,42.75,0
16,1990,1990-12-30,16,25.359,BUF,@,WAS,L 14-29,,0,0,,0,0,0,,,,,,0,0,,0,5,189,37.80,0
17,1991,1991-10-13,7,26.281,SEA,,RAI,L 20-23,,0,0,,0,0,0,,,,,,0,0,,0,5,229,45.80,0
18,1991,1991-10-20,8,26.288,SEA,@,PIT,W 27-7,,0,0,,0,0,0,,,,,,0,0,,0,6,275,45.83,0
19,1991,1991-10-27,9,26.295,SEA,,SDG,W 20-9,,0,0,,0,0,0,,,,,,0,0,,0,4,162,40.50,0
20,1991,1991-11-10,10,26.309,SEA,@,SDG,L 14-17,,0,0,,0,0,0,,,,,,0,0,,0,7,275,39.29,0
21,1991,1991-11-17,11,26.316,SEA,@,RAI,L 7-31,,0,0,,0,0,0,,,,,,0,0,,0,5,208,41.60,0
22,1991,1991-11-24,12,26.323,SEA,,DEN,W 13-10,,0,0,,0,0,0,,,,,,0,0,,0,4,162,40.50,0
23,1991,1991-12-01,13,26.330,SEA,,KAN,L 6-19,,0,0,,0,0,0,,,,,,0,0,,0,3,137,45.67,0
24,1991,1991-12-08,14,26.337,SEA,,SFO,L 22-24,,0,0,,0,0,0,,,,,,0,0,,0,6,246,41.00,0
25,1991,1991-12-15,15,26.344,SEA,@,ATL,L 13-26,,0,0,,0,0,0,,,,,,0,0,,0,4,179,44.75,0
26,1991,1991-12-22,16,26.351,SEA,,RAM,W 23-9,,0,0,,0,0,0,,,,,,0,0,,0,5,233,46.60,0
