ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2000,2000-09-17,3,23.037,DEN,@,OAK,W 33-24,,,,,,,0.0%,,,,,,
2,2000,2000-09-24,4,23.044,DEN,,KAN,L 22-23,,,,,,,0.0%,,,,,,
3,2000,2000-10-01,5,23.051,DEN,,NWE,L 19-28,,,,,,,0.0%,,,,,,
4,2000,2000-10-08,6,23.058,DEN,@,SDG,W 21-7,,,,,,,0.0%,,,,,,
5,2000,2000-10-15,7,23.065,DEN,,CLE,W 44-10,,,,,,,0.0%,,,,,,
6,2000,2000-10-22,8,23.072,DEN,@,CIN,L 21-31,,,,,,,0.0%,,,,,,
7,2000,2000-11-05,9,23.086,DEN,@,NYJ,W 30-23,,,,,,,0.0%,,,,,,
8,2000,2000-11-13,10,23.094,DEN,,OAK,W 27-24,,,,,,,0.0%,,,,,,
9,2000,2000-11-19,11,23.100,DEN,,SDG,W 38-37,,,,,,,0.0%,,,,,,
10,2000,2000-11-26,12,23.107,DEN,@,SEA,W 38-31,,,,,,,0.0%,,,,,,
11,2000,2000-12-03,13,23.114,DEN,@,NOR,W 38-23,,,,,,,0.0%,,,,,,
12,2000,2000-12-10,14,23.121,DEN,,SEA,W 31-24,,,,,,,0.0%,,,,,,
13,2000,2000-12-17,15,23.128,DEN,@,KAN,L 7-20,,,,,,,0.0%,,,,,,
14,2000,2000-12-23,16,23.134,DEN,,SFO,W 38-9,,,,,,,0.0%,,,,,,
15,2001,2001-09-10,1,24.030,DEN,,NYG,W 31-20,,,,,,,0.0%,,,,,,
16,2001,2001-09-23,2,24.043,DEN,@,ARI,W 38-17,,,,,,,0.0%,,,,,,
17,2001,2001-09-30,3,24.050,DEN,,BAL,L 13-20,,,,,,,0.0%,,,,,,
18,2001,2001-10-07,4,24.057,DEN,,KAN,W 20-6,,,,,,,0.0%,,,,,,
19,2001,2001-10-14,5,24.064,DEN,@,SEA,L 21-34,,,,,,,0.0%,,,,,,
20,2001,2001-10-21,6,24.071,DEN,@,SDG,L 10-27,,0,,,,,0.0%,,,,,,
21,2001,2001-10-28,7,24.078,DEN,,NWE,W 31-20,,,,,,,0.0%,,,,,,
22,2001,2001-11-05,8,24.086,DEN,@,OAK,L 28-38,,,,,,,0.0%,,,,,,
23,2001,2001-11-11,9,24.092,DEN,,SDG,W 26-16,,,,,,,0.0%,,,,,,
24,2001,2001-11-18,10,24.099,DEN,,WAS,L 10-17,,,,,,,0.0%,,,,,,
25,2001,2001-11-22,11,24.103,DEN,@,DAL,W 26-24,,,,,,,0.0%,,,,,,
26,2001,2001-12-02,12,24.113,DEN,@,MIA,L 10-21,,,,,,,0.0%,,,,,,
27,2001,2001-12-09,13,24.120,DEN,,SEA,W 20-7,,,,,,,0.0%,,,,,,
28,2001,2001-12-16,14,24.127,DEN,@,KAN,L 23-26,,,,,,,0.0%,,,,,,
29,2001,2001-12-30,15,24.141,DEN,,OAK,W 23-17,,,,,,,0.0%,,,,,,
30,2001,2002-01-06,16,24.148,DEN,@,IND,L 10-29,,,,,,,0.0%,,,,,,
31,2002,2002-09-30,4,25.050,DEN,@,BAL,L 23-34,,,,,,,0.0%,,,,,,
32,2003,2003-09-07,1,26.027,DEN,@,CIN,W 30-10,,,,,,,0.0%,,,,,,
33,2003,2003-09-14,2,26.034,DEN,@,SDG,W 37-13,,1,1,6,6.00,1,100.0%,6.00,1,6,0.0,,
34,2003,2003-09-22,3,26.042,DEN,,OAK,W 31-10,,0,,,,,0.0%,,,,,,
35,2003,2003-09-28,4,26.048,DEN,,DET,W 20-16,,,,,,,0.0%,,,,,,
36,2003,2003-10-05,5,26.055,DEN,@,KAN,L 23-24,,,,,,,0.0%,,,,,,
37,2003,2003-10-12,6,26.062,DEN,,PIT,W 17-14,,,,,,,0.0%,,,,,,
38,2003,2003-10-19,7,26.069,DEN,@,MIN,L 20-28,,,,,,,0.0%,,,,,,
39,2003,2003-10-26,8,26.076,DEN,@,BAL,L 6-26,,0,,,,,0.0%,,,,,,
40,2003,2003-11-03,9,26.084,DEN,,NWE,L 26-30,,0,,,,,0.0%,,,,,,
41,2003,2003-11-16,10,26.097,DEN,,SDG,W 37-8,,,,,,,0.0%,,,,,,
42,2003,2003-11-23,11,26.104,DEN,,CHI,L 10-19,,,,,,,0.0%,,,,,,
43,2003,2003-11-30,12,26.111,DEN,@,OAK,W 22-8,,,,,,,0.0%,,,,,,
44,2003,2003-12-07,13,26.118,DEN,,KAN,W 45-27,,,,,,,0.0%,,,,,,
45,2003,2003-12-14,14,26.125,DEN,,CLE,W 23-20,,,,,,,0.0%,,,,,,
46,2003,2003-12-21,15,26.132,DEN,@,IND,W 31-17,*,,,,,,0.0%,,,,,,
47,2003,2003-12-28,16,26.139,DEN,@,GNB,L 3-31,*,,,,,,0.0%,,,,,,
48,2004,2004-09-12,1,27.032,DEN,,KAN,W 34-24,,,,,,,0.0%,,,,,,
49,2004,2004-09-19,2,27.039,DEN,@,JAX,L 6-7,,,,,,,0.0%,,,,,,
50,2004,2004-09-26,3,27.046,DEN,,SDG,W 23-13,,,,,,,0.0%,,,,,,
51,2004,2004-10-03,4,27.053,DEN,@,TAM,W 16-13,,,,,,,0.0%,,,,,,
52,2004,2004-10-10,5,27.060,DEN,,CAR,W 20-17,,,,,,,0.0%,,,,,,
