ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,23.308,SDG,,CHI,W 14-3,,,,,,,0.0%,,,,
2,2007,2007-09-16,2,23.315,SDG,@,NWE,L 14-38,,,,,,,0.0%,,,,
3,2007,2007-09-23,3,23.322,SDG,@,GNB,L 24-31,*,,,,,,0.0%,,,,
4,2007,2007-09-30,4,23.329,SDG,,KAN,L 16-30,,,,,,,0.0%,,,,
5,2007,2007-10-07,5,23.336,SDG,@,DEN,W 41-3,,,,,,,0.0%,,,,
6,2007,2007-10-14,6,23.343,SDG,,OAK,W 28-14,,,,,,,0.0%,,,,
7,2007,2007-10-28,7,23.357,SDG,,HOU,W 35-10,,,,,,,0.0%,,,,
8,2007,2007-11-04,8,23.364,SDG,@,MIN,L 17-35,,,,,,,0.0%,,,,
9,2007,2007-11-11,9,24.006,SDG,,IND,W 23-21,,,,,,,0.0%,,,,
10,2007,2007-11-18,10,24.013,SDG,@,JAX,L 17-24,,,,,,,0.0%,,,,
11,2007,2007-11-25,11,24.020,SDG,,BAL,W 32-14,,0,,,,,0.0%,,,,
12,2007,2007-12-02,12,24.027,SDG,@,KAN,W 24-10,*,0,,,,,0.0%,,,,
13,2007,2007-12-09,13,24.034,SDG,@,TEN,W 23-17,*,,,,,,0.0%,,,,
14,2007,2007-12-16,14,24.041,SDG,,DET,W 51-14,*,0,,,,,0.0%,,,,
15,2007,2007-12-24,15,24.049,SDG,,DEN,W 23-3,*,0,,,,,0.0%,,,,
16,2007,2007-12-30,16,24.055,SDG,@,OAK,W 30-17,*,0,,,,,0.0%,,,,
17,2008,2008-09-07,1,24.307,SDG,,CAR,L 24-26,*,,,,,,0.0%,,,,
18,2008,2008-09-14,2,24.314,SDG,@,DEN,L 38-39,*,,,,,,0.0%,,,,
19,2008,2008-09-22,3,24.322,SDG,,NYJ,W 48-29,*,,,,,,0.0%,,,,
20,2008,2008-09-28,4,24.328,SDG,@,OAK,W 28-18,*,,,,,,0.0%,,,,
21,2008,2008-10-05,5,24.335,SDG,@,MIA,L 10-17,*,0,,,,,0.0%,,,,
22,2008,2008-10-12,6,24.342,SDG,,NWE,W 30-10,*,,,,,,0.0%,,,,
23,2008,2008-10-19,7,24.349,SDG,@,BUF,L 14-23,*,0,,,,,0.0%,,,,
24,2008,2008-10-26,8,24.356,SDG,@,NOR,L 32-37,*,0,,,,,0.0%,,,,
25,2008,2008-11-09,9,25.004,SDG,,KAN,W 20-19,*,,,,,,0.0%,,,,
26,2008,2008-11-16,10,25.011,SDG,@,PIT,L 10-11,*,0,,,,,0.0%,,,,
27,2008,2008-11-23,11,25.018,SDG,,IND,L 20-23,*,0,,,,,0.0%,,,,
28,2008,2008-11-30,12,25.025,SDG,,ATL,L 16-22,*,0,,,,,0.0%,,,,
29,2008,2008-12-04,13,25.029,SDG,,OAK,W 34-7,*,,,,,,0.0%,,,,
30,2008,2008-12-14,14,25.039,SDG,@,KAN,W 22-21,*,,0,0,,0,0.0%,,0.0,1,0
31,2008,2008-12-21,15,25.046,SDG,@,TAM,W 41-24,*,0,,,,,0.0%,,,,
32,2008,2008-12-28,16,25.053,SDG,,DEN,W 52-21,*,0,,,,,0.0%,,,,
33,2009,2009-09-14,1,25.313,SDG,@,OAK,W 24-20,*,0,,,,,0.0%,,,,
34,2009,2009-09-20,2,25.319,SDG,,BAL,L 26-31,*,,,,,,0.0%,,,,
35,2009,2009-09-27,3,25.326,SDG,,MIA,W 23-13,*,,0,0,,0,0.0%,,0.0,1,0
36,2009,2009-10-04,4,25.333,SDG,@,PIT,L 28-38,*,,0,0,,0,0.0%,,0.0,1,0
37,2009,2009-10-19,5,25.348,SDG,,DEN,L 23-34,*,,,,,,0.0%,,,,
38,2009,2009-10-25,6,25.354,SDG,@,KAN,W 37-7,*,0,,,,,0.0%,,,,
39,2009,2009-11-01,7,25.361,SDG,,OAK,W 24-16,*,0,,,,,0.0%,,,,
40,2009,2009-11-08,8,26.003,SDG,@,NYG,W 21-20,*,,0,0,,0,0.0%,,0.0,0,0
41,2009,2009-11-15,9,26.010,SDG,,PHI,W 31-23,*,,,,,,0.0%,,,,
42,2009,2009-11-22,10,26.017,SDG,@,DEN,W 32-3,*,,,,,,0.0%,,,,
43,2010,2010-09-13,1,26.312,SDG,@,KAN,L 14-21,*,0,,,,,0.0%,,,,
44,2010,2010-09-19,2,26.318,SDG,,JAX,W 38-13,*,,,,,,0.0%,,,,
45,2010,2010-09-26,3,26.325,SDG,@,SEA,L 20-27,*,0,,,,,0.0%,,,,
46,2010,2010-10-03,4,26.332,SDG,,ARI,W 41-10,*,,,,,,0.0%,,,,
47,2010,2010-10-10,5,26.339,SDG,@,OAK,L 27-35,*,0,,,,,0.0%,,,,
48,2010,2010-10-17,6,26.346,SDG,@,STL,L 17-20,*,,,,,,0.0%,,,,
49,2010,2010-10-24,7,26.353,SDG,,NWE,L 20-23,*,,,,,,0.0%,,,,
50,2010,2010-10-31,8,26.360,SDG,,TEN,W 33-25,*,0,,,,,0.0%,,,,
51,2010,2010-11-07,9,27.002,SDG,@,HOU,W 29-23,*,,,,,,0.0%,,,,
52,2010,2010-11-22,10,27.017,SDG,,DEN,W 35-14,*,0,,,,,0.0%,,,,
53,2010,2010-11-28,11,27.023,SDG,@,IND,W 36-14,*,,,,,,0.0%,,,,
54,2010,2010-12-05,12,27.030,SDG,,OAK,L 13-28,*,,,,,,0.0%,,,,
55,2010,2010-12-12,13,27.037,SDG,,KAN,W 31-0,*,,,,,,0.0%,,,,
56,2010,2010-12-16,14,27.041,SDG,,SFO,W 34-7,*,,,,,,0.0%,,,,
57,2010,2010-12-26,15,27.051,SDG,@,CIN,L 20-34,*,,,,,,0.0%,,,,
58,2010,2011-01-02,16,27.058,SDG,@,DEN,W 33-28,*,0,0,0,,0,0.0%,,0.0,1,0
59,2011,2011-09-11,1,27.310,SDG,,MIN,W 24-17,*,,,,,,0.0%,,,,
