ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-16,1,26.350,PHI,,CLE,L 10-35,17,57,3.35,0,2,14,7.00,0,0,0,,0,0,,,,,,
2,1950,1950-09-24,2,26.358,PHI,@,CRD,W 45-7,14,42,3.00,0,0,0,,0,0,0,,0,0,,,,,,
3,1950,1950-10-07,3,27.006,PHI,,RAM,W 56-20,17,106,6.24,1,1,48,48.00,1,0,0,,0,0,,,,,,
4,1950,1950-10-15,4,27.014,PHI,@,BAL,W 24-14,9,49,5.44,0,0,0,,0,0,0,,0,0,,,,,,
5,1950,1950-10-22,5,27.021,PHI,@,PIT,W 17-10,16,44,2.75,0,0,0,,0,0,0,,0,0,,,,,,
6,1950,1950-10-29,6,27.028,PHI,,WAS,W 35-3,12,95,7.92,0,3,76,25.33,0,0,0,,0,0,,,,,,
7,1950,1950-11-05,7,27.035,PHI,,PIT,L 7-9,7,2,0.29,0,0,0,,0,0,0,,0,0,,,,,,
8,1950,1950-11-12,8,27.042,PHI,@,WAS,W 33-0,13,70,5.38,0,1,13,13.00,1,0,0,,0,0,,,,,,
9,1950,1950-11-19,9,27.049,PHI,,CRD,L 10-14,18,113,6.28,0,0,0,,0,0,0,,0,0,,,,,,
10,1950,1950-11-26,10,27.056,PHI,@,NYG,L 3-7,15,54,3.60,0,0,0,,0,0,0,,0,0,,,,,,
11,1950,1950-12-03,11,27.063,PHI,@,CLE,L 7-13,16,50,3.13,0,1,8,8.00,0,0,0,,0,0,,,,,,
12,1950,1950-12-10,12,27.070,PHI,,NYG,L 7-9,18,51,2.83,0,0,0,,0,0,0,,0,0,,,,,,
13,1951,1951-09-30,1,27.364,PHI,@,CRD,W 17-14,11,25,2.27,0,0,0,,0,0,0,,0,0,,,,,,
14,1951,1951-10-06,2,28.005,PHI,,SFO,W 21-14,7,20,2.86,0,0,0,,0,0,0,,0,0,,,,,,
15,1951,1951-10-14,3,28.013,PHI,@,GNB,L 24-37,5,14,2.80,1,0,0,,0,0,0,,0,0,,,,,,
16,1951,1951-10-21,4,28.020,PHI,@,NYG,L 24-26,3,2,0.67,1,0,0,,0,0,0,,0,0,,,,,,
17,1951,1951-10-28,5,28.027,PHI,,WAS,L 23-27,11,43,3.91,0,1,11,11.00,0,0,0,,0,0,,,,,,
18,1951,1951-11-04,6,28.034,PHI,@,PIT,W 34-13,9,20,2.22,0,0,0,,0,0,0,,0,0,,,,,,
19,1951,1951-11-11,7,28.041,PHI,@,CLE,L 17-20,6,59,9.83,0,2,11,5.50,0,0,0,,0,0,,,,,,
20,1951,1951-11-18,8,28.048,PHI,,DET,L 10-28,6,11,1.83,0,1,3,3.00,0,0,0,,0,0,,,,,,
21,1951,1951-11-25,9,28.055,PHI,,PIT,L 13-17,7,6,0.86,0,0,0,,0,0,0,,0,0,,,,,,
22,1951,1951-12-02,10,28.062,PHI,@,WAS,W 35-21,20,136,6.80,0,1,19,19.00,0,0,0,,0,0,,,,,,
23,1951,1951-12-09,11,28.069,PHI,,NYG,L 7-23,14,58,4.14,0,0,0,,0,0,0,,0,0,,,,,,
24,1951,1951-12-16,12,28.076,PHI,,CLE,L 9-24,14,24,1.71,0,0,0,,0,0,0,,0,0,,,,,,
25,1952,1952-09-28,1,28.363,PHI,@,PIT,W 31-25,11,25,2.27,1,1,4,4.00,1,0,0,,0,0,,,,,,
26,1952,1952-10-04,2,29.003,PHI,,NYG,L 7-31,5,10,2.00,0,0,0,,0,0,0,,0,0,,,,,,
27,1952,1952-10-12,3,29.011,PHI,,PIT,W 26-21,2,10,5.00,0,0,0,,0,0,0,,0,0,,,,,,
28,1952,1952-10-19,4,29.018,PHI,,CLE,L 7-49,1,-5,-5.00,0,1,37,37.00,0,0,0,,0,0,,,,,,
29,1952,1952-11-16,8,29.046,PHI,,CRD,W 10-7,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,
30,1952,1952-11-23,9,29.053,PHI,@,CLE,W 28-20,15,47,3.13,1,0,0,,0,0,0,,0,0,,,,,,
31,1952,1952-11-30,10,29.060,PHI,@,CRD,L 22-28,15,44,2.93,0,0,0,,0,0,0,,0,0,,,,,,
32,1952,1952-12-07,11,29.067,PHI,,DTX,W 38-21,7,19,2.71,0,0,0,,0,0,0,,0,0,,,,,,
33,1952,1952-12-14,12,29.074,PHI,@,WAS,L 21-27,10,21,2.10,0,2,37,18.50,1,0,0,,0,0,,,,,,
34,1953,1953-09-27,1,29.361,PHI,@,SFO,L 21-31,10,51,5.10,0,1,20,20.00,0,0,0,,0,0,,,,,,
35,1953,1953-10-02,2,30.001,PHI,,WAS,T 21-21,17,59,3.47,0,2,31,15.50,0,0,0,,0,0,,,,,,
36,1953,1953-10-10,3,30.009,PHI,@,CLE,L 13-37,9,49,5.44,1,2,27,13.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
37,1953,1953-10-17,4,30.016,PHI,,PIT,W 23-7,11,6,0.55,1,0,0,,0,0,0,,0,0,,,,,,
38,1953,1953-10-25,5,30.024,PHI,@,CRD,W 56-17,9,63,7.00,1,0,0,,0,0,0,,0,0,,,,,,
39,1953,1953-11-01,6,30.031,PHI,@,PIT,W 35-7,7,34,4.86,0,1,43,43.00,0,0,0,,0,0,,,,,,
40,1953,1953-11-08,7,30.038,PHI,,NYG,W 30-7,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,
41,1953,1953-11-15,8,30.045,PHI,,BAL,W 45-14,4,4,1.00,0,0,0,,0,0,0,,0,0,,,,,,
42,1953,1953-11-21,9,30.051,PHI,,CRD,W 38-0,8,35,4.38,1,0,0,,0,0,0,,0,0,,,,,,
43,1953,1953-11-29,10,30.059,PHI,@,NYG,L 28-37,1,2,2.00,1,0,0,,0,0,0,,0,0,,,,,,
44,1953,1953-12-06,11,30.066,PHI,@,WAS,L 0-10,5,9,1.80,0,0,0,,0,0,0,,0,0,,,,,,
45,1953,1953-12-13,12,30.073,PHI,,CLE,W 42-27,1,6,6.00,0,0,0,,0,0,0,,0,0,,,,,,
