ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2001,2001-10-07,4,24.294,DAL,@,OAK,L 21-28,,
2,2001,2001-10-15,5,24.302,DAL,,WAS,W 9-7,,
3,2001,2001-10-28,6,24.315,DAL,,ARI,W 17-3,,
4,2001,2001-11-04,7,24.322,DAL,@,NYG,L 24-27,,1.0
5,2001,2001-11-11,8,24.329,DAL,@,ATL,L 13-20,,
6,2001,2001-11-18,9,24.336,DAL,,PHI,L 3-36,,
7,2001,2001-11-22,10,24.340,DAL,,DEN,L 24-26,,
8,2001,2001-12-02,11,24.350,DAL,@,WAS,W 20-14,,
9,2001,2001-12-09,12,24.357,DAL,,NYG,W 20-13,,
10,2001,2001-12-16,13,24.364,DAL,@,SEA,L 3-29,,1.0
11,2001,2001-12-23,14,25.006,DAL,@,ARI,L 10-17,,1.0
12,2001,2001-12-30,15,25.013,DAL,,SFO,W 27-21,,
13,2001,2002-01-06,16,25.020,DAL,@,DET,L 10-15,,
14,2002,2002-10-28,7,25.315,NYG,@,PHI,L 3-17,,
15,2002,2002-11-03,8,25.321,NYG,,JAX,W 24-17,,
16,2002,2002-11-10,9,25.328,NYG,@,MIN,W 27-20,,
17,2002,2002-11-17,10,25.335,NYG,,WAS,W 19-17,,
18,2002,2002-11-24,11,25.342,NYG,@,HOU,L 14-16,,
19,2002,2002-12-01,12,25.349,NYG,,TEN,L 29-32,,
20,2002,2002-12-08,13,25.356,NYG,@,WAS,W 27-21,,
21,2002,2002-12-15,14,25.363,NYG,,DAL,W 37-7,,2.0
22,2002,2002-12-22,15,26.005,NYG,@,IND,W 44-27,,
23,2002,2002-12-28,16,26.011,NYG,,PHI,W 10-7,,
