ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
85,1987,1987-10-04,3,27.300,STL,@,WAS,L 21-28,,,,,,,,
86,1987,1987-10-11,4,27.307,STL,,NOR,W 24-19,,,,,,,,
87,1987,1987-10-18,5,27.314,STL,@,SFO,L 28-34,,,,,,,,
88,1987,1987-10-25,6,27.321,STL,@,NYG,L 7-30,,,,,,,,
89,1987,1987-11-01,7,27.328,STL,,PHI,L 23-28,,,,,,,,
90,1987,1987-11-22,10,27.349,STL,@,PHI,W 31-19,,,,,,,,
91,1987,1987-11-29,11,27.356,STL,@,ATL,W 34-21,0,0,,0,1.0,0,0,0
92,1987,1987-12-06,12,27.363,STL,,WAS,L 17-34,,,,,,,,
93,1987,1987-12-13,13,28.005,STL,,NYG,W 27-24,,,,,,,,
94,1987,1987-12-20,14,28.012,STL,@,TAM,W 31-14,0,0,,0,1.0,1,25,0
95,1987,1987-12-27,15,28.019,STL,@,DAL,L 16-21,,,,,,,,
96,1988,1988-09-04,1,28.271,PHO,@,CIN,L 14-21,,,,,,,,
97,1988,1988-09-12,2,28.279,PHO,,DAL,L 14-17,,,,,,,,
98,1988,1988-09-18,3,28.285,PHO,@,TAM,W 30-24,,,,,,,,
99,1988,1988-09-25,4,28.292,PHO,,WAS,W 30-21,,,,,,,,
100,1988,1988-10-02,5,28.299,PHO,@,RAM,W 41-27,,,,,,,,
101,1988,1988-10-09,6,28.306,PHO,,PIT,W 31-14,,,,,,,,
102,1988,1988-10-16,7,28.313,PHO,@,WAS,L 17-33,,,,,,,,
103,1988,1988-10-23,8,28.320,PHO,,CLE,L 21-29,0,0,,0,2.0,0,0,0
104,1988,1988-10-30,9,28.327,PHO,@,DAL,W 16-10,,,,,,,,
105,1988,1988-11-06,10,28.334,PHO,,SFO,W 24-23,,,,,,,,
106,1988,1988-11-13,11,28.341,PHO,,NYG,W 24-17,,,,,,,,
107,1988,1988-11-20,12,28.348,PHO,@,HOU,L 20-38,,,,,,,,
108,1988,1988-11-27,13,28.355,PHO,@,PHI,L 21-31,,,,,,,,
109,1988,1988-12-04,14,28.362,PHO,@,NYG,L 7-44,,,,,,,,
110,1988,1988-12-10,15,29.002,PHO,,PHI,L 17-23,,,,,,,,
111,1988,1988-12-18,16,29.010,PHO,,GNB,L 17-26,0,0,,0,0.0,1,2,0
112,1989,1989-09-10,1,29.276,MIA,,BUF,L 24-27,,,,,,,,
113,1989,1989-09-17,2,29.283,MIA,@,NWE,W 24-10,,,,,,,,
114,1989,1989-09-24,3,29.290,MIA,,NYJ,L 33-40,,,,,,,,
115,1989,1989-10-01,4,29.297,MIA,@,HOU,L 7-39,,,,,,,,
116,1989,1989-10-08,5,29.304,MIA,,CLE,W 13-10,,,,,,,,
117,1989,1989-10-15,6,29.311,MIA,@,CIN,W 20-13,,,,,,,,
118,1989,1989-10-22,7,29.318,MIA,,GNB,W 23-20,,,,,,,,
119,1989,1989-10-29,8,29.325,MIA,@,BUF,L 17-31,,,,,,,,
120,1989,1989-11-05,9,29.332,MIA,,IND,W 19-13,,,,,,,,
121,1989,1989-11-12,10,29.339,MIA,@,NYJ,W 31-23,,,,,,,,
122,1989,1989-11-19,11,29.346,MIA,@,DAL,W 17-14,,,,,,,,
123,1989,1989-11-26,12,29.353,MIA,,PIT,L 14-34,,,,,,,,
124,1989,1989-12-03,13,29.360,MIA,@,KAN,L 21-26,,,,,,,,
125,1989,1989-12-10,14,30.002,MIA,,NWE,W 31-10,,,,,,,,
126,1989,1989-12-17,15,30.009,MIA,@,IND,L 13-42,0,0,,0,1.0,0,0,0
127,1989,1989-12-24,16,30.016,MIA,,KAN,L 24-27,,,,,,,,
128,1990,1990-09-09,1,30.275,MIA,@,NWE,W 27-24,,,,,,,,
129,1990,1990-09-16,2,30.282,MIA,,BUF,W 30-7,,,,,,,,
130,1990,1990-09-23,3,30.289,MIA,@,NYG,L 3-20,,,,,,,,
131,1990,1990-09-30,4,30.296,MIA,@,PIT,W 28-6,,,,,,,,
132,1990,1990-10-07,5,30.303,MIA,,NYJ,W 20-16,,,,,,,,
133,1990,1990-10-18,6,30.314,MIA,,NWE,W 17-10,0,0,,0,2.0,0,0,0
134,1990,1990-10-28,7,30.324,MIA,@,IND,W 27-7,,,,,,,,
135,1990,1990-11-04,8,30.331,MIA,,PHO,W 23-3,0,0,,0,2.0,0,0,0
136,1990,1990-11-11,9,30.338,MIA,@,NYJ,W 17-3,0,0,,0,1.0,0,0,0
137,1990,1990-11-19,10,30.346,MIA,,RAI,L 10-13,,,,,,,,
138,1990,1990-11-25,11,30.352,MIA,@,CLE,W 30-13,,,,,,,,
139,1990,1990-12-02,12,30.359,MIA,@,WAS,L 20-42,,,,,,,,
140,1990,1990-12-09,13,31.001,MIA,,PHI,W 23-20,,,,,,,,
141,1990,1990-12-16,14,31.008,MIA,,SEA,W 24-17,0,0,,0,1.0,0,0,0
142,1990,1990-12-23,15,31.015,MIA,@,BUF,L 14-24,,,,,,,,
143,1990,1990-12-30,16,31.022,MIA,,IND,W 23-17,,,,,,,,
144,1991,1991-09-01,1,31.267,MIA,@,BUF,L 31-35,0,0,,0,,,,
145,1991,1991-09-08,2,31.274,MIA,,IND,W 17-6,0,0,,0,,,,
146,1991,1991-09-15,3,31.281,MIA,@,DET,L 13-17,0,0,,0,,,,
147,1991,1991-09-22,4,31.288,MIA,,GNB,W 16-13,0,0,,0,,,,
148,1991,1991-09-29,5,31.295,MIA,@,NYJ,L 23-41,0,0,,0,,,,
149,1991,1991-10-06,6,31.302,MIA,@,NWE,W 20-10,1,0,0.00,0,4.0,0,0,0
150,1991,1991-10-13,7,31.309,MIA,@,KAN,L 7-42,0,0,,0,,,,
151,1991,1991-10-20,8,31.316,MIA,,HOU,L 13-17,0,0,,0,,,,
152,1991,1991-11-03,9,31.330,MIA,@,IND,W 10-6,0,0,,0,,,,
153,1991,1991-11-10,10,31.337,MIA,,NWE,W 30-20,0,0,,0,1.0,0,0,0
154,1991,1991-11-18,11,31.345,MIA,,BUF,L 27-41,0,0,,0,,,,
155,1991,1991-11-24,12,31.351,MIA,@,CHI,W 16-13,0,0,,0,,,,
156,1991,1991-12-01,13,31.358,MIA,,TAM,W 33-14,0,0,,0,,,,
157,1991,1991-12-09,14,32.001,MIA,,CIN,W 37-13,0,0,,0,,,,
158,1991,1991-12-15,15,32.007,MIA,@,SDG,L 30-38,0,0,,0,,,,
159,1991,1991-12-22,16,32.014,MIA,,NYJ,L 20-23,0,0,,0,,,,
160,1992,1992-11-01,8,32.329,TAM,@,NOR,L 21-23,,,,,,,,
161,1992,1992-11-08,9,32.336,TAM,,MIN,L 7-35,,,,,,,,
162,1992,1992-11-30,12,32.358,SEA,,DEN,W 16-13,,,,,,,,
163,1992,1992-12-06,13,32.364,SEA,@,PIT,L 14-20,,,,,,,,
164,1992,1992-12-13,14,33.005,SEA,,PHI,L 17-20,,,,,,,,
165,1992,1992-12-20,15,33.012,SEA,@,DEN,L 6-10,,,,,,,,
166,1992,1992-12-27,16,33.019,SEA,,SDG,L 14-31,,,,,,,,
167,1993,1993-09-05,1,33.271,SEA,@,SDG,L 12-18,,,,,,,,
168,1993,1993-09-19,3,33.285,SEA,@,NWE,W 17-14,,,,,,,,
169,1993,1993-09-26,4,33.292,SEA,@,CIN,W 19-10,,,,,,,,
170,1993,1993-10-03,5,33.299,SEA,,SDG,W 31-14,,,,,,,,
