ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,21.272,STL,,MIA,L 7-20,,,,,,,,
2,1981,1981-09-13,2,21.279,STL,@,DAL,L 17-30,,,,,,,,
3,1981,1981-09-20,3,21.286,STL,,WAS,W 40-30,,,,,,,,
4,1981,1981-09-27,4,21.293,STL,@,TAM,L 10-20,,,,,,,,
5,1981,1981-10-04,5,21.300,STL,,DAL,W 20-17,,,,,,,,
6,1981,1981-10-11,6,21.307,STL,@,NYG,L 14-34,,,,,,,,
7,1981,1981-10-18,7,21.314,STL,@,ATL,L 20-41,,,,,,,,
8,1981,1981-10-25,8,21.321,STL,,MIN,W 30-17,,,,,,,,
9,1981,1981-11-01,9,21.328,STL,@,WAS,L 21-42,,,,,,,,
10,1981,1981-11-08,10,21.335,STL,,PHI,L 10-52,,,,,,,,
11,1981,1981-11-15,11,21.342,STL,,BUF,W 24-0,,,,,,,,
12,1981,1981-11-22,12,21.349,STL,@,BAL,W 35-24,0,0,,0,0.0,1,5,0
13,1981,1981-11-29,13,21.356,STL,@,NWE,W 27-20,,,,,,,,
14,1981,1981-12-06,14,21.363,STL,,NOR,W 30-3,,,,,,,,
15,1981,1981-12-13,15,22.005,STL,,NYG,L 10-20,,,,,,,,
16,1981,1981-12-20,16,22.012,STL,@,PHI,L 0-38,,,,,,,,
17,1982,1982-09-12,1,22.278,STL,@,NOR,W 21-7,,,,,,,,
18,1982,1982-09-19,2,22.285,STL,,DAL,L 7-24,,,,,,,,
19,1982,1982-11-21,3,22.348,STL,,SFO,L 20-31,,,,,,,,
20,1982,1982-11-28,4,22.355,STL,@,ATL,W 23-20,,,,,,,,
21,1982,1982-12-05,5,22.362,STL,@,PHI,W 23-20,,,,,,,,
22,1982,1982-12-12,6,23.004,STL,,WAS,L 7-12,,,,,,,,
23,1982,1982-12-19,7,23.011,STL,@,CHI,W 10-7,,,,,,,,
24,1982,1982-12-26,8,23.018,STL,,NYG,W 24-21,,,,,,,,
25,1982,1983-01-02,9,23.025,STL,@,WAS,L 0-28,0,0,,0,1.5,0,0,0
26,1983,1983-10-02,5,23.298,STL,@,KAN,L 14-38,0,0,,0,0.0,1,19,0
27,1983,1983-10-09,6,23.305,STL,,WAS,L 14-38,,,,,,,,
28,1983,1983-10-16,7,23.312,STL,@,TAM,W 34-27,,,,,,,,
29,1983,1983-10-24,8,23.320,STL,,NYG,T 20-20,0,0,,0,1.0,0,0,0
30,1983,1983-10-30,9,23.326,STL,,MIN,W 41-31,,,,,,,,
31,1983,1983-11-06,10,23.333,STL,@,WAS,L 7-45,,,,,,,,
32,1983,1983-11-13,11,23.340,STL,,SEA,W 33-28,0,0,,0,1.5,0,0,0
33,1983,1983-11-20,12,23.347,STL,,SDG,W 44-14,0,0,,0,0.0,1,8,0
34,1983,1983-11-24,13,23.351,STL,@,DAL,L 17-35,,,,,,,,
35,1983,1983-12-04,14,23.361,STL,@,NYG,W 10-6,0,0,,0,3.0,0,0,0
36,1983,1983-12-11,15,24.003,STL,@,RAI,W 34-24,0,0,,0,1.0,0,0,0
37,1983,1983-12-18,16,24.010,STL,,PHI,W 31-7,0,0,,0,1.0,1,0,0
38,1984,1984-09-02,1,24.269,STL,@,GNB,L 23-24,0,0,,0,1.0,0,0,0
39,1984,1984-09-09,2,24.276,STL,,BUF,W 37-7,,,,,,,,
40,1984,1984-09-16,3,24.283,STL,@,IND,W 34-33,,,,,,,,
41,1984,1984-09-23,4,24.290,STL,@,NOR,L 24-34,,,,,,,,
42,1984,1984-09-30,5,24.297,STL,,MIA,L 28-36,,,,,,,,
43,1984,1984-10-07,6,24.304,STL,@,DAL,W 31-20,0,0,,0,0.0,1,18,0
44,1984,1984-10-14,7,24.311,STL,,CHI,W 38-21,,,,,,,,
45,1984,1984-10-21,8,24.318,STL,,WAS,W 26-24,0,0,,0,1.0,0,0,0
46,1984,1984-10-28,9,24.325,STL,@,PHI,W 34-14,,,,,,,,
47,1984,1984-11-04,10,24.332,STL,,RAM,L 13-16,0,0,,0,1.0,0,0,0
48,1984,1984-11-11,11,24.339,STL,,DAL,L 17-24,,,,,,,,
49,1984,1984-11-18,12,24.346,STL,@,NYG,L 10-16,0,0,,0,1.0,0,0,0
50,1984,1984-11-25,13,24.353,STL,,PHI,W 17-16,0,0,,0,1.0,0,0,0
51,1984,1984-12-02,14,24.360,STL,@,NWE,W 33-10,0,0,,0,2.5,0,0,0
52,1984,1984-12-09,15,25.001,STL,,NYG,W 31-21,,,,,,,,
53,1984,1984-12-16,16,25.008,STL,@,WAS,L 27-29,0,0,,0,2.0,0,0,0
54,1985,1985-09-08,1,25.274,STL,@,CLE,W 27-24,0,0,,0,1.0,0,0,0
55,1985,1985-09-15,2,25.281,STL,,CIN,W 41-27,,,,,,,,
56,1985,1985-09-22,3,25.288,STL,@,NYG,L 17-27,,,,,,,,
57,1985,1985-09-29,4,25.295,STL,,GNB,W 43-28,0,0,,0,0.0,1,17,0
58,1985,1985-10-07,5,25.303,STL,@,WAS,L 10-27,,,,,,,,
59,1985,1985-10-13,6,25.309,STL,@,PHI,L 7-30,,,,,,,,
60,1985,1985-10-20,7,25.316,STL,@,PIT,L 10-23,0,0,,0,0.0,1,53,0
61,1985,1985-10-27,8,25.323,STL,,HOU,L 10-20,,,,,,,,
62,1985,1985-11-04,9,25.331,STL,,DAL,W 21-10,,,,,,,,
63,1985,1985-11-10,10,25.337,STL,@,TAM,L 0-16,0,0,,0,0.0,1,0,0
64,1985,1985-11-17,11,25.344,STL,,PHI,L 14-24,0,0,,0,0.0,1,39,0
65,1985,1985-11-24,12,25.351,STL,,NYG,L 3-34,0,0,,0,1.0,0,0,0
66,1985,1985-11-28,13,25.355,STL,@,DAL,L 17-35,0,0,,0,0.0,1,0,0
67,1985,1985-12-08,14,26.000,STL,,NOR,W 28-16,,,,,,,,
68,1985,1985-12-15,15,26.007,STL,@,RAM,L 14-46,,,,,,,,
69,1985,1985-12-21,16,26.013,STL,,WAS,L 16-27,,,,,,,,
70,1986,1986-09-07,1,26.273,STL,,RAM,L 10-16,,,,,,,,
71,1986,1986-09-14,2,26.280,STL,@,ATL,L 13-33,,,,,,,,
72,1986,1986-09-21,3,26.287,STL,@,BUF,L 10-17,,,,,,,,
73,1986,1986-09-29,4,26.295,STL,,DAL,L 7-31,,,,,,,,
74,1986,1986-10-05,5,26.301,STL,,NYG,L 6-13,,,,,,,,
75,1986,1986-10-12,6,26.308,STL,@,TAM,W 30-19,,,,,,,,
76,1986,1986-10-19,7,26.315,STL,@,WAS,L 21-28,,,,,,,,
77,1986,1986-10-26,8,26.322,STL,@,DAL,L 6-37,,,,,,,,
78,1986,1986-11-16,11,26.343,STL,,NOR,L 7-16,,,,,,,,
79,1986,1986-11-30,13,26.357,STL,,WAS,L 17-20,,,,,,,,
80,1986,1986-12-07,14,26.364,STL,@,PHI,T 10-10,,,,,,,,
81,1986,1986-12-14,15,27.006,STL,@,NYG,L 7-27,,,,,,,,
82,1986,1986-12-21,16,27.013,STL,,TAM,W 21-17,,,,,,,,
83,1987,1987-09-13,1,27.279,STL,,DAL,W 24-13,,,,,,,,
84,1987,1987-09-20,2,27.286,STL,@,SDG,L 24-28,,,,,,,,
