ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1968,1968-09-08,1,23.043,BOS,@,BUF,W 16-7,2,15,7.50,0,1,-7,-7.00,0,0,0,,0,0,0
2,1968,1968-09-22,2,23.057,BOS,,NYJ,L 31-47,4,140,35.00,1,0,0,,0,0,0,,0,1,6
3,1968,1968-09-29,3,23.064,BOS,@,DEN,W 20-17,1,9,9.00,0,0,0,,0,0,0,,0,0,0
4,1968,1968-10-06,4,23.071,BOS,@,OAK,L 10-41,1,5,5.00,0,0,0,,0,0,0,,0,0,0
5,1968,1968-10-13,5,23.078,BOS,,HOU,L 0-16,1,15,15.00,0,1,7,7.00,0,0,0,,0,0,0
6,1968,1968-10-27,7,23.092,BOS,@,NYJ,L 14-48,2,15,7.50,0,0,0,,0,0,0,,0,0,0
7,1968,1968-11-03,8,23.099,BOS,,DEN,L 14-35,0,0,,0,1,11,11.00,0,2,49,24.50,0,0,0
8,1968,1968-11-17,10,23.113,BOS,@,KAN,L 17-31,2,12,6.00,1,0,0,,0,0,0,,0,1,6
9,1968,1968-11-24,11,23.120,BOS,,MIA,L 10-34,2,71,35.50,1,1,-3,-3.00,0,2,25,12.50,0,1,6
10,1968,1968-12-15,14,23.141,BOS,@,HOU,L 17-45,4,49,12.25,1,0,0,,0,0,0,,0,1,6
11,1969,1969-09-14,1,24.049,BOS,@,DEN,L 7-35,3,40,13.33,0,0,0,,0,0,0,,0,0,0
12,1969,1969-09-21,2,24.056,BOS,,KAN,L 0-31,1,6,6.00,0,0,0,,0,0,0,,0,0,0
13,1969,1969-10-05,4,24.070,BOS,,NYJ,L 14-23,1,21,21.00,0,0,0,,0,0,0,,0,0,0
14,1969,1969-10-11,5,24.076,BOS,@,BUF,L 16-23,3,41,13.67,0,0,0,,0,0,0,,0,0,0
15,1969,1969-11-09,9,24.105,BOS,,MIA,L 16-17,0,0,,0,0,0,,0,1,12,12.00,0,0,0
16,1969,1969-11-23,11,24.119,BOS,,BUF,W 35-21,0,0,,0,0,0,,0,2,63,31.50,0,0,0
17,1969,1969-11-30,12,24.126,BOS,@,MIA,W 38-23,0,0,,0,0,0,,0,2,29,14.50,0,0,0
18,1969,1969-12-07,13,24.133,BOS,@,SDG,L 18-28,0,0,,0,0,0,,0,1,32,32.00,0,0,0
