ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1987,1987-12-20,14,23.102,PHI,@,NYJ,W 38-27
2,1987,1987-12-27,15,23.109,PHI,,BUF,W 17-7
3,1988,1988-09-04,1,23.361,PHI,@,TAM,W 41-14
4,1988,1988-09-11,2,24.002,PHI,,CIN,L 24-28
5,1988,1988-09-18,3,24.009,PHI,@,WAS,L 10-17
6,1988,1988-09-25,4,24.016,PHI,@,MIN,L 21-23
7,1988,1988-10-02,5,24.023,PHI,,HOU,W 32-23
8,1988,1988-10-10,6,24.031,PHI,,NYG,W 24-13
9,1988,1988-10-16,7,24.037,PHI,@,CLE,L 3-19
10,1988,1988-10-23,8,24.044,PHI,,DAL,W 24-23
11,1988,1988-10-30,9,24.051,PHI,,ATL,L 24-27
12,1988,1988-11-06,10,24.058,PHI,,RAM,W 30-24
13,1988,1988-11-13,11,24.065,PHI,@,PIT,W 27-26
14,1988,1988-11-20,12,24.072,PHI,@,NYG,W 23-17
15,1988,1988-11-27,13,24.079,PHI,,PHO,W 31-21
16,1988,1988-12-04,14,24.086,PHI,,WAS,L 19-20
17,1988,1988-12-10,15,24.092,PHI,@,PHO,W 23-17
18,1988,1988-12-18,16,24.100,PHI,@,DAL,W 23-7
19,1989,1989-09-10,1,25.001,PHI,,SEA,W 31-7
20,1989,1989-09-17,2,25.008,PHI,@,WAS,W 42-37
21,1989,1989-09-24,3,25.015,PHI,,SFO,L 28-38
22,1989,1989-10-02,4,25.023,PHI,@,CHI,L 13-27
23,1989,1989-10-08,5,25.029,PHI,,NYG,W 21-19
24,1989,1989-10-15,6,25.036,PHI,@,PHO,W 17-5
25,1989,1989-10-22,7,25.043,PHI,,RAI,W 10-7
26,1989,1989-10-29,8,25.050,PHI,@,DEN,W 28-24
27,1989,1989-11-05,9,25.057,PHI,@,SDG,L 17-20
28,1989,1989-11-12,10,25.064,PHI,,WAS,L 3-10
29,1989,1989-11-19,11,25.071,PHI,,MIN,W 10-9
30,1989,1989-11-23,12,25.075,PHI,@,DAL,W 27-0
31,1989,1989-12-03,13,25.085,PHI,@,NYG,W 24-17
32,1989,1989-12-10,14,25.092,PHI,,DAL,W 20-10
33,1989,1989-12-18,15,25.100,PHI,@,NOR,L 20-30
34,1989,1989-12-24,16,25.106,PHI,,PHO,W 31-14
35,1990,1990-09-09,1,26.000,PHI,@,NYG,L 20-27
36,1990,1990-09-16,2,26.007,PHI,,PHO,L 21-23
37,1990,1990-09-23,3,26.014,PHI,@,RAM,W 27-21
38,1990,1990-09-30,4,26.021,PHI,,IND,L 23-24
39,1990,1990-10-15,5,26.036,PHI,,MIN,W 32-24
40,1990,1990-10-21,6,26.042,PHI,@,WAS,L 7-13
41,1990,1990-10-28,7,26.049,PHI,@,DAL,W 21-20
42,1990,1990-11-04,8,26.056,PHI,,NWE,W 48-20
43,1990,1990-11-12,9,26.064,PHI,,WAS,W 28-14
44,1990,1990-11-18,10,26.070,PHI,@,ATL,W 24-23
45,1990,1990-11-25,11,26.077,PHI,,NYG,W 31-13
46,1990,1990-12-02,12,26.084,PHI,@,BUF,L 23-30
47,1990,1990-12-09,13,26.091,PHI,@,MIA,L 20-23
48,1990,1990-12-16,14,26.098,PHI,,GNB,W 31-0
49,1990,1990-12-23,15,26.105,PHI,,DAL,W 17-3
50,1990,1990-12-29,16,26.111,PHI,@,PHO,W 23-21
