ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,23.255,CLE,,MIN,L 20-34,,4,5,1.25,0,,3,4,1.33,0,,,0,0,,0,0.0,0,1
2,2009,2009-09-27,3,23.269,CLE,@,BAL,L 3-34,,5,10,2.00,0,,1,1,1.00,0,,,0,0,,0,0.0,0,0
3,2010,2010-09-12,1,24.254,CLE,@,TAM,L 14-17,,,,,,,,,,,0.0%,,,,,,,,
4,2010,2010-09-19,2,24.261,CLE,,KAN,L 14-16,,0,0,,0,0,0,0,,0,0.0%,,1,11,11.00,0,0.0,0,0
5,2010,2010-09-26,3,24.268,CLE,@,BAL,L 17-24,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
6,2010,2010-10-17,6,24.289,CLE,@,PIT,L 10-28,,,,,,,,,,,0.0%,,,,,,,,
7,2010,2010-11-28,11,24.331,WAS,,MIN,L 13-17,,6,11,1.83,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0.0,0,0
8,2010,2010-12-05,12,24.338,WAS,@,NYG,L 7-31,,9,40,4.44,0,3,3,41,13.67,0,100.0%,13.67,0,0,,0,0.0,0,0
9,2010,2010-12-12,13,24.345,WAS,,TAM,L 16-17,,,,,,,,,,,0.0%,,,,,,,,
