ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,22.320,GNB,@,TAM,W 34-3,,,,,,,,,,,
2,1996,1996-09-09,2,22.328,GNB,,PHI,W 39-13,,0,0,,0,0,0,0.5,0,0,0
3,1996,1996-09-29,5,22.348,GNB,@,SEA,W 31-10,,,,,,,,,,,
4,1996,1996-10-06,6,22.355,GNB,@,CHI,W 37-6,,,,,,,,,,,
5,1996,1996-11-03,9,23.017,GNB,,DET,W 28-18,,,,,,,,,,,
6,1996,1996-11-24,12,23.038,GNB,@,STL,W 24-9,,0,0,,0,0,0,0.5,0,0,0
7,1996,1996-12-01,13,23.045,GNB,,CHI,W 28-17,,,,,,,,,,,
8,1996,1996-12-08,14,23.052,GNB,,DEN,W 41-6,,,,,,,,,,,
9,1996,1996-12-15,15,23.059,GNB,@,DET,W 31-3,,,,,,,,,,,
10,1996,1996-12-22,16,23.066,GNB,,MIN,W 38-10,,,,,,,,,,,
11,1997,1997-09-01,1,23.319,GNB,,CHI,W 38-24,,,,,,,,,,,
12,1997,1997-09-07,2,23.325,GNB,@,PHI,L 9-10,,,,,,,,,,,
13,1997,1997-09-14,3,23.332,GNB,,MIA,W 23-18,,,,,,,,,,,
14,1997,1997-09-21,4,23.339,GNB,,MIN,W 38-32,,,,,,,,,,,
15,1997,1997-09-28,5,23.346,GNB,@,DET,L 15-26,,,,,,,,,,,
16,1997,1997-10-05,6,23.353,GNB,,TAM,W 21-16,,,,,,,,,,,
17,1997,1997-10-12,7,23.360,GNB,@,CHI,W 24-23,,,,,,,,,,,
18,1997,1997-10-27,8,24.010,GNB,@,NWE,W 28-10,,,,,,,,,,,
19,1997,1997-11-02,9,24.016,GNB,,DET,W 20-10,,0,0,,0,0,0,1.0,0,0,0
20,1997,1997-11-09,10,24.023,GNB,,STL,W 17-7,,0,0,,0,0,0,0.5,0,0,0
21,1997,1997-11-16,11,24.030,GNB,@,IND,L 38-41,,,,,,,,,,,
22,1997,1997-11-23,12,24.037,GNB,,DAL,W 45-17,,,,,,,,,,,
23,1997,1997-12-01,13,24.045,GNB,@,MIN,W 27-11,,,,,,,,,,,
24,1997,1997-12-07,14,24.051,GNB,@,TAM,W 17-6,,,,,,,,,,,
25,1997,1997-12-14,15,24.058,GNB,@,CAR,W 31-10,,,,,,,,,,,
26,1997,1997-12-20,16,24.064,GNB,,BUF,W 31-21,,,,,,,,,,,
27,1998,1998-09-06,1,24.324,GNB,,DET,W 38-19,,0,0,,0,0,0,1.0,0,0,0
28,1998,1998-09-13,2,24.331,GNB,,TAM,W 23-15,,0,0,,0,0,0,2.0,0,0,0
29,1998,1998-09-20,3,24.338,GNB,@,CIN,W 13-6,,0,0,,0,0,0,1.5,0,0,0
30,1998,1998-09-27,4,24.345,GNB,@,CAR,W 37-30,,,,,,,,,,,
31,1998,1998-10-05,5,24.353,GNB,,MIN,L 24-37,,,,,,,,,,,
32,1998,1998-10-15,6,24.363,GNB,@,DET,L 20-27,,0,0,,0,0,0,0.5,0,0,0
33,1998,1998-11-01,8,25.015,GNB,,SFO,W 36-22,,0,0,,0,0,0,1.0,0,0,0
34,1998,1998-11-09,9,25.023,GNB,@,PIT,L 20-27,,1,17,17.00,0,0,0,0.0,0,0,0
35,1998,1998-11-15,10,25.029,GNB,@,NYG,W 37-3,,,,,,,,,,,
36,1998,1998-11-22,11,25.036,GNB,@,MIN,L 14-28,,,,,,,,,,,
37,1998,1998-11-29,12,25.043,GNB,,PHI,W 24-16,,0,0,,0,0,0,1.0,0,0,0
38,1998,1998-12-07,13,25.051,GNB,@,TAM,L 22-24,,,,,,,,,,,
39,1998,1998-12-13,14,25.057,GNB,,CHI,W 26-20,,0,0,,0,0,0,1.0,0,0,0
40,1998,1998-12-20,15,25.064,GNB,,TEN,W 30-22,,,,,,,,,,,
41,1998,1998-12-27,16,25.071,GNB,@,CHI,W 16-13,,0,0,,0,1,6,0.0,1,33,1
42,1999,1999-09-12,1,25.330,GNB,,OAK,W 28-24,,0,0,,0,0,0,1.0,0,0,0
43,1999,1999-09-19,2,25.337,GNB,@,DET,L 15-23,,0,0,,0,0,0,2.0,0,0,0
44,1999,1999-09-26,3,25.344,GNB,,MIN,W 23-20,,,,,,,,,,,
45,1999,1999-10-10,4,25.358,GNB,,TAM,W 26-23,,0,0,,0,0,0,1.0,0,0,0
46,1999,1999-10-17,5,26.000,GNB,@,DEN,L 10-31,,,,,,,,,,,
47,1999,1999-10-24,6,26.007,GNB,@,SDG,W 31-3,,0,0,,0,0,0,1.0,0,0,0
48,1999,1999-11-01,7,26.015,GNB,,SEA,L 7-27,,,,,,,,,,,
49,1999,1999-11-07,8,26.021,GNB,,CHI,L 13-14,,,,,,,,,,,
50,1999,1999-11-14,9,26.028,GNB,@,DAL,L 13-27,,,,,,,,,,,
51,1999,1999-11-21,10,26.035,GNB,,DET,W 26-17,*,,,,,,,,,,
52,1999,1999-11-29,11,26.043,GNB,@,SFO,W 20-3,*,,,,,,,,,,
53,1999,1999-12-05,12,26.049,GNB,@,CHI,W 35-19,,0,0,,0,0,0,2.0,0,0,0
54,1999,1999-12-12,13,26.056,GNB,,CAR,L 31-33,,,,,,,,,,,
55,1999,1999-12-20,14,26.064,GNB,@,MIN,L 20-24,,0,0,,0,0,0,1.0,0,0,0
56,1999,1999-12-26,15,26.070,GNB,@,TAM,L 10-29,,,,,,,,,,,
57,1999,2000-01-02,16,26.077,GNB,,ARI,W 49-24,,,,,,,,,,,
58,2000,2000-09-03,1,26.322,CLE,,JAX,L 7-27,*,0,0,,0,0,0,1.0,0,0,0
59,2000,2000-09-10,2,26.329,CLE,@,CIN,W 24-7,*,0,0,,0,0,0,3.0,0,0,0
60,2000,2000-09-17,3,26.336,CLE,,PIT,W 23-20,*,,,,,,,,,,
61,2000,2000-09-24,4,26.343,CLE,@,OAK,L 10-36,*,,,,,,,,,,
62,2000,2000-10-01,5,26.350,CLE,,BAL,L 0-12,*,,,,,,,,,,
