ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
34,2013,2013-11-17,10,27.105,DET,@,PIT,L 27-37,,9,49,5.44,1,4,3,48,16.00,0,75.0%,12.00,0,0,,0,,1,6,0.0,0,0
35,2013,2013-11-24,11,27.112,DET,,TAM,L 21-24,,6,15,2.50,0,3,1,0,0.00,0,33.3%,0.00,0,0,,0,,0,0,0.0,1,0
36,2013,2013-11-28,12,27.116,DET,,GNB,W 40-10,,19,94,4.95,1,4,3,34,11.33,0,75.0%,8.50,0,0,,0,,1,6,0.0,0,0
37,2013,2013-12-08,13,27.126,DET,@,PHI,L 20-34,*,23,69,3.00,1,7,4,58,14.50,0,57.1%,8.29,0,0,,0,1,1,8,0.0,1,0
38,2013,2013-12-16,14,27.134,DET,,BAL,L 16-18,,9,24,2.67,0,2,1,23,23.00,0,50.0%,11.50,0,0,,0,,0,0,0.0,1,0
39,2013,2013-12-22,15,27.140,DET,,NYG,L 20-23,,20,91,4.55,1,10,10,63,6.30,0,100.0%,6.30,1,4,4.00,0,,1,6,0.0,0,0
40,2013,2013-12-29,16,27.147,DET,@,MIN,L 13-14,,8,31,3.88,0,4,4,25,6.25,0,100.0%,6.25,0,0,,0,,0,0,0.0,0,0
41,2014,2014-09-08,1,28.035,DET,,NYG,W 35-14,,15,51,3.40,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,1,6,0.0,0,0
42,2014,2014-09-14,2,28.041,DET,@,CAR,L 7-24,,10,36,3.60,0,11,6,61,10.17,0,54.5%,5.55,0,0,,0,,0,0,0.0,0,0
43,2014,2014-09-21,3,28.048,DET,,GNB,W 19-7,,15,33,2.20,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
44,2014,2014-09-28,4,28.055,DET,@,NYJ,W 24-17,,8,32,4.00,0,4,2,7,3.50,0,50.0%,1.75,0,0,,0,,0,0,0.0,0,0
45,2014,2014-10-12,6,28.069,DET,@,MIN,W 17-3,*,18,74,4.11,1,3,2,23,11.50,0,66.7%,7.67,0,0,,0,,1,6,0.0,0,0
46,2014,2014-10-19,7,28.076,DET,,NOR,W 24-23,,18,48,2.67,1,5,2,19,9.50,0,40.0%,3.80,0,0,,0,,1,6,0.0,0,0
47,2014,2014-10-26,8,28.083,DET,@,ATL,W 22-21,*,14,39,2.79,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,,0,0,0.0,0,0
48,2014,2014-11-09,9,28.097,DET,,MIA,W 20-16,,10,44,4.40,0,3,2,37,18.50,0,66.7%,12.33,0,0,,0,,0,0,0.0,0,0
49,2014,2014-11-16,10,28.104,DET,@,ARI,L 6-14,*,14,85,6.07,0,5,3,30,10.00,0,60.0%,6.00,0,0,,0,,0,0,0.0,0,0
50,2014,2014-11-23,11,28.111,DET,@,NWE,L 9-34,*,19,48,2.53,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,,0,0,0.0,1,0
51,2014,2014-11-27,12,28.115,DET,,CHI,W 34-17,*,23,91,3.96,2,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,2,12,0.0,0,0
52,2014,2014-12-07,13,28.125,DET,,TAM,W 34-17,*,18,83,4.61,1,5,5,50,10.00,1,100.0%,10.00,0,0,,0,,2,12,0.0,0,0
53,2014,2014-12-14,14,28.132,DET,,MIN,W 16-14,,15,62,4.13,0,6,4,41,10.25,0,66.7%,6.83,0,0,,0,,0,0,0.0,0,0
54,2014,2014-12-21,15,28.139,DET,@,CHI,W 20-14,,13,74,5.69,1,3,2,13,6.50,0,66.7%,4.33,0,0,,0,,1,6,0.0,0,0
55,2014,2014-12-28,16,28.146,DET,@,GNB,L 20-30,,13,60,4.62,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
56,2015,2015-09-13,1,29.040,DET,@,SDG,L 28-33,*,6,14,2.33,0,2,2,27,13.50,0,100.0%,13.50,0,0,,0,,0,0,0.0,0,0
57,2015,2015-09-20,2,29.047,DET,@,MIN,L 16-26,,4,2,0.50,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
58,2015,2015-09-27,3,29.054,DET,,DEN,L 12-24,*,10,6,0.60,1,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,,1,6,0.0,0,0
59,2015,2015-10-25,7,29.082,DET,,MIN,L 19-28,*,3,21,7.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
60,2015,2015-11-01,8,29.089,DET,@,KAN,L 10-45,*,7,56,8.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
61,2015,2015-11-15,9,29.103,DET,@,GNB,W 18-16,*,14,17,1.21,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,,0,0,0.0,0,0
62,2015,2015-11-22,10,29.110,DET,,OAK,W 18-13,,6,22,3.67,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,,0,0,0.0,0,0
63,2015,2015-11-26,11,29.114,DET,,PHI,W 45-14,,7,25,3.57,1,3,2,57,28.50,0,66.7%,19.00,0,0,,0,,1,6,0.0,0,0
64,2015,2015-12-03,12,29.121,DET,,GNB,L 23-27,,8,5,0.63,0,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0
65,2015,2015-12-13,13,29.131,DET,@,STL,L 14-21,,7,50,7.14,0,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0
66,2015,2015-12-21,14,29.139,DET,@,NOR,W 35-27,,8,71,8.88,1,3,2,30,15.00,0,66.7%,10.00,1,11,11.00,0,,1,6,0.0,0,0
67,2015,2015-12-27,15,29.145,DET,,SFO,W 32-17,,7,13,1.86,1,3,2,9,4.50,0,66.7%,3.00,0,0,,0,,1,6,0.0,0,0
68,2015,2016-01-03,16,29.152,DET,@,CHI,W 24-20,,3,9,3.00,0,2,2,49,24.50,0,100.0%,24.50,0,0,,0,,0,0,0.0,0,0
69,2016,2016-10-02,4,30.059,CHI,,DET,W 17-14,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
70,2016,2016-10-09,5,30.066,CHI,@,IND,L 23-29,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
71,2016,2016-10-16,6,30.073,CHI,,JAX,L 16-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
72,2016,2016-10-20,7,30.077,CHI,@,GNB,L 10-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
73,2016,2016-12-11,13,30.129,DET,,CHI,W 20-17,,0,0,,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,,0,0,0.0,0,0
74,2016,2016-12-18,14,30.136,DET,@,NYG,L 6-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
75,2016,2017-01-01,16,30.150,DET,,GNB,L 24-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
