ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-30,4,23.335,SEA,@,SFO,W 23-3,,1,0,0,,0,0.0%,0.00,0,0,,0,1,22,22.00,0,,0,0,0.0,,
2,2007,2007-10-07,5,23.342,SEA,@,PIT,L 0-21,,6,2,38,19.00,0,33.3%,6.33,0,0,,0,3,66,22.00,0,,0,0,0.0,,
3,2007,2007-10-14,6,23.349,SEA,,NOR,L 17-28,,10,4,72,18.00,1,40.0%,7.20,0,0,,0,0,0,,0,,1,6,0.0,,
4,2007,2007-10-21,7,23.356,SEA,,STL,W 33-6,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
5,2007,2007-11-04,8,24.005,SEA,@,CLE,L 30-33,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,,
6,2007,2007-11-12,9,24.013,SEA,,SFO,W 24-0,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,,
7,2007,2007-11-18,10,24.019,SEA,,CHI,W 30-23,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
8,2007,2007-11-25,11,24.026,SEA,@,STL,W 24-19,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
9,2007,2007-12-02,12,24.033,SEA,@,PHI,W 28-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
10,2007,2007-12-09,13,24.040,SEA,,ARI,W 42-21,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,,
11,2007,2007-12-16,14,24.047,SEA,@,CAR,L 10-13,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,,0,0,0.0,,
12,2007,2007-12-23,15,24.054,SEA,,BAL,W 27-6,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,,
13,2007,2007-12-30,16,24.061,SEA,@,ATL,L 41-44,,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,,0,0,0.0,,
14,2009,2009-09-13,1,25.318,SEA,,STL,W 28-0,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
15,2009,2009-09-20,2,25.325,SEA,@,SFO,L 10-23,,,,,,,0.0%,,,,,,,,,,,,,,,
16,2009,2009-09-27,3,25.332,SEA,,CHI,L 19-25,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,1,45,45.00,0,,0,0,0.0,0,1
17,2009,2009-10-04,4,25.339,SEA,@,IND,L 17-34,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,,0,0,0.0,0,0
18,2009,2009-10-11,5,25.346,SEA,,JAX,W 41-0,,0,0,0,,0,0.0%,,0,0,,0,1,25,25.00,0,,0,0,0.0,0,0
19,2009,2009-10-18,6,25.353,SEA,,ARI,L 3-27,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,,0,0,0.0,0,0
20,2009,2009-11-01,7,26.002,SEA,@,DAL,L 17-38,,,,,,,0.0%,,,,,,,,,,,,,,,
21,2009,2009-11-15,9,26.016,SEA,@,ARI,L 20-31,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2009,2009-11-22,10,26.023,SEA,@,MIN,L 9-35,,0,0,0,,0,0.0%,,0,0,,0,2,61,30.50,0,,0,0,0.0,0,0
23,2009,2009-11-29,11,26.030,SEA,@,STL,W 27-17,,0,0,0,,0,0.0%,,0,0,,0,1,25,25.00,0,,0,0,0.0,0,0
24,2009,2009-12-06,12,26.037,SEA,,SFO,W 20-17,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,1,33,33.00,0,,0,0,0.0,0,0
25,2009,2009-12-13,13,26.044,SEA,@,HOU,L 7-34,,0,0,0,,0,0.0%,,0,0,,0,2,42,21.00,0,,0,0,0.0,0,0
26,2009,2009-12-20,14,26.051,SEA,,TAM,L 7-24,,1,0,0,,0,0.0%,0.00,0,0,,0,1,16,16.00,0,,0,0,0.0,0,0
27,2009,2010-01-03,16,26.065,SEA,,TEN,L 13-17,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,1
