ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
15,1991,1991-09-22,4,23.080,SEA,@,KAN,L 13-20,,0,0,,0,,0,0,,0,,,4,89,22.25,0,0,0,,0,0,0
16,1991,1991-09-29,5,23.087,SEA,,IND,W 31-3,,5,13,2.60,0,,0,0,,0,,,1,50,50.00,0,0,0,,0,0,0
17,1991,1991-10-06,6,23.094,SEA,@,CIN,W 13-7,,0,0,,0,,,,,,,,0,0,,0,0,0,,0,,
18,1991,1991-10-13,7,23.101,SEA,,RAI,L 20-23,,0,0,,0,,0,0,,0,,,1,10,10.00,0,0,0,,0,0,0
19,1991,1991-10-20,8,23.108,SEA,@,PIT,W 27-7,,0,0,,0,,,,,,,,0,0,,0,0,0,,0,,
20,1991,1991-10-27,9,23.115,SEA,,SDG,W 20-9,,2,3,1.50,0,,0,0,,0,,,0,0,,0,0,0,,0,0,0
21,1991,1991-11-10,10,23.129,SEA,@,SDG,L 14-17,,0,0,,0,,0,0,,0,,,1,30,30.00,0,0,0,,0,0,0
22,1991,1991-11-17,11,23.136,SEA,@,RAI,L 7-31,,0,0,,0,,0,0,,0,,,1,36,36.00,0,1,18,18.00,0,0,0
23,1991,1991-11-24,12,23.143,SEA,,DEN,W 13-10,,5,34,6.80,0,,0,0,,0,,,2,25,12.50,0,0,0,,0,0,0
24,1991,1991-12-01,13,23.150,SEA,,KAN,L 6-19,,2,3,1.50,0,,0,0,,0,,,1,21,21.00,0,0,0,,0,0,0
25,1991,1991-12-08,14,23.157,SEA,,SFO,L 22-24,,5,10,2.00,0,,0,0,,0,,,1,6,6.00,0,0,0,,0,0,0
26,1991,1991-12-15,15,23.164,SEA,@,ATL,L 13-26,,0,0,,0,,0,0,,0,,,1,25,25.00,0,2,-2,-1.00,0,0,0
27,1991,1991-12-22,16,23.171,SEA,,RAM,W 23-9,,3,6,2.00,0,,0,0,,0,,,3,75,25.00,0,0,0,,0,0,0
28,1994,1994-09-11,2,26.069,SFO,@,KAN,L 17-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
29,1994,1994-09-18,3,26.076,SFO,@,RAM,W 34-19,,2,13,6.50,0,0,0,0,,0,0.0%,,1,19,19.00,0,0,0,,0,0,0
30,1994,1994-09-25,4,26.083,SFO,,NOR,W 24-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,,,,,0,
31,1994,1994-10-02,5,26.090,SFO,,PHI,L 8-40,,2,13,6.50,0,1,0,0,,0,0.0%,0.00,1,15,15.00,0,0,0,,0,0,0
32,1994,1994-10-09,6,26.097,SFO,@,DET,W 27-21,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
33,1994,1994-10-16,7,26.104,SFO,@,ATL,W 42-3,,9,20,2.22,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
34,1994,1994-10-23,8,26.111,SFO,,TAM,W 41-16,,6,11,1.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
35,1994,1994-11-06,9,26.125,SFO,@,WAS,W 37-22,,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
36,1994,1994-11-13,10,26.132,SFO,,DAL,W 21-14,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
37,1994,1994-11-20,11,26.139,SFO,,RAM,W 31-27,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
38,1994,1994-11-28,12,26.147,SFO,@,NOR,W 35-14,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
39,1994,1994-12-04,13,26.153,SFO,,ATL,W 50-14,,4,11,2.75,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0
40,1994,1994-12-11,14,26.160,SFO,@,SDG,W 38-15,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
41,1994,1994-12-17,15,26.166,SFO,,DEN,W 42-19,,5,22,4.40,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0
42,1995,1995-09-03,1,27.061,SFO,@,NOR,W 24-22,,14,49,3.50,0,6,6,37,6.17,0,100.0%,6.17,0,0,,0,0,0,,0,0,0
43,1995,1995-09-10,2,27.068,SFO,,ATL,W 41-10,,14,61,4.36,1,7,6,50,8.33,0,85.7%,7.14,0,0,,0,0,0,,0,1,6
44,1995,1995-09-17,3,27.075,SFO,,NWE,W 28-3,,12,58,4.83,0,9,6,42,7.00,1,66.7%,4.67,0,0,,0,0,0,,0,1,6
45,1995,1995-09-25,4,27.083,SFO,@,DET,L 24-27,,8,18,2.25,1,8,5,41,8.20,0,62.5%,5.13,0,0,,0,0,0,,0,1,6
46,1995,1995-10-01,5,27.089,SFO,,NYG,W 20-6,,9,42,4.67,0,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0
47,1995,1995-10-15,6,27.103,SFO,@,IND,L 17-18,,13,46,3.54,1,7,6,43,7.17,0,85.7%,6.14,0,0,,0,0,0,,0,1,6
48,1995,1995-10-22,7,27.110,SFO,@,STL,W 44-10,,10,31,3.10,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
49,1995,1995-10-29,8,27.117,SFO,,NOR,L 7-11,,10,27,2.70,0,7,5,30,6.00,0,71.4%,4.29,0,0,,0,0,0,,0,0,0
50,1995,1995-11-05,9,27.124,SFO,,CAR,L 7-13,,12,40,3.33,1,7,6,55,9.17,0,85.7%,7.86,0,0,,0,0,0,,0,1,6
51,1995,1995-11-12,10,27.131,SFO,@,DAL,W 38-20,,23,61,2.65,1,3,2,27,13.50,1,66.7%,9.00,0,0,,0,0,0,,0,2,12
52,1995,1995-11-20,11,27.139,SFO,@,MIA,W 44-20,,15,51,3.40,1,9,8,78,9.75,0,88.9%,8.67,0,0,,0,0,0,,0,1,6
53,1995,1995-11-26,12,27.145,SFO,,STL,W 41-13,,11,34,3.09,1,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,0,1,6
54,1995,1995-12-03,13,27.152,SFO,,BUF,W 27-17,,24,88,3.67,1,12,10,86,8.60,0,83.3%,7.17,0,0,,0,0,0,,0,1,6
55,1995,1995-12-10,14,27.159,SFO,@,CAR,W 31-10,,16,34,2.13,1,9,7,42,6.00,1,77.8%,4.67,0,0,,0,0,0,,0,2,12
56,1995,1995-12-18,15,27.167,SFO,,MIN,W 37-30,,12,21,1.75,0,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,0,0
57,1995,1995-12-24,16,27.173,SFO,@,ATL,L 27-28,,15,62,4.13,1,11,9,47,5.22,0,81.8%,4.27,0,0,,0,0,0,,0,1,6
58,1996,1996-09-01,1,28.059,SFO,,NOR,W 27-11,,16,61,3.81,1,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,0,1,6
59,1996,1996-09-08,2,28.066,SFO,,STL,W 34-0,,12,49,4.08,1,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,1,6
60,1996,1996-09-22,3,28.080,SFO,@,CAR,L 7-23,,7,20,2.86,0,7,6,85,14.17,1,85.7%,12.14,0,0,,0,0,0,,0,1,6
61,1996,1996-09-29,4,28.087,SFO,,ATL,W 39-17,,8,18,2.25,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
62,1996,1996-10-14,6,28.102,SFO,@,GNB,L 20-23,,3,4,1.33,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0
63,1996,1996-10-20,7,28.108,SFO,,CIN,W 28-21,,4,-3,-0.75,0,1,0,0,,0,0.0%,0.00,1,25,25.00,0,0,0,,0,0,0
64,1996,1996-10-27,8,28.115,SFO,@,HOU,W 10-9,,2,6,3.00,0,0,0,0,,0,0.0%,,2,38,19.00,0,0,0,,0,0,0
65,1996,1996-11-03,9,28.122,SFO,@,NOR,W 24-17,,1,5,5.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
66,1996,1996-11-10,10,28.129,SFO,,DAL,L 17-20,,0,0,,0,1,0,0,,0,0.0%,0.00,1,26,26.00,0,0,0,,0,0,0
67,1996,1996-11-17,11,28.136,SFO,,BAL,W 38-20,,3,3,1.00,0,0,0,0,,0,0.0%,,2,37,18.50,0,0,0,,0,0,0
68,1996,1996-12-15,15,28.164,SFO,@,PIT,W 25-15,,0,0,,0,0,0,0,,0,0.0%,,2,45,22.50,0,0,0,,0,0,0
69,1996,1996-12-23,16,28.172,SFO,,DET,W 24-14,,14,66,4.71,0,5,4,32,8.00,1,80.0%,6.40,2,58,29.00,0,0,0,,0,1,6
70,1997,1997-08-31,1,29.058,DEN,,KAN,W 19-3,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
71,1997,1997-09-07,2,29.065,DEN,@,SEA,W 35-14,,5,22,4.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
72,1997,1997-09-14,3,29.072,DEN,,STL,W 35-14,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
73,1997,1997-09-21,4,29.079,DEN,,CIN,W 38-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
74,1997,1997-09-28,5,29.086,DEN,@,ATL,W 29-21,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
75,1997,1997-10-06,6,29.094,DEN,,NWE,W 34-13,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
76,1997,1997-10-19,7,29.107,DEN,@,OAK,L 25-28,,0,0,,0,0,0,0,,0,0.0%,,1,7,7.00,0,0,0,,0,0,0
77,1997,1997-10-26,8,29.114,DEN,@,BUF,W 23-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
78,1997,1997-11-02,9,29.121,DEN,,SEA,W 30-27,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
79,1997,1997-11-09,10,29.128,DEN,,CAR,W 34-0,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
80,1997,1997-11-16,11,29.135,DEN,@,KAN,L 22-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
81,1997,1997-11-24,12,29.143,DEN,,OAK,W 31-3,,6,36,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
82,1997,1997-11-30,13,29.149,DEN,@,SDG,W 38-28,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
83,1997,1997-12-07,14,29.156,DEN,@,PIT,L 24-35,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,,,,0,
84,1997,1997-12-15,15,29.164,DEN,@,SFO,L 17-34,,0,0,,0,0,0,0,,0,0.0%,,3,102,34.00,0,0,0,,0,0,0
85,1997,1997-12-21,16,29.170,DEN,,SDG,W 38-3,,14,66,4.71,1,2,2,10,5.00,0,100.0%,5.00,1,27,27.00,0,0,0,,0,1,6
86,1998,1998-09-07,1,30.065,DEN,,NWE,W 27-21,,1,2,2.00,0,0,0,0,,0,0.0%,,3,52,17.33,0,0,0,,0,0,0
87,1998,1998-09-13,2,30.071,DEN,,DAL,W 42-23,,6,15,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
88,1998,1998-09-20,3,30.078,DEN,@,OAK,W 34-17,,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
89,1998,1998-09-27,4,30.085,DEN,@,WAS,W 38-16,,8,22,2.75,1,0,0,0,,0,0.0%,,1,18,18.00,0,0,0,,0,1,6
90,1998,1998-10-04,5,30.092,DEN,,PHI,W 41-16,,8,25,3.13,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
91,1998,1998-10-11,6,30.099,DEN,@,SEA,W 21-16,,,,,,,,,,,0.0%,,,,,,,,,,,
92,1998,1998-10-25,7,30.113,DEN,,JAX,W 37-24,,2,10,5.00,0,0,0,0,,0,0.0%,,1,10,10.00,0,0,0,,0,0,0
93,1998,1998-11-01,8,30.120,DEN,@,CIN,W 33-26,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
94,1998,1998-11-08,9,30.127,DEN,,SDG,W 27-10,,,,,,,,,,,0.0%,,,,,,,,,,,
95,1998,1998-11-16,10,30.135,DEN,@,KAN,W 30-7,,10,40,4.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6
96,1998,1998-11-22,11,30.141,DEN,,OAK,W 40-14,,5,29,5.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
97,1998,1998-11-29,12,30.148,DEN,@,SDG,W 31-16,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
98,1998,1998-12-06,13,30.155,DEN,,KAN,W 35-31,,,,,,,,,,,0.0%,,,,,,,,,,,
99,1998,1998-12-13,14,30.162,DEN,@,NYG,L 16-20,,,,,,,,,,,0.0%,,,,,,,,,,,
100,1998,1998-12-21,15,30.170,DEN,@,MIA,L 21-31,,1,0,0.00,0,1,1,12,12.00,0,100.0%,12.00,1,25,25.00,0,0,0,,0,0,0
101,1998,1998-12-27,16,30.176,DEN,,SEA,W 28-21,,7,9,1.29,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0
102,1999,1999-09-13,1,31.071,DEN,,MIA,L 21-38,,5,48,9.60,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0
103,1999,1999-09-19,2,31.077,DEN,@,KAN,L 10-26,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
104,1999,1999-09-26,3,31.084,DEN,@,TAM,L 10-13,,,,,,,,,,,0.0%,,,,,,,,,,,
105,1999,1999-10-03,4,31.091,DEN,,NYJ,L 13-21,,16,57,3.56,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,0,0
106,1999,1999-10-31,8,31.119,DEN,,MIN,L 20-23,,3,45,15.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6
107,1999,1999-12-05,12,31.154,DEN,,KAN,L 10-16,,1,2,2.00,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0
108,1999,1999-12-13,13,31.162,DEN,@,JAX,L 24-27,,3,9,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
109,1999,1999-12-19,14,31.168,DEN,,SEA,W 36-30,,7,25,3.57,0,3,2,7,3.50,0,66.7%,2.33,1,10,10.00,0,0,0,,0,0,0
110,1999,1999-12-25,15,31.174,DEN,@,DET,W 17-7,,4,17,4.25,0,2,1,-5,-5.00,0,50.0%,-2.50,0,0,,0,0,0,,0,0,0
111,1999,2000-01-02,16,31.182,DEN,,SDG,L 6-12,,1,0,0.00,0,1,1,4,4.00,0,100.0%,4.00,1,12,12.00,0,0,0,,0,0,0
