ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,2001,2001-12-23,14,23.141,KAN,,SDG,W 20-17,,,,,,,,,,,
2,2001,2001-12-30,15,23.148,KAN,@,JAX,W 30-26,,,,,,,,,,,
3,2001,2002-01-06,16,23.155,KAN,@,SEA,L 18-21,,,,,,,,,,,
4,2002,2002-09-08,1,24.035,KAN,@,CLE,W 40-39,,,,,,,,,,,
5,2002,2002-09-15,2,24.042,KAN,,JAX,L 16-23,,,,,,,,,,,
6,2002,2002-09-22,3,24.049,KAN,@,NWE,L 38-41,,,,,,,,,,,
7,2002,2002-09-29,4,24.056,KAN,,MIA,W 48-30,,,,,,,,,,,
8,2002,2002-10-06,5,24.063,KAN,@,NYJ,W 29-25,,,,,,,,,,,
9,2002,2002-10-13,6,24.070,KAN,@,SDG,L 34-35,*,,,,,,,,,,
10,2002,2002-10-20,7,24.077,KAN,,DEN,L 34-37,*,,,,,,,,,,
11,2002,2002-10-27,8,24.084,KAN,,OAK,W 20-10,*,,,,,,,,,,
12,2002,2002-11-10,9,24.098,KAN,@,SFO,L 13-17,*,,,,,,,,,,
13,2002,2002-11-17,10,24.105,KAN,,BUF,W 17-16,*,,,,,,,,,,
14,2002,2002-11-24,11,24.112,KAN,@,SEA,L 32-39,*,0,0,,0,0,0,1.0,0,0,0
15,2002,2002-12-01,12,24.119,KAN,,ARI,W 49-0,*,,,,,,,,,,
16,2002,2002-12-08,13,24.126,KAN,,STL,W 49-10,*,,,,,,,,,,
17,2002,2002-12-15,14,24.133,KAN,@,DEN,L 24-31,*,,,,,,,,,,
18,2002,2002-12-22,15,24.140,KAN,,SDG,W 24-22,*,,,,,,,,,,
19,2002,2002-12-28,16,24.146,KAN,@,OAK,L 0-24,*,0,0,,0,0,0,1.0,0,0,0
20,2003,2003-09-07,1,25.034,KAN,,SDG,W 27-14,,0,0,,0,0,0,0.0,1,0,0
21,2003,2003-09-14,2,25.041,KAN,,PIT,W 41-20,,,,,,,,,,,
22,2003,2003-09-21,3,25.048,KAN,@,HOU,W 42-14,,0,0,,0,1,6,0.0,1,39,1
23,2003,2003-09-28,4,25.055,KAN,@,BAL,W 17-10,,,,,,,,,,,
24,2003,2003-10-05,5,25.062,KAN,,DEN,W 24-23,,,,,,,,,,,
25,2003,2003-10-12,6,25.069,KAN,@,GNB,W 40-34,,,,,,,,,,,
26,2003,2003-10-20,7,25.077,KAN,@,OAK,W 17-10,,,,,,,,,,,
27,2003,2003-10-26,8,25.083,KAN,,BUF,W 38-5,,,,,,,,,,,
28,2003,2003-11-09,9,25.097,KAN,,CLE,W 41-20,,,,,,,,,,,
29,2003,2003-11-16,10,25.104,KAN,@,CIN,L 19-24,,,,,,,,,,,
30,2003,2003-11-23,11,25.111,KAN,,OAK,W 27-24,,,,,,,,,,,
31,2003,2003-11-30,12,25.118,KAN,@,SDG,W 28-24,,,,,,,,,,,
32,2003,2003-12-07,13,25.125,KAN,@,DEN,L 27-45,,,,,,,,,,,
33,2003,2003-12-14,14,25.132,KAN,,DET,W 45-17,,,,,,,,,,,
34,2003,2003-12-20,15,25.138,KAN,@,MIN,L 20-45,,,,,,,,,,,
35,2003,2003-12-28,16,25.146,KAN,,CHI,W 31-3,,,,,,,,,,,
36,2004,2004-09-12,1,26.039,KAN,@,DEN,L 24-34,,,,,,,,,,,
37,2004,2004-09-19,2,26.046,KAN,,CAR,L 17-28,,,,,,,,,,,
38,2004,2004-09-26,3,26.053,KAN,,HOU,L 21-24,,,,,,,,,,,
39,2004,2004-10-04,4,26.061,KAN,@,BAL,W 27-24,,,,,,,,,,,
40,2004,2004-10-17,5,26.074,KAN,@,JAX,L 16-22,,1,0,0.00,0,0,0,0.0,0,0,0
41,2004,2004-10-24,6,26.081,KAN,,ATL,W 56-10,,,,,,,,,,,
42,2004,2004-10-31,7,26.088,KAN,,IND,W 45-35,,,,,,,,,,,
43,2004,2004-11-07,8,26.095,KAN,@,TAM,L 31-34,,,,,,,,,,,
44,2004,2004-11-14,9,26.102,KAN,@,NOR,L 20-27,,,,,,,,,,,
45,2004,2004-11-22,10,26.110,KAN,,NWE,L 19-27,,,,,,,,,,,
46,2004,2004-11-28,11,26.116,KAN,,SDG,L 31-34,*,,,,,,,,,,
47,2004,2004-12-05,12,26.123,KAN,@,OAK,W 34-27,*,,,,,,,,,,
48,2004,2004-12-13,13,26.131,KAN,@,TEN,W 49-38,*,,,,,,,,,,
49,2004,2004-12-19,14,26.137,KAN,,DEN,W 45-17,*,,,,,,,,,,
50,2004,2004-12-25,15,26.143,KAN,,OAK,W 31-30,*,,,,,,,,,,
51,2004,2005-01-02,16,26.151,KAN,@,SDG,L 17-24,*,,,,,,,,,,
