ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
133,2005,2005-11-27,11,30.234,NYG,@,SEA,L 21-24,*,26,151,5.81,0,8,5,27,5.40,0,62.5%,3.38,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
134,2005,2005-12-04,12,30.241,NYG,,DAL,W 17-10,*,30,115,3.83,0,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
135,2005,2005-12-11,13,30.248,NYG,@,PHI,W 26-23,*,32,124,3.88,0,6,5,71,14.20,1,83.3%,11.83,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
136,2005,2005-12-17,14,30.254,NYG,,KAN,W 27-17,*,29,220,7.59,2,5,5,29,5.80,0,100.0%,5.80,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
137,2005,2005-12-24,15,30.261,NYG,@,WAS,L 20-35,*,16,80,5.00,0,7,6,49,8.17,0,85.7%,7.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
138,2005,2005-12-31,16,30.268,NYG,@,OAK,W 30-21,*,28,203,7.25,1,7,6,60,10.00,0,85.7%,8.57,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
139,2006,2006-09-10,1,31.156,NYG,,IND,L 21-26,*,18,110,6.11,0,6,5,61,12.20,0,83.3%,10.17,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
140,2006,2006-09-17,2,31.163,NYG,@,PHI,W 30-24,*,21,51,2.43,0,12,7,57,8.14,0,58.3%,4.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
141,2006,2006-09-24,3,31.170,NYG,@,SEA,L 30-42,*,14,64,4.57,0,4,4,14,3.50,0,100.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
142,2006,2006-10-08,4,31.184,NYG,,WAS,W 19-3,*,23,123,5.35,0,5,3,16,5.33,0,60.0%,3.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
143,2006,2006-10-15,5,31.191,NYG,@,ATL,W 27-14,*,26,185,7.12,0,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
144,2006,2006-10-23,6,31.199,NYG,@,DAL,W 36-22,*,27,114,4.22,0,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
145,2006,2006-10-29,7,31.205,NYG,,TAM,W 17-3,*,26,68,2.62,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
146,2006,2006-11-05,8,31.212,NYG,,HOU,W 14-10,*,17,115,6.76,1,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
147,2006,2006-11-12,9,31.219,NYG,,CHI,L 20-38,*,19,141,7.42,0,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
148,2006,2006-11-20,10,31.227,NYG,@,JAX,L 10-26,*,10,27,2.70,0,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
149,2006,2006-11-26,11,31.233,NYG,@,TEN,L 21-24,*,25,82,3.28,0,5,5,30,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
150,2006,2006-12-03,12,31.240,NYG,,DAL,L 20-23,*,23,90,3.91,0,8,5,53,10.60,0,62.5%,6.63,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
151,2006,2006-12-10,13,31.247,NYG,@,CAR,W 27-13,*,20,112,5.60,0,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
152,2006,2006-12-17,14,31.254,NYG,,PHI,L 22-36,*,19,75,3.95,1,6,5,29,5.80,0,83.3%,4.83,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
153,2006,2006-12-24,15,31.261,NYG,,NOR,L 7-30,*,16,71,4.44,0,4,3,12,4.00,0,75.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
154,2006,2006-12-30,16,31.267,NYG,@,WAS,W 34-28,*,23,234,10.17,3,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,3,18
