ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1977,1977-09-18,1,21.364,DAL,@,MIN,W 16-10,
2,1977,1977-09-25,2,22.006,DAL,,NYG,W 41-21,
3,1977,1977-10-02,3,22.013,DAL,,TAM,W 23-7,
4,1977,1977-10-09,4,22.020,DAL,@,STL,W 30-24,
5,1977,1977-10-16,5,22.027,DAL,,WAS,W 34-16,
6,1977,1977-10-23,6,22.034,DAL,@,PHI,W 16-10,
7,1977,1977-10-30,7,22.041,DAL,,DET,W 37-0,
8,1977,1977-11-27,11,22.069,DAL,@,WAS,W 14-7,
9,1977,1977-12-04,12,22.076,DAL,,PHI,W 24-14,
10,1977,1977-12-12,13,22.084,DAL,@,SFO,W 42-35,
11,1977,1977-12-18,14,22.090,DAL,,DEN,W 14-6,
12,1978,1978-09-04,1,22.350,DAL,,BAL,W 38-0,
13,1978,1978-09-10,2,22.356,DAL,@,NYG,W 34-24,
14,1978,1978-09-17,3,22.363,DAL,@,RAM,L 14-27,
15,1978,1978-09-24,4,23.005,DAL,,STL,W 21-12,
16,1978,1978-10-02,5,23.013,DAL,@,WAS,L 5-9,
17,1978,1978-10-08,6,23.019,DAL,,NYG,W 24-3,
18,1978,1978-10-15,7,23.026,DAL,@,STL,W 24-21,
19,1978,1978-10-22,8,23.033,DAL,,PHI,W 14-7,
20,1978,1978-10-26,9,23.037,DAL,,MIN,L 10-21,
21,1978,1978-11-05,10,23.047,DAL,@,MIA,L 16-23,
22,1978,1978-11-12,11,23.054,DAL,@,GNB,W 42-14,
23,1978,1978-11-19,12,23.061,DAL,,NOR,W 27-7,
24,1978,1978-11-23,13,23.065,DAL,,WAS,W 37-10,
25,1978,1978-12-03,14,23.075,DAL,,NWE,W 17-10,
26,1978,1978-12-10,15,23.082,DAL,@,PHI,W 31-13,
27,1978,1978-12-17,16,23.089,DAL,@,NYJ,W 30-7,
28,1979,1979-09-02,1,23.348,DAL,@,STL,W 22-21,
29,1979,1979-09-09,2,23.355,DAL,@,SFO,W 21-13,
30,1979,1979-09-16,3,23.362,DAL,,CHI,W 24-20,
31,1979,1979-09-24,4,24.005,DAL,@,CLE,L 7-26,
32,1979,1979-09-30,5,24.011,DAL,,CIN,W 38-13,
33,1979,1979-10-07,6,24.018,DAL,@,MIN,W 36-20,
34,1979,1979-10-14,7,24.025,DAL,,RAM,W 30-6,
35,1979,1979-10-21,8,24.032,DAL,,STL,W 22-13,
36,1979,1979-10-28,9,24.039,DAL,@,PIT,L 3-14,
37,1979,1979-11-04,10,24.046,DAL,@,NYG,W 16-14,
38,1979,1979-11-12,11,24.054,DAL,,PHI,L 21-31,
39,1979,1979-11-18,12,24.060,DAL,@,WAS,L 20-34,
40,1979,1979-11-22,13,24.064,DAL,,HOU,L 24-30,
41,1979,1979-12-02,14,24.074,DAL,,NYG,W 28-7,
42,1979,1979-12-08,15,24.080,DAL,@,PHI,W 24-17,
43,1979,1979-12-16,16,24.088,DAL,,WAS,W 35-34,
44,1980,1980-09-07,1,24.354,TAM,@,CIN,W 17-12,
45,1980,1980-09-11,2,24.358,TAM,,RAM,W 10-9,
46,1980,1980-09-21,3,25.002,TAM,@,DAL,L 17-28,
47,1980,1980-09-28,4,25.009,TAM,,CLE,L 27-34,
48,1980,1980-10-06,5,25.017,TAM,@,CHI,L 0-23,
49,1980,1980-10-12,6,25.023,TAM,,GNB,T 14-14,
50,1980,1980-10-19,7,25.030,TAM,@,HOU,L 14-20,
51,1980,1980-10-26,8,25.037,TAM,@,SFO,W 24-23,
52,1980,1980-11-09,10,25.051,TAM,,PIT,L 21-24,
53,1980,1980-11-16,11,25.058,TAM,@,MIN,L 30-38,
54,1980,1980-11-23,12,25.065,TAM,,DET,L 10-24,
55,1980,1980-11-30,13,25.072,TAM,@,GNB,W 20-17,
56,1980,1980-12-07,14,25.079,TAM,,MIN,L 10-21,
57,1980,1980-12-14,15,25.086,TAM,@,DET,L 14-27,
58,1980,1980-12-20,16,25.092,TAM,,CHI,L 13-14,
59,1981,1981-09-05,1,25.351,TAM,,MIN,W 21-13,
60,1981,1981-09-13,2,25.359,TAM,@,KAN,L 10-19,
61,1981,1981-09-20,3,26.001,TAM,@,CHI,L 17-28,
62,1981,1981-09-27,4,26.008,TAM,,STL,W 20-10,
63,1981,1981-10-04,5,26.015,TAM,,DET,W 28-10,
64,1981,1981-10-11,6,26.022,TAM,@,GNB,W 21-10,
65,1981,1981-10-18,7,26.029,TAM,@,OAK,L 16-18,
66,1981,1981-10-25,8,26.036,TAM,@,PHI,L 10-20,
67,1981,1981-11-01,9,26.043,TAM,,CHI,W 20-10,
68,1981,1981-11-08,10,26.050,TAM,@,MIN,L 10-25,
69,1981,1981-11-15,11,26.057,TAM,,DEN,L 7-24,
70,1981,1981-11-22,12,26.064,TAM,,GNB,W 37-3,
71,1981,1981-11-29,13,26.071,TAM,@,NOR,W 31-14,
72,1981,1981-12-06,14,26.078,TAM,,ATL,W 24-23,
73,1981,1981-12-13,15,26.085,TAM,,SDG,L 23-24,
74,1981,1981-12-20,16,26.092,TAM,@,DET,W 20-17,
75,1982,1982-09-12,1,26.358,TAM,@,MIN,L 10-17,1.0
76,1982,1982-09-19,2,27.000,TAM,,WAS,L 13-21,1.0
77,1982,1982-11-21,3,27.063,TAM,@,DAL,L 9-14,1.5
78,1982,1982-11-29,4,27.071,TAM,,MIA,W 23-17,
79,1982,1982-12-05,5,27.077,TAM,@,NOR,W 13-10,1.0
80,1982,1982-12-12,6,27.084,TAM,@,NYJ,L 17-32,
81,1982,1982-12-19,7,27.091,TAM,,BUF,W 24-23,
82,1982,1982-12-26,8,27.098,TAM,,DET,W 23-21,
83,1982,1983-01-02,9,27.105,TAM,,CHI,W 26-23,2.0
84,1983,1983-09-11,2,27.357,TAM,@,CHI,L 10-17,0.5
85,1983,1983-09-18,3,27.364,TAM,,MIN,L 16-19,
86,1983,1983-09-25,4,28.006,TAM,,CIN,L 17-23,
87,1983,1983-10-02,5,28.013,TAM,@,GNB,L 14-55,
88,1983,1983-10-09,6,28.020,TAM,@,DAL,L 24-27,
89,1983,1983-10-16,7,28.027,TAM,,STL,L 27-34,
90,1983,1983-11-13,11,28.055,RAI,,DEN,W 22-20,
91,1983,1983-11-20,12,28.062,RAI,@,BUF,W 27-24,
92,1983,1983-11-27,13,28.069,RAI,,NYG,W 27-12,0.5
93,1983,1983-12-01,14,28.073,RAI,@,SDG,W 42-10,
94,1983,1983-12-11,15,28.083,RAI,,STL,L 24-34,
95,1983,1983-12-18,16,28.090,RAI,,SDG,W 30-14,
96,1985,1985-09-08,1,29.354,RAI,,NYJ,W 31-0,
97,1985,1985-09-12,2,29.358,RAI,@,KAN,L 20-36,
98,1985,1985-09-22,3,30.003,RAI,,SFO,L 10-34,
99,1985,1985-09-29,4,30.010,RAI,@,NWE,W 35-20,
