ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1994,1994-09-04,1,22.269,DAL,@,PIT,W 26-9,,2,2,100.0,4,4,100.0,0,14,0,0,,0
2,1994,1994-09-11,2,22.276,DAL,,HOU,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
3,1994,1994-09-19,3,22.284,DAL,,DET,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
4,1994,1994-10-02,4,22.297,DAL,@,WAS,W 34-7,,4,4,100.0,2,2,100.0,0,10,0,0,,0
5,1994,1994-10-09,5,22.304,DAL,,ARI,W 38-3,,5,5,100.0,1,2,50.0,0,8,0,0,,0
6,1994,1994-10-16,6,22.311,DAL,,PHI,W 24-13,,3,3,100.0,1,1,100.0,0,6,0,0,,0
7,1994,1994-10-23,7,22.318,DAL,@,ARI,W 28-21,,4,4,100.0,,1,0.0,0,4,0,0,,0
8,1994,1994-10-30,8,22.325,DAL,@,CIN,W 23-20,,2,2,100.0,3,4,75.0,0,11,0,0,,0
9,1994,1994-11-07,9,22.333,DAL,,NYG,W 38-10,,5,5,100.0,1,1,100.0,0,8,0,0,,0
10,1994,1994-11-13,10,22.339,DAL,@,SFO,L 14-21,,2,2,100.0,,1,0.0,0,2,0,0,,0
11,1994,1994-11-20,11,22.346,DAL,,WAS,W 31-7,,4,4,100.0,1,2,50.0,0,7,0,0,,0
12,1994,1994-11-24,12,22.350,DAL,,GNB,W 42-31,,3,3,100.0,3,3,100.0,0,12,0,0,,0
13,1994,1994-12-04,13,22.360,DAL,@,PHI,W 31-19,,4,4,100.0,1,1,100.0,0,7,0,0,,0
14,1994,1994-12-10,14,23.001,DAL,,CLE,L 14-19,,2,2,100.0,,,,0,2,,,,
15,1994,1994-12-19,15,23.010,DAL,@,NOR,W 24-16,,3,3,100.0,1,2,50.0,0,6,0,0,,0
16,1994,1994-12-24,16,23.015,DAL,@,NYG,L 10-15,,1,1,100.0,1,2,50.0,0,4,0,0,,0
17,1995,1995-09-04,1,23.269,DAL,@,NYG,W 35-0,,5,5,100.0,,,,0,5,,,,
18,1995,1995-09-10,2,23.275,DAL,,DEN,W 31-21,,4,4,100.0,1,1,100.0,0,7,0,0,,0
19,1995,1995-09-17,3,23.282,DAL,@,MIN,W 23-17,,,1,0.0,1,2,50.0,0,3,0,0,,0
20,1995,1995-09-24,4,23.289,DAL,,ARI,W 34-20,,4,4,100.0,2,2,100.0,0,10,0,0,,0
21,1995,1995-10-01,5,23.296,DAL,@,WAS,L 23-27,,2,2,100.0,3,3,100.0,0,11,0,0,,0
22,1995,1995-10-08,6,23.303,DAL,,GNB,W 34-24,,4,4,100.0,2,2,100.0,0,10,0,0,,0
23,1995,1995-10-15,7,23.310,DAL,@,SDG,W 23-9,,2,3,66.7,1,1,100.0,0,5,0,0,,0
24,1995,1995-10-29,8,23.324,DAL,@,ATL,W 28-13,,4,4,100.0,,,,0,4,,,,
25,1995,1995-11-06,9,23.332,DAL,,PHI,W 34-12,,4,4,100.0,2,2,100.0,0,10,0,0,,0
26,1995,1995-11-12,10,23.338,DAL,,SFO,L 20-38,,2,2,100.0,2,2,100.0,0,8,0,0,,0
27,1995,1995-11-19,11,23.345,DAL,@,OAK,W 34-21,,4,4,100.0,2,2,100.0,0,10,0,0,,0
28,1995,1995-11-23,12,23.349,DAL,,KAN,W 24-12,,3,3,100.0,1,1,100.0,0,6,2,77,38.50,0
29,1995,1995-12-03,13,23.359,DAL,,WAS,L 17-24,,2,2,100.0,1,1,100.0,0,5,0,0,,0
30,1995,1995-12-10,14,24.001,DAL,@,PHI,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
31,1995,1995-12-17,15,24.008,DAL,,NYG,W 21-20,,,,,5,5,100.0,0,15,0,0,,0
32,1995,1995-12-25,16,24.016,DAL,@,ARI,W 37-13,,4,4,100.0,3,3,100.0,0,13,0,0,,0
33,1996,1996-09-02,1,24.268,DAL,@,CHI,L 6-22,,,,,2,3,66.7,0,6,0,0,,0
34,1996,1996-09-08,2,24.274,DAL,,NYG,W 27-0,,3,3,100.0,2,2,100.0,0,9,0,0,,0
35,1996,1996-09-15,3,24.281,DAL,,IND,L 24-25,,3,3,100.0,1,3,33.3,0,6,0,0,,0
36,1996,1996-09-22,4,24.288,DAL,@,BUF,L 7-10,,1,1,100.0,,1,0.0,0,1,0,0,,0
37,1996,1996-09-30,5,24.296,DAL,@,PHI,W 23-19,,2,2,100.0,3,3,100.0,0,11,0,0,,0
38,1996,1996-10-13,6,24.309,DAL,,ARI,W 17-3,,2,2,100.0,1,1,100.0,0,5,0,0,,0
39,1996,1996-10-20,7,24.316,DAL,,ATL,W 32-28,,3,3,100.0,1,1,100.0,0,6,0,0,,0
40,1996,1996-10-27,8,24.323,DAL,@,MIA,W 29-10,,2,3,66.7,3,3,100.0,0,11,0,0,,0
41,1996,1996-11-03,9,24.330,DAL,,PHI,L 21-31,,1,1,100.0,2,2,100.0,0,7,0,0,,0
42,1996,1996-11-10,10,24.337,DAL,@,SFO,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
43,1996,1996-11-18,11,24.345,DAL,,GNB,W 21-6,,,,,7,7,100.0,0,21,0,0,,0
44,1996,1996-11-24,12,24.351,DAL,@,NYG,L 6-20,,,,,2,2,100.0,0,6,0,0,,0
45,1996,1996-11-28,13,24.355,DAL,,WAS,W 21-10,,3,3,100.0,,,,0,3,,,,
46,1996,1996-12-08,14,24.365,DAL,@,ARI,W 10-6,,1,1,100.0,1,1,100.0,0,4,0,0,,0
47,1996,1996-12-15,15,25.006,DAL,,NWE,W 12-6,,,,,4,4,100.0,0,12,0,0,,0
48,1996,1996-12-22,16,25.013,DAL,@,WAS,L 10-37,,1,1,100.0,1,1,100.0,0,4,0,0,,0
49,1997,1997-08-31,1,25.265,PHI,@,NYG,L 17-31,,2,2,100.0,1,1,100.0,0,5,0,0,,0
50,1997,1997-09-07,2,25.272,PHI,,GNB,W 10-9,,1,1,100.0,1,2,50.0,0,4,0,0,,0
51,1997,1997-09-15,3,25.280,PHI,@,DAL,L 20-21,,2,2,100.0,2,3,66.7,0,8,0,0,,0
52,1997,1997-09-28,4,25.293,PHI,@,MIN,L 19-28,,1,1,100.0,2,2,100.0,0,7,0,0,,0
53,1997,1997-10-05,5,25.300,PHI,,WAS,W 24-10,,3,3,100.0,1,1,100.0,0,6,0,0,,0
54,1997,1997-10-12,6,25.307,PHI,@,JAX,L 21-38,,3,3,100.0,,1,0.0,0,3,0,0,,0
