ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2002,2002-09-08,1,22.025,DAL,@,HOU,L 10-19,,,,,,,,,
2,2002,2002-09-15,2,22.032,DAL,,TEN,W 21-13,,,,,,,,,
3,2002,2002-09-22,3,22.039,DAL,@,PHI,L 13-44,,,,,,,,,
4,2002,2002-09-29,4,22.046,DAL,@,STL,W 13-10,,,,,,,,,
5,2002,2002-10-06,5,22.053,DAL,,NYG,L 17-21,,0,0,1.0,,,0,0,0
6,2002,2002-10-13,6,22.060,DAL,,CAR,W 14-13,,,,,,,,,
7,2002,2002-10-20,7,22.067,DAL,@,ARI,L 6-9,,0,0,1.0,,,0,0,0
8,2002,2002-10-27,8,22.074,DAL,,SEA,L 14-17,,,,,,,,,
9,2002,2002-11-03,9,22.081,DAL,@,DET,L 7-9,,,,,,,,,
10,2002,2002-11-17,10,22.095,DAL,@,IND,L 3-20,*,0,0,0.0,,,1,0,0
11,2002,2002-11-24,11,22.102,DAL,,JAX,W 21-19,*,0,0,0.0,,,1,0,0
12,2002,2002-11-28,12,22.106,DAL,,WAS,W 27-20,*,1,6,0.0,,,1,5,1
13,2002,2002-12-08,13,22.116,DAL,,SFO,L 27-31,*,,,,,,,,
14,2002,2002-12-15,14,22.123,DAL,@,NYG,L 7-37,*,,,,,,,,
15,2002,2002-12-21,15,22.129,DAL,,PHI,L 3-27,*,0,0,0.0,,,1,0,0
16,2002,2002-12-29,16,22.137,DAL,@,WAS,L 14-20,*,1,6,0.0,,,1,85,1
17,2003,2003-09-07,1,23.024,DAL,,ATL,L 13-27,,,,,,,,,
18,2003,2003-09-15,2,23.032,DAL,@,NYG,W 35-32,,,,,,,,,
19,2003,2003-09-28,3,23.045,DAL,@,NYJ,W 17-6,*,,,,,,,,
20,2003,2003-10-05,4,23.052,DAL,,ARI,W 24-7,,0,0,0.0,,,1,39,0
21,2003,2003-10-12,5,23.059,DAL,,PHI,W 23-21,,0,0,1.0,,,0,0,0
22,2003,2003-10-19,6,23.066,DAL,@,DET,W 38-7,,,,,,,,,
23,2003,2003-10-26,7,23.073,DAL,@,TAM,L 0-16,,,,,,,,,
24,2003,2003-11-02,8,23.080,DAL,,WAS,W 21-14,,0,0,1.0,,,0,0,0
25,2003,2003-11-09,9,23.087,DAL,,BUF,W 10-6,*,,,,,,,,
26,2003,2003-11-16,10,23.094,DAL,@,NWE,L 0-12,*,,,,,,,,
27,2003,2003-11-23,11,23.101,DAL,,CAR,W 24-20,*,0,0,0.0,,,1,30,0
28,2003,2003-11-27,12,23.105,DAL,,MIA,L 21-40,*,,,,,,,,
29,2003,2003-12-07,13,23.115,DAL,@,PHI,L 10-36,*,,,,,,,,
30,2003,2003-12-14,14,23.122,DAL,@,WAS,W 27-0,*,,,,,,,,
31,2003,2003-12-21,15,23.129,DAL,,NYG,W 19-3,*,,,,,,,,
32,2003,2003-12-28,16,23.136,DAL,@,NOR,L 7-13,*,,,,,,,,
33,2004,2004-09-12,1,24.029,DAL,@,MIN,L 17-35,*,,,,,,,,
34,2004,2004-09-19,2,24.036,DAL,,CLE,W 19-12,*,,,,,,,,
35,2004,2004-09-27,3,24.044,DAL,@,WAS,W 21-18,*,,,,,,,,
36,2004,2004-10-10,4,24.057,DAL,,NYG,L 10-26,*,,,,,,,,
37,2004,2004-10-17,5,24.064,DAL,,PIT,L 20-24,*,,,,,,,,
