ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
40,2014,2014-09-28,4,27.012,DAL,,NOR,W 38-17,,2,2,18,9.00,0,100.0%,9.00,1,-1,-1.00,0,1,30,30.00,0,0,0,,0,,0,0,0.0,1,0
41,2014,2014-10-05,5,27.019,DAL,,HOU,W 20-17,,3,3,30,10.00,0,100.0%,10.00,0,0,,0,2,53,26.50,0,5,60,12.00,0,,0,0,0.0,0,1
42,2014,2014-10-12,6,27.026,DAL,@,SEA,W 30-23,,0,0,0,,0,0.0%,,0,0,,0,3,70,23.33,0,2,0,0.00,0,,0,0,0.0,1,0
43,2014,2014-10-19,7,27.033,DAL,,NYG,W 31-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,6,3.00,0,,0,0,0.0,0,0
44,2014,2014-10-27,8,27.041,DAL,,WAS,L 17-20,,1,0,0,,0,0.0%,0.00,0,0,,0,2,45,22.50,0,2,18,9.00,0,,0,0,0.0,0,0
45,2014,2014-11-02,9,27.047,DAL,,ARI,L 17-28,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,3,76,25.33,0,2,43,21.50,0,,0,0,0.0,0,0
46,2014,2014-11-09,10,27.054,DAL,@,JAX,W 31-17,,0,0,0,,0,0.0%,,1,-2,-2.00,0,1,23,23.00,0,3,24,8.00,0,,0,0,0.0,0,0
47,2014,2014-11-23,11,27.068,DAL,@,NYG,W 31-28,,0,0,0,,0,0.0%,,0,0,,0,1,22,22.00,0,4,68,17.00,0,,0,0,0.0,1,1
48,2014,2014-11-27,12,27.072,DAL,,PHI,L 10-33,,0,0,0,,0,0.0%,,0,0,,0,4,121,30.25,0,0,0,,0,,0,0,0.0,1,0
49,2014,2014-12-04,13,27.079,DAL,@,CHI,W 41-28,,1,0,0,,0,0.0%,0.00,0,0,,0,1,21,21.00,0,1,1,1.00,0,,0,0,0.0,2,0
50,2014,2014-12-14,14,27.089,DAL,@,PHI,W 38-27,,1,0,0,,0,0.0%,0.00,0,0,,0,5,94,18.80,0,1,-1,-1.00,0,,0,0,0.0,1,0
51,2014,2014-12-21,15,27.096,DAL,,IND,W 42-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,29,9.67,0,,0,0,0.0,0,0
52,2014,2014-12-28,16,27.103,DAL,@,WAS,W 44-17,,0,0,0,,0,0.0%,,1,1,1.00,0,2,55,27.50,0,2,12,6.00,0,,0,0,0.0,1,0
53,2015,2015-09-13,1,27.362,NYG,@,DAL,L 26-27,,0,0,0,,0,0.0%,,1,11,11.00,0,0,0,,0,2,3,1.50,0,,0,0,0.0,0,0
54,2015,2015-09-20,2,28.004,NYG,,ATL,L 20-24,,0,0,0,,0,0.0%,,0,0,,0,2,77,38.50,0,4,66,16.50,0,,0,0,0.0,0,0
55,2015,2015-09-24,3,28.008,NYG,,WAS,W 32-21,*,1,0,0,,0,0.0%,0.00,0,0,,0,1,13,13.00,0,1,0,0.00,0,,0,0,0.0,0,0
56,2015,2015-10-04,4,28.018,NYG,@,BUF,W 24-10,*,6,5,51,10.20,1,83.3%,8.50,0,0,,0,0,0,,0,3,18,6.00,0,,1,6,0.0,0,0
57,2015,2015-10-11,5,28.025,NYG,,SFO,W 30-27,,8,6,72,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,3,31,10.33,0,,0,0,0.0,0,0
58,2015,2015-10-19,6,28.033,NYG,@,PHI,L 7-27,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,2,49,24.50,0,3,1,0.33,0,,0,0,0.0,0,0
59,2015,2015-10-25,7,28.039,NYG,,DAL,W 27-20,,2,2,43,21.50,0,100.0%,21.50,0,0,,0,3,149,49.67,1,0,0,,0,,1,6,0.0,0,0
60,2015,2015-11-01,8,28.046,NYG,@,NOR,L 49-52,,7,3,37,12.33,2,42.9%,5.29,0,0,,0,3,87,29.00,0,1,13,13.00,0,,2,12,0.0,0,0
61,2015,2015-11-08,9,28.053,NYG,@,TAM,W 32-18,*,3,1,1,1.00,0,33.3%,0.33,0,0,,0,2,54,27.00,0,0,0,,0,,0,0,0.0,0,0
62,2015,2015-11-15,10,28.060,NYG,,NWE,L 26-27,,9,6,82,13.67,1,66.7%,9.11,0,0,,0,2,38,19.00,0,4,41,10.25,0,,1,6,0.0,0,0
63,2015,2015-11-29,11,28.074,NYG,@,WAS,L 14-20,,5,2,28,14.00,0,40.0%,5.60,1,1,1.00,0,1,19,19.00,0,4,14,3.50,0,,0,0,0.0,0,0
64,2015,2015-12-06,12,28.081,NYG,,NYJ,L 20-23,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,4,104,26.00,0,2,96,48.00,1,,1,6,0.0,0,0
65,2015,2015-12-14,13,28.089,NYG,@,MIA,W 31-24,*,5,5,41,8.20,0,100.0%,8.20,0,0,,0,1,22,22.00,0,2,35,17.50,0,,0,0,0.0,0,0
66,2015,2015-12-20,14,28.095,NYG,,CAR,L 35-38,*,3,2,9,4.50,0,66.7%,3.00,0,0,,0,1,19,19.00,0,3,11,3.67,0,,0,0,0.0,0,0
67,2015,2015-12-27,15,28.102,NYG,@,MIN,L 17-49,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,2,12,6.00,0,,0,0,0.0,0,0
68,2016,2016-09-11,1,28.361,NYG,@,DAL,W 20-19,,0,0,0,,0,0.0%,,0,0,,0,2,46,23.00,0,1,17,17.00,0,,0,0,0.0,0,0
69,2016,2016-09-18,2,29.002,NYG,,NOR,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0
70,2016,2016-09-25,3,29.009,NYG,,WAS,L 27-29,,0,0,0,,0,0.0%,,0,0,,0,1,15,15.00,0,1,14,14.00,0,,0,0,0.0,1,0
71,2016,2016-10-03,4,29.017,NYG,@,MIN,L 10-24,,0,0,0,,0,0.0%,,0,0,,0,3,94,31.33,0,1,0,0.00,0,,0,0,0.0,0,0
72,2016,2016-10-09,5,29.023,NYG,@,GNB,L 16-23,,0,0,0,,0,0.0%,,0,0,,0,3,103,34.33,0,1,6,6.00,0,,0,0,0.0,0,0
73,2016,2016-10-16,6,29.030,NYG,,BAL,W 27-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,11,3.67,0,,0,0,0.0,0,0
74,2016,2016-10-23,7,29.037,NYG,@,LAR,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,13,4.33,0,,0,0,0.0,0,0
75,2016,2016-11-06,8,29.051,NYG,,PHI,W 28-23,*,0,0,0,,0,0.0%,,0,0,,0,2,30,15.00,0,1,10,10.00,0,,0,0,0.0,0,0
76,2016,2016-11-14,9,29.059,NYG,,CIN,W 21-20,,0,0,0,,0,0.0%,,0,0,,0,2,37,18.50,0,1,8,8.00,0,,0,0,0.0,0,0
77,2016,2016-11-20,10,29.065,NYG,,CHI,W 22-16,,0,0,0,,0,0.0%,,0,0,,0,3,85,28.33,0,3,14,4.67,0,,0,0,0.0,0,0
78,2016,2016-11-27,11,29.072,NYG,@,CLE,W 27-13,,1,1,13,13.00,1,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
79,2016,2016-12-04,12,29.079,NYG,@,PIT,L 14-24,,0,0,0,,0,0.0%,,0,0,,0,2,40,20.00,0,1,1,1.00,0,,0,0,0.0,0,0
80,2016,2016-12-11,13,29.086,NYG,,DAL,W 10-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0
81,2016,2016-12-18,14,29.093,NYG,,DET,W 17-6,,0,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,2,19,9.50,0,,0,0,0.0,0,0
82,2016,2016-12-22,15,29.097,NYG,@,PHI,L 19-24,,0,0,0,,0,0.0%,,0,0,,0,3,60,20.00,0,3,-2,-0.67,0,,0,0,0.0,0,0
83,2016,2017-01-01,16,29.107,NYG,@,WAS,W 19-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,6,46,7.67,0,,0,0,0.0,0,0
84,2017,2017-09-10,1,29.359,NYG,@,DAL,L 3-19,,0,0,0,,0,0.0%,,0,0,,0,2,42,21.00,0,1,1,1.00,0,,0,0,0.0,0,0
85,2017,2017-09-18,2,30.002,NYG,,DET,L 10-24,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,2,9,4.50,0,,0,0,0.0,0,0
86,2017,2017-09-24,3,30.008,NYG,@,PHI,L 24-27,*,0,0,0,,0,0.0%,,0,0,,0,2,41,20.50,0,1,0,0.00,0,,0,0,0.0,0,0
87,2017,2017-10-01,4,30.015,NYG,@,TAM,L 23-25,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2017,2017-10-08,5,30.022,NYG,,LAC,L 22-27,,0,0,0,,0,0.0%,,0,0,,0,4,84,21.00,0,3,38,12.67,0,,0,0,0.0,0,0
89,2018,2018-09-10,1,30.359,OAK,,LAR,L 13-33,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,10,10.00,0,,0,0,0.0,0,0
90,2018,2018-09-23,3,31.007,OAK,@,MIA,L 20-28,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,2,39,19.50,0,1,11,11.00,0,,0,0,0.0,0,0
