ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2010,2010-09-12,1,23.129,STL,,ARI,L 13-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
2,2010,2010-09-19,2,23.136,STL,@,OAK,L 14-16,,,,,,,,,,,0.0%,,,,,
3,2010,2010-09-26,3,23.143,STL,,WAS,W 30-16,,11,22,2.00,0,0,0,0,,0,0.0%,,0,0,,0
4,2010,2010-10-03,4,23.150,STL,,SEA,W 20-3,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0
5,2010,2010-10-10,5,23.157,STL,@,DET,L 6-44,,0,0,,0,0,0,0,,0,0.0%,,4,75,18.75,0
6,2010,2010-10-17,6,23.164,STL,,SDG,W 20-17,,0,0,,0,,0,0,,0,0.0%,,0,0,,0
7,2010,2010-10-24,7,23.171,STL,@,TAM,L 17-18,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0
8,2010,2010-10-31,8,23.178,STL,,CAR,W 20-10,,,,,,,,,,,0.0%,,,,,
9,2010,2010-11-14,9,23.192,STL,@,SFO,L 20-23,,,,,,,,,,,0.0%,,,,,
10,2010,2010-11-21,10,23.199,STL,,ATL,L 17-34,,,,,,,,,,,0.0%,,,,,
11,2010,2010-11-28,11,23.206,STL,@,DEN,W 36-33,,,,,,,,,,,0.0%,,,,,
12,2010,2010-12-05,12,23.213,STL,@,ARI,W 19-6,,,,,,,,,,,0.0%,,,,,
13,2010,2010-12-12,13,23.220,STL,@,NOR,L 13-31,,5,22,4.40,0,1,1,23,23.00,0,100.0%,23.00,0,0,,0
14,2010,2010-12-19,14,23.227,STL,,KAN,L 13-27,,,,,,,,,,,0.0%,,,,,
15,2010,2010-12-26,15,23.234,STL,,SFO,W 25-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0
16,2010,2011-01-02,16,23.241,STL,@,SEA,L 6-16,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0
17,2012,2012-09-09,1,25.126,JAX,@,MIN,L 23-26,,,,,,,,,,,0.0%,,,,,
18,2012,2012-10-28,7,25.175,JAX,@,GNB,L 15-24,,0,0,,0,0,0,0,,0,0.0%,,2,49,24.50,0
19,2012,2012-11-04,8,25.182,JAX,,DET,L 14-31,,,,,,,,,,,0.0%,,,,,
20,2012,2012-12-16,14,25.224,JAX,@,MIA,L 3-24,,,,,,,,,,,0.0%,,,,,
21,2012,2012-12-23,15,25.231,JAX,,NWE,L 16-23,,0,0,,0,0,0,0,,0,0.0%,,1,16,16.00,0
22,2012,2012-12-30,16,25.238,JAX,@,TEN,L 20-38,*,17,74,4.35,0,4,3,41,13.67,0,75.0%,10.25,0,0,,0
