ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,22.268,WAS,,DET,W 45-0,6,54,9.00,0,,0,0,,0,,,0,0,,0,0,0
2,1991,1991-09-15,3,22.282,WAS,,PHO,W 34-0,4,23,5.75,0,,3,19,6.33,0,,,1,12,12.00,0,0,0
3,1991,1991-09-22,4,22.289,WAS,@,CIN,W 34-27,0,0,,0,,0,0,,0,,,1,33,33.00,0,0,0
4,1991,1991-09-30,5,22.297,WAS,,PHI,W 23-0,1,9,9.00,0,,1,23,23.00,0,,,0,0,,0,0,0
5,1991,1991-10-06,6,22.303,WAS,@,CHI,W 20-7,0,0,,0,,0,0,,0,,,0,0,,0,0,
6,1991,1991-10-13,7,22.310,WAS,,CLE,W 42-17,13,133,10.23,2,,0,0,,0,,,1,46,46.00,0,2,12
7,1991,1991-10-27,8,22.324,WAS,@,NYG,W 17-13,20,82,4.10,0,,2,9,4.50,0,,,1,22,22.00,0,0,0
8,1991,1991-11-03,9,22.331,WAS,,HOU,W 16-13,9,43,4.78,0,,1,6,6.00,0,,,0,0,,0,0,0
9,1991,1991-11-10,10,22.338,WAS,,ATL,W 56-17,16,39,2.44,0,,0,0,,0,,,0,0,,0,0,0
10,1991,1991-11-17,11,22.345,WAS,@,PIT,W 41-14,23,84,3.65,0,,3,25,8.33,0,,,0,0,,0,0,0
11,1991,1991-11-24,12,22.352,WAS,,DAL,L 21-24,5,29,5.80,0,,1,13,13.00,0,,,0,0,,0,0,0
12,1991,1991-12-01,13,22.359,WAS,@,RAM,W 27-6,6,17,2.83,0,,2,36,18.00,1,,,1,14,14.00,0,1,6
13,1991,1991-12-08,14,23.001,WAS,@,PHO,W 20-14,6,22,3.67,0,,0,0,,0,,,2,30,15.00,0,0,0
14,1991,1991-12-15,15,23.008,WAS,,NYG,W 34-17,13,85,6.54,0,,1,9,9.00,0,,,1,24,24.00,0,0,0
15,1991,1991-12-22,16,23.015,WAS,@,PHI,L 22-24,23,60,2.61,1,,2,41,20.50,0,,,3,51,17.00,0,1,6
