ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-04,1,23.209,CHI,,MIA,W 34-7,,0,0,,0,,,,,,,,,,,,
2,1988,1988-09-11,2,23.216,CHI,@,IND,W 17-13,,0,0,,0,,,,,,,,,,,,
3,1988,1988-09-18,3,23.223,CHI,,MIN,L 7-31,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0
4,1988,1988-09-25,4,23.230,CHI,@,GNB,W 24-6,,3,23,7.67,0,,,0,0,,0,0,0,,0,0,0
5,1988,1988-10-02,5,23.237,CHI,,BUF,W 24-3,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0
6,1988,1988-10-09,6,23.244,CHI,@,DET,W 24-7,,0,0,,0,,,,,,,,,,,,
7,1988,1988-10-16,7,23.251,CHI,,DAL,W 17-7,,0,0,,0,,,,,,,,,,,,
8,1988,1988-10-24,8,23.259,CHI,,SFO,W 10-9,,0,0,,0,,,,,,,,,,,,
9,1988,1988-10-30,9,23.265,CHI,@,NWE,L 7-30,,0,0,,0,,,,,,,,,,,,
10,1988,1988-11-06,10,23.272,CHI,,TAM,W 28-10,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0
11,1988,1988-11-13,11,23.279,CHI,@,WAS,W 34-14,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0
12,1988,1988-11-20,12,23.286,CHI,@,TAM,W 27-15,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0
13,1988,1988-11-27,13,23.293,CHI,,GNB,W 16-0,,2,27,13.50,0,,,0,0,,0,0,0,,0,0,0
14,1988,1988-12-05,14,23.301,CHI,@,RAM,L 3-23,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0
15,1988,1988-12-11,15,23.307,CHI,,DET,W 13-12,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0
16,1988,1988-12-19,16,23.315,CHI,@,MIN,L 27-28,,0,0,,0,,,,,,,,,,,,
17,1989,1989-09-10,1,24.214,CHI,,CIN,W 17-14,,4,86,21.50,1,,,0,0,,0,0,0,,0,1,6
18,1989,1989-09-17,2,24.221,CHI,,MIN,W 38-7,,0,0,,0,,,1,4,4.00,0,0,0,,0,0,0
19,1989,1989-09-24,3,24.228,CHI,@,DET,W 47-27,,1,28,28.00,0,,,0,0,,0,0,0,,0,0,0
20,1989,1989-10-02,4,24.236,CHI,,PHI,W 27-13,,5,94,18.80,1,,,0,0,,0,0,0,,0,1,6
21,1989,1989-10-08,5,24.242,CHI,@,TAM,L 35-42,,2,38,19.00,0,,,0,0,,0,0,0,,0,0,0
22,1989,1989-10-15,6,24.249,CHI,,HOU,L 28-33,,4,41,10.25,1,,,0,0,,0,0,0,,0,1,6
23,1989,1989-10-23,7,24.257,CHI,@,CLE,L 7-27,,1,23,23.00,0,,,0,0,,0,0,0,,0,0,0
24,1989,1989-10-29,8,24.263,CHI,,RAM,W 20-10,,2,19,9.50,0,,,0,0,,0,0,0,,0,0,0
25,1989,1989-11-05,9,24.270,CHI,@,GNB,L 13-14,,1,22,22.00,0,,,0,0,,0,0,0,,0,0,0
26,1989,1989-11-12,10,24.277,CHI,@,PIT,W 20-0,,0,0,,0,,,0,0,,0,,,,,0,
27,1989,1989-11-19,11,24.284,CHI,,TAM,L 31-32,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0
28,1989,1989-11-26,12,24.291,CHI,@,WAS,L 14-38,,0,0,,0,,,0,0,,0,,,,,0,
29,1989,1989-12-03,13,24.298,CHI,@,MIN,L 16-27,,0,0,,0,,,0,0,,0,,,,,0,
30,1989,1989-12-10,14,24.305,CHI,,DET,L 17-27,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0
31,1989,1989-12-17,15,24.312,CHI,,GNB,L 28-40,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0
32,1989,1989-12-24,16,24.319,CHI,@,SFO,L 0-26,,1,20,20.00,0,,,0,0,,0,0,0,,0,0,0
33,1990,1990-09-09,1,25.213,CHI,,SEA,W 17-0,,1,17,17.00,0,,,0,0,,0,0,0,,0,0,0
34,1990,1990-09-16,2,25.220,CHI,@,GNB,W 31-13,,1,23,23.00,0,,,0,0,,0,0,0,,0,0,0
35,1990,1990-09-23,3,25.227,CHI,,MIN,W 19-16,,0,0,,0,,,,,,,,,,,,
36,1990,1990-09-30,4,25.234,CHI,@,RAI,L 10-24,,3,50,16.67,0,,,0,0,,0,0,0,,0,0,0
37,1990,1990-10-07,5,25.241,CHI,,GNB,W 27-13,,3,43,14.33,0,,,0,0,,0,0,0,,0,0,0
38,1990,1990-10-14,6,25.248,CHI,,RAM,W 38-9,,0,0,,0,,,,,,,,,,,,
39,1990,1990-10-28,7,25.262,CHI,@,PHO,W 31-21,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0
40,1990,1990-11-04,8,25.269,CHI,@,TAM,W 26-6,,0,0,,0,,,,,,,,,,,,
41,1990,1990-11-11,9,25.276,CHI,,ATL,W 30-24,,2,17,8.50,0,,,0,0,,0,0,0,,0,0,0
42,1990,1990-11-18,10,25.283,CHI,@,DEN,W 16-13,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0
43,1990,1990-11-25,11,25.290,CHI,@,MIN,L 13-41,,0,0,,0,,,,,,,,,,,,
44,1990,1990-12-02,12,25.297,CHI,,DET,W 23-17,,3,21,7.00,0,,,0,0,,0,0,0,,0,0,0
45,1990,1990-12-09,13,25.304,CHI,@,WAS,L 9-10,,0,0,,0,,,,,,,,,,,,
46,1990,1990-12-16,14,25.311,CHI,@,DET,L 21-38,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0
47,1990,1990-12-23,15,25.318,CHI,,TAM,W 27-14,,2,30,15.00,1,,,0,0,,0,0,0,,0,1,6
48,1990,1990-12-29,16,25.324,CHI,,KAN,L 10-21,,1,32,32.00,0,,,0,0,,0,0,0,,0,0,0
49,1991,1991-09-01,1,26.205,CHI,,MIN,W 10-6,,2,24,12.00,0,,,0,0,,0,0,0,,0,0,0
