ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1975,1975-09-21,1,22.047,CLE,@,CIN,L 17-24,,,,,,,
2,1975,1975-09-28,2,22.054,CLE,,MIN,L 10-42,,,,,,,
3,1975,1975-10-05,3,22.061,CLE,,PIT,L 6-42,,,,,,,
4,1975,1975-10-12,4,22.068,CLE,,HOU,L 10-40,,,,,,,
5,1975,1975-10-19,5,22.075,CLE,@,DEN,L 15-16,,,,,,,
6,1975,1975-10-26,6,22.082,CLE,,WAS,L 7-23,,,,,,,
7,1975,1975-11-02,7,22.089,CLE,@,BAL,L 7-21,,,,,,,
8,1975,1975-11-09,8,22.096,CLE,@,DET,L 10-21,,,,,,,
9,1975,1975-11-16,9,22.103,CLE,@,OAK,L 17-38,,,,,,,
10,1975,1975-11-23,10,22.110,CLE,,CIN,W 35-23,,,,,,,
11,1975,1975-11-30,11,22.117,CLE,,NOR,W 17-16,,,,,,,
12,1975,1975-12-07,12,22.124,CLE,@,PIT,L 17-31,,,,,,,
13,1975,1975-12-14,13,22.131,CLE,,KAN,W 40-14,,,,,,,
14,1975,1975-12-21,14,22.138,CLE,@,HOU,L 10-21,0,0,,0,1,19,0
15,1976,1976-09-12,1,23.038,CLE,,NYJ,W 38-17,,,,,,,
16,1976,1976-09-19,2,23.045,CLE,@,PIT,L 14-31,,,,,,,
17,1976,1976-09-26,3,23.052,CLE,@,DEN,L 13-44,,,,,,,
18,1976,1976-10-03,4,23.059,CLE,,CIN,L 24-45,,,,,,,
19,1976,1976-10-10,5,23.066,CLE,,PIT,W 18-16,,,,,,,
20,1976,1976-10-17,6,23.073,CLE,@,ATL,W 20-17,,,,,,,
21,1976,1976-10-24,7,23.080,CLE,,SDG,W 21-17,,,,,,,
22,1976,1976-10-31,8,23.087,CLE,@,CIN,L 6-21,,,,,,,
23,1976,1976-11-07,9,23.094,CLE,@,HOU,W 21-7,,,,,,,
24,1976,1976-11-14,10,23.101,CLE,,PHI,W 24-3,,,,,,,
25,1976,1976-11-21,11,23.108,CLE,@,TAM,W 24-7,,,,,,,
26,1976,1976-11-28,12,23.115,CLE,,MIA,W 17-13,,,,,,,
27,1976,1976-12-05,13,23.122,CLE,,HOU,W 13-10,,,,,,,
28,1976,1976-12-12,14,23.129,CLE,@,KAN,L 14-39,1,15,15.00,0,0,0,0
