ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1960,1960-10-16,5,24.214,HOU,,DTX,W 20-10,0,0,,0,1,29,0
2,1960,1960-10-23,6,24.221,HOU,@,NYT,W 42-28,0,0,,0,1,5,0
3,1960,1960-11-20,10,24.249,HOU,,DEN,W 20-10,1,15,15.00,0,0,0,0
4,1960,1960-11-25,11,24.254,HOU,@,BOS,W 24-10,2,23,11.50,0,0,0,0
5,1960,1960-12-04,12,24.263,HOU,@,DTX,L 0-24,1,20,20.00,0,0,0,0
6,1961,1961-09-09,1,25.177,HOU,,OAK,W 55-0,0,0,,0,1,5,0
7,1961,1961-09-24,2,25.192,HOU,@,SDG,L 24-34,1,12,12.00,0,0,0,0
8,1961,1961-10-01,3,25.199,HOU,@,DTX,L 21-26,1,12,12.00,0,0,0,0
9,1961,1961-10-08,4,25.206,HOU,,BUF,L 12-22,1,23,23.00,0,0,0,0
10,1961,1961-10-22,6,25.220,HOU,,DTX,W 38-7,1,10,10.00,0,0,0,0
11,1962,1962-12-02,12,26.261,HOU,,DEN,W 34-17,0,0,,0,2,11,0
12,1963,1963-12-01,11,27.260,HOU,@,SDG,L 0-27,0,0,,0,1,4,0
13,1964,1964-09-27,3,28.195,BOS,,NYJ,W 26-10,0,0,,0,1,6,0
14,1964,1964-11-20,11,28.249,BOS,,DEN,W 12-7,1,16,16.00,0,0,0,0
15,1964,1964-12-20,14,28.279,BOS,,BUF,L 14-24,1,17,17.00,0,0,0,0
16,1965,1965-10-08,5,29.206,BOS,,OAK,L 10-24,1,16,16.00,0,0,0,0
17,1965,1965-10-17,6,29.215,BOS,,SDG,T 13-13,1,20,20.00,0,0,0,0
18,1965,1965-10-31,8,29.229,BOS,@,SDG,W 22-6,0,0,,0,1,10,0
19,1965,1965-11-28,12,29.257,BOS,@,NYJ,W 27-23,1,9,9.00,0,0,0,0
