ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1970,1970-09-20,1,23.201,BUF,,DEN,L 10-25,,4,7,57.14,52,0,0,80.7,0,0,7.43,7.43,2,1,0.50,0
2,1970,1970-09-27,2,23.208,BUF,,RAM,L 0-19,,13,18,72.22,143,0,2,55.8,0,0,7.94,2.94,1,-2,-2.00,0
3,1970,1970-10-04,3,23.215,BUF,,NYJ,W 34-31,*,12,21,57.14,317,2,2,93.9,0,0,15.10,12.71,6,23,3.83,0
4,1970,1970-10-11,4,23.222,BUF,@,PIT,L 10-23,*,12,26,46.15,203,0,1,57.1,0,0,7.81,6.08,2,12,6.00,0
5,1970,1970-10-18,5,23.229,BUF,,MIA,L 14-33,*,24,32,75.00,348,2,2,104.7,0,0,10.88,9.31,3,12,4.00,0
6,1970,1970-10-25,6,23.236,BUF,@,NYJ,W 10-6,*,10,24,41.67,163,0,2,30.4,0,0,6.79,3.04,4,6,1.50,0
7,1970,1970-11-01,7,23.243,BUF,@,BOS,W 45-10,*,9,14,64.29,140,1,0,121.1,0,0,10.00,11.43,1,0,0.00,0
8,1970,1970-11-08,8,23.250,BUF,,CIN,L 14-43,*,11,23,47.83,251,1,1,83.8,0,0,10.91,9.83,1,-2,-2.00,0
9,1970,1970-11-15,9,23.257,BUF,@,BAL,T 17-17,*,10,20,50.00,94,2,2,57.1,0,0,4.70,2.20,4,36,9.00,0
10,1970,1970-11-22,10,23.264,BUF,@,CHI,L 13-31,*,13,18,72.22,147,1,2,75.2,0,0,8.17,4.28,5,48,9.60,0
11,1970,1970-11-29,11,23.271,BUF,,BOS,L 10-14,*,15,31,48.39,163,0,1,50.9,0,0,5.26,3.81,4,36,9.00,0
12,1970,1970-12-06,12,23.278,BUF,@,NYG,L 6-20,*,14,28,50.00,163,0,1,53.1,0,0,5.82,4.21,0,0,,0
13,1970,1970-12-13,13,23.285,BUF,,BAL,L 14-20,*,23,43,53.49,252,1,2,59.4,0,0,5.86,4.23,2,12,6.00,0
