ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,23.258,DET,@,MIN,L 13-17,,0,0,,0,,,,
2,1996,1996-09-29,5,23.286,DET,@,TAM,W 27-0,,0,0,,0,,,,
3,1996,1996-10-06,6,23.293,DET,,ATL,W 28-24,,1,14,14.00,0,0.0,0,0,0
4,1996,1996-10-27,8,23.314,DET,,NYG,L 7-35,,0,0,,0,,,,
5,1996,1996-11-03,9,23.321,DET,@,GNB,L 18-28,,0,0,,0,,,,
6,1996,1996-11-11,10,23.329,DET,@,SDG,L 21-27,,0,0,,0,,,,
7,1996,1996-11-17,11,23.335,DET,,SEA,W 17-16,,0,0,,0,,,,
8,1996,1996-11-24,12,23.342,DET,@,CHI,L 14-31,,0,0,,0,,,,
9,1996,1996-11-28,13,23.346,DET,,KAN,L 24-28,,0,0,,0,,,,
10,1996,1996-12-08,14,23.356,DET,,MIN,L 22-24,,0,0,,0,,,,
11,1996,1996-12-15,15,23.363,DET,,GNB,L 3-31,,0,0,,0,,,,
12,1996,1996-12-23,16,24.005,DET,@,SFO,L 14-24,,0,0,,0,,,,
13,1997,1997-10-19,7,24.305,BAL,,MIA,L 13-24,,,,,,,,,
14,1997,1997-10-26,8,24.312,BAL,@,WAS,W 20-17,,,,,,,,,
15,1997,1997-11-02,9,24.319,BAL,@,NYJ,L 16-19,,,,,,,,,
16,1997,1997-11-09,10,24.326,BAL,@,PIT,L 0-37,,,,,,,,,
17,1997,1997-11-16,11,24.333,BAL,,PHI,T 10-10,,,,,,,,,
18,1997,1997-11-23,12,24.340,BAL,,ARI,L 13-16,,,,,,,,,
19,1997,1997-11-30,13,24.347,BAL,@,JAX,L 27-29,,,,,,,,,
20,1997,1997-12-07,14,24.354,BAL,,SEA,W 31-24,,,,,,,,,
21,1997,1997-12-14,15,24.361,BAL,,TEN,W 21-19,,0,0,,0,1.0,0,0,0
22,1997,1997-12-21,16,25.003,BAL,@,CIN,L 14-16,,0,0,,0,1.0,0,0,0
23,1998,1998-09-06,1,25.262,BAL,,PIT,L 13-20,,,,,,,,,
24,1998,1998-09-13,2,25.269,BAL,@,NYJ,W 24-10,,,,,,,,,
25,1998,1998-09-20,3,25.276,BAL,@,JAX,L 10-24,,,,,,,,,
26,1998,1998-09-27,4,25.283,BAL,,CIN,W 31-24,,,,,,,,,
27,1998,1998-10-11,5,25.297,BAL,,TEN,L 8-12,,,,,,,,,
28,1998,1998-10-18,6,25.304,BAL,@,PIT,L 6-16,,0,0,,0,1.0,0,0,0
29,1998,1998-10-25,7,25.311,BAL,@,GNB,L 10-28,,,,,,,,,
30,1998,1998-11-01,8,25.318,BAL,,JAX,L 19-45,,,,,,,,,
31,1998,1998-11-08,9,25.325,BAL,,OAK,W 13-10,,,,,,,,,
32,1998,1998-11-15,10,25.332,BAL,@,SDG,L 13-14,,,,,,,,,
33,1998,1998-11-22,11,25.339,BAL,@,CIN,W 20-13,,,,,,,,,
34,1998,1998-11-29,12,25.346,BAL,,IND,W 38-31,,,,,,,,,
35,1998,1998-12-06,13,25.353,BAL,@,TEN,L 14-16,,,,,,,,,
36,1998,1998-12-13,14,25.360,BAL,,MIN,L 28-38,,,,,,,,,
37,1998,1998-12-20,15,26.002,BAL,@,CHI,L 3-24,,,,,,,,,
38,1998,1998-12-27,16,26.009,BAL,,DET,W 19-10,,,,,,,,,
39,1999,1999-09-12,1,26.268,BAL,@,STL,L 10-27,,,,,,,,,
40,1999,1999-09-19,2,26.275,BAL,,PIT,L 20-23,,,,,,,,,
41,1999,1999-09-26,3,26.282,BAL,,CLE,W 17-10,,,,,,,,,
42,1999,1999-10-03,4,26.289,BAL,@,ATL,W 19-13,,,,,,,,,
43,1999,1999-10-10,5,26.296,BAL,@,TEN,L 11-14,,,,,,,,,
44,1999,1999-10-21,6,26.307,BAL,,KAN,L 8-35,,,,,,,,,
45,1999,1999-10-31,7,26.317,BAL,,BUF,L 10-13,,,,,,,,,
46,1999,1999-11-07,8,26.324,BAL,@,CLE,W 41-9,,,,,,,,,
47,1999,1999-11-14,9,26.331,BAL,@,JAX,L 3-6,,1,12,12.00,0,0.0,0,0,0
48,1999,1999-11-21,10,26.338,BAL,@,CIN,W 34-31,,,,,,,,,
49,1999,1999-11-28,11,26.345,BAL,,JAX,L 23-30,,,,,,,,,
50,1999,1999-12-05,12,26.352,BAL,,TEN,W 41-14,,,,,,,,,
51,1999,1999-12-12,13,26.359,BAL,@,PIT,W 31-24,,,,,,,,,
52,1999,1999-12-19,14,27.001,BAL,,NOR,W 31-8,,,,,,,,,
53,1999,1999-12-26,15,27.008,BAL,,CIN,W 22-0,,0,0,,0,1.0,0,0,0
54,1999,2000-01-02,16,27.015,BAL,@,NWE,L 3-20,,,,,,,,,
55,2000,2000-09-03,1,27.260,BAL,@,PIT,W 16-0,,,,,,,,,
56,2000,2000-09-10,2,27.267,BAL,,JAX,W 39-36,,,,,,,,,
57,2000,2000-09-17,3,27.274,BAL,@,MIA,L 6-19,,1,17,17.00,0,0.0,0,0,0
58,2000,2000-09-24,4,27.281,BAL,,CIN,W 37-0,,,,,,,,,
59,2000,2000-10-01,5,27.288,BAL,@,CLE,W 12-0,,,,,,,,,
60,2000,2000-10-08,6,27.295,BAL,@,JAX,W 15-10,,,,,,,,,
61,2000,2000-10-15,7,27.302,BAL,@,WAS,L 3-10,,,,,,,,,
62,2000,2000-10-22,8,27.309,BAL,,TEN,L 6-14,,,,,,,,,
