ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2005,2005-09-11,1,23.193,NYJ,@,KAN,L 7-27,,1,1,100.0,,1,0.0,0,1,0.0,,,0,0,,0
2,2005,2005-09-18,2,23.200,NYJ,,MIA,W 17-7,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
3,2005,2005-09-25,3,23.207,NYJ,,JAX,L 20-26,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
4,2005,2005-10-02,4,23.214,NYJ,@,BAL,L 3-13,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
5,2005,2005-10-09,5,23.221,NYJ,,TAM,W 14-12,,2,2,100.0,,2,0.0,0,2,0.0,,,0,0,,0
6,2005,2005-10-16,6,23.228,NYJ,@,BUF,L 17-27,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
7,2005,2005-10-24,7,23.236,NYJ,@,ATL,L 14-27,,2,2,100.0,,,,0,2,,,,,,,
8,2005,2005-11-06,8,23.249,NYJ,,SDG,L 26-31,,2,2,100.0,2,3,66.7,0,8,0.0,,,0,0,,0
9,2005,2005-11-13,9,23.256,NYJ,@,CAR,L 3-30,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
10,2005,2005-11-20,10,23.263,NYJ,@,DEN,L 0-27,,,,,,,,,,,,,,,,
11,2005,2005-11-27,11,23.270,NYJ,,NOR,L 19-21,,1,1,100.0,4,5,80.0,0,13,0.0,,,0,0,,0
12,2005,2005-12-04,12,23.277,NYJ,@,NWE,L 3-16,,,,,1,1,100.0,0,3,0.0,,,0,0,,0
13,2005,2005-12-11,13,23.284,NYJ,,OAK,W 26-10,,2,2,100.0,4,4,100.0,0,14,0.0,,,0,0,,0
14,2005,2005-12-18,14,23.291,NYJ,@,MIA,L 20-24,,2,2,100.0,2,2,100.0,0,8,0.0,,,1,18,18.00,0
15,2005,2005-12-26,15,23.299,NYJ,,NWE,L 21-31,,3,3,100.0,,,,0,3,,,,,,,
16,2005,2006-01-01,16,23.305,NYJ,,BUF,W 30-26,,3,3,100.0,3,4,75.0,0,12,0.0,,,0,0,,0
17,2006,2006-09-10,1,24.192,NYJ,@,TEN,W 23-16,,2,3,66.7,1,3,33.3,0,5,0.0,,,0,0,,0
18,2006,2006-09-17,2,24.199,NYJ,,NWE,L 17-24,,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
19,2006,2006-09-24,3,24.206,NYJ,@,BUF,W 28-20,,4,4,100.0,,,,0,4,,,,,,,
20,2006,2006-10-01,4,24.213,NYJ,,IND,L 28-31,,4,4,100.0,,,,0,4,,,,,,,
21,2006,2006-10-15,6,24.227,NYJ,,MIA,W 20-17,,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
22,2006,2006-10-22,7,24.234,NYJ,,DET,W 31-24,,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
