ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-09-30,1,23.036,CHI,@,GNB,W 31-20,9,23,2.56,1,1,1,1.00,0
2,1951,1951-10-07,2,23.043,CHI,@,CRD,L 14-28,3,14,4.67,0,2,27,13.50,0
3,1951,1951-10-14,3,23.050,CHI,,NYY,W 24-21,12,58,4.83,0,0,0,,0
4,1951,1951-10-21,4,23.057,CHI,,SFO,W 13-7,16,112,7.00,0,1,77,77.00,1
5,1951,1951-10-28,5,23.064,CHI,@,DET,W 28-23,17,105,6.18,2,1,10,10.00,0
6,1951,1951-11-04,6,23.071,CHI,@,WAS,W 27-0,12,73,6.08,0,0,0,,0
7,1951,1951-11-11,7,23.078,CHI,,DET,L 28-41,8,31,3.88,0,2,23,11.50,0
8,1951,1951-11-18,8,23.085,CHI,,GNB,W 24-13,17,117,6.88,0,1,7,7.00,0
9,1951,1951-11-25,9,23.092,CHI,@,CLE,L 21-42,6,23,3.83,0,3,42,14.00,0
10,1951,1951-12-02,10,23.099,CHI,,RAM,L 17-42,16,54,3.38,0,0,0,,0
11,1951,1951-12-09,11,23.106,CHI,@,NYY,W 45-21,6,51,8.50,0,0,0,,0
12,1951,1951-12-16,12,23.113,CHI,,CRD,L 14-24,5,9,1.80,0,0,0,,0
13,1952,1952-09-28,1,24.034,CHI,@,GNB,W 24-14,8,75,9.38,1,2,34,17.00,1
14,1952,1952-10-05,2,24.041,CHI,@,CRD,L 10-21,24,121,5.04,0,0,0,,0
15,1952,1952-10-12,3,24.048,CHI,,DTX,W 38-20,9,39,4.33,1,4,54,13.50,0
16,1952,1952-10-19,4,24.055,CHI,,SFO,L 16-40,10,31,3.10,0,1,-7,-7.00,0
17,1952,1952-10-26,5,24.062,CHI,@,RAM,L 7-31,14,36,2.57,1,2,28,14.00,0
18,1953,1953-10-04,2,25.040,CHI,@,GNB,W 17-13,11,40,3.64,1,1,3,3.00,0
19,1953,1953-10-11,3,25.047,CHI,,BAL,L 14-16,21,53,2.52,0,1,7,7.00,0
20,1953,1953-10-18,4,25.054,CHI,,SFO,L 28-35,1,-2,-2.00,0,0,0,,0
21,1953,1953-11-01,6,25.068,CHI,@,SFO,L 14-24,1,1,1.00,0,0,0,,0
22,1953,1953-11-08,7,25.075,CHI,,GNB,T 21-21,10,20,2.00,0,0,0,,0
23,1953,1953-11-15,8,25.082,CHI,@,WAS,W 27-24,5,10,2.00,0,0,0,,0
24,1953,1953-12-06,11,25.103,CHI,@,DET,L 7-13,1,-1,-1.00,0,0,0,,0
25,1953,1953-12-13,12,25.110,CHI,,CRD,L 17-24,8,29,3.63,0,0,0,,0
