ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1988,1988-09-04,1,23.244,PIT,,DAL,W 24-21,,0,0,,0
2,1988,1988-09-11,2,23.251,PIT,@,WAS,L 29-30,,0,0,,0
3,1988,1988-09-18,3,23.258,PIT,,CIN,L 12-17,,0,0,,0
4,1988,1988-09-25,4,23.265,PIT,@,BUF,L 28-36,,1,10,10.00,0
5,1988,1988-10-02,5,23.272,PIT,,CLE,L 9-23,,0,0,,0
6,1988,1988-10-09,6,23.279,PIT,@,PHO,L 14-31,,0,0,,0
7,1988,1988-10-16,7,23.286,PIT,,HOU,L 14-34,,0,0,,0
8,1988,1988-10-23,8,23.293,PIT,,DEN,W 39-21,,0,0,,0
9,1988,1988-10-30,9,23.300,PIT,@,NYJ,L 20-24,,0,0,,0
10,1988,1988-11-06,10,23.307,PIT,@,CIN,L 7-42,,0,0,,0
11,1988,1988-11-13,11,23.314,PIT,,PHI,L 26-27,,0,0,,0
12,1988,1988-11-20,12,23.321,PIT,@,CLE,L 7-27,,0,0,,0
13,1988,1988-11-27,13,23.328,PIT,,KAN,W 16-10,,0,0,,0
14,1988,1988-12-04,14,23.335,PIT,@,HOU,W 37-34,,0,0,,0
15,1988,1988-12-11,15,23.342,PIT,@,SDG,L 14-20,,0,0,,0
16,1988,1988-12-18,16,23.349,PIT,,MIA,W 40-24,,0,0,,0
17,1989,1989-09-24,3,24.263,PIT,,MIN,W 27-14,,,,,
18,1989,1989-10-01,4,24.270,PIT,@,DET,W 23-3,,,,,
19,1989,1989-10-08,5,24.277,PIT,,CIN,L 16-26,,,,,
20,1989,1989-10-15,6,24.284,PIT,@,CLE,W 17-7,,,,,
21,1989,1989-10-22,7,24.291,PIT,@,HOU,L 0-27,,,,,
22,1989,1989-10-29,8,24.298,PIT,,KAN,W 23-17,,,,,
23,1989,1989-11-05,9,24.305,PIT,@,DEN,L 7-34,,,,,
24,1989,1989-11-12,10,24.312,PIT,,CHI,L 0-20,,,,,
25,1989,1989-11-19,11,24.319,PIT,,SDG,W 20-17,,,,,
26,1989,1989-11-26,12,24.326,PIT,@,MIA,W 34-14,,,,,
27,1989,1989-12-03,13,24.333,PIT,,HOU,L 16-23,,,,,
28,1989,1989-12-10,14,24.340,PIT,@,NYJ,W 13-0,,,,,
