ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2012,2012-10-14,6,22.157,ARI,,BUF,L 16-19,,,,,,,0.0%,
2,2012,2012-12-30,16,22.234,ARI,@,SFO,L 13-27,,1,1,10,10.00,0,100.0%,10.00
3,2014,2014-09-28,4,24.141,NOR,@,DAL,L 17-38,,,,,,,0.0%,
4,2014,2014-10-05,5,24.148,NOR,,TAM,W 37-31,,,,,,,0.0%,
5,2014,2014-10-19,6,24.162,NOR,@,DET,L 23-24,,,,,,,0.0%,
6,2014,2014-10-26,7,24.169,NOR,,GNB,W 44-23,,,,,,,0.0%,
7,2014,2014-10-30,8,24.173,NOR,@,CAR,W 28-10,,,,,,,0.0%,
8,2014,2014-11-09,9,24.183,NOR,,SFO,L 24-27,,,,,,,0.0%,
9,2014,2014-11-30,12,24.204,NOR,@,PIT,W 35-32,,,,,,,0.0%,
10,2014,2014-12-15,14,24.219,NOR,@,CHI,W 31-15,,,,,,,0.0%,
11,2014,2014-12-21,15,24.225,NOR,,ATL,L 14-30,,,,,,,0.0%,
12,2014,2014-12-28,16,24.232,NOR,@,TAM,W 23-20,,,,,,,0.0%,
13,2015,2015-09-13,1,25.126,NOR,@,ARI,L 19-31,,0,0,0,,0,0.0%,
14,2015,2015-09-20,2,25.133,NOR,,TAM,L 19-26,,0,0,0,,0,0.0%,
15,2015,2015-09-27,3,25.140,NOR,@,CAR,L 22-27,*,0,0,0,,0,0.0%,
16,2015,2015-10-04,4,25.147,NOR,,DAL,W 26-20,*,0,0,0,,0,0.0%,
17,2015,2015-10-11,5,25.154,NOR,@,PHI,L 17-39,*,0,0,0,,0,0.0%,
18,2015,2015-10-15,6,25.158,NOR,,ATL,W 31-21,*,0,0,0,,0,0.0%,
19,2015,2015-10-25,7,25.168,NOR,@,IND,W 27-21,,0,0,0,,0,0.0%,
20,2015,2015-11-01,8,25.175,NOR,,NYG,W 52-49,,0,0,0,,0,0.0%,
21,2015,2015-11-08,9,25.182,NOR,,TEN,L 28-34,,0,0,0,,0,0.0%,
22,2015,2015-11-15,10,25.189,NOR,@,WAS,L 14-47,,0,0,0,,0,0.0%,
23,2015,2015-11-29,11,25.203,NOR,@,HOU,L 6-24,,0,0,0,,0,0.0%,
24,2015,2015-12-06,12,25.210,NOR,,CAR,L 38-41,,0,0,0,,0,0.0%,
25,2015,2015-12-13,13,25.217,NOR,@,TAM,W 24-17,,0,0,0,,0,0.0%,
26,2015,2015-12-21,14,25.225,NOR,,DET,L 27-35,,0,0,0,,0,0.0%,
27,2015,2015-12-27,15,25.231,NOR,,JAX,W 38-27,,0,0,0,,0,0.0%,
28,2015,2016-01-03,16,25.238,NOR,@,ATL,W 20-17,*,0,0,0,,0,0.0%,
29,2016,2016-09-11,1,26.124,NOR,,OAK,L 34-35,,0,0,0,,0,0.0%,
30,2016,2016-09-18,2,26.131,NOR,@,NYG,L 13-16,,0,0,0,,0,0.0%,
31,2016,2016-09-26,3,26.139,NOR,,ATL,L 32-45,*,0,0,0,,0,0.0%,
32,2016,2016-10-16,5,26.159,NOR,,CAR,W 41-38,*,0,0,0,,0,0.0%,
33,2016,2016-10-23,6,26.166,NOR,@,KAN,L 21-27,*,0,0,0,,0,0.0%,
34,2016,2016-10-30,7,26.173,NOR,,SEA,W 25-20,,0,0,0,,0,0.0%,
35,2016,2016-11-06,8,26.180,NOR,@,SFO,W 41-23,,0,0,0,,0,0.0%,
36,2016,2016-11-13,9,26.187,NOR,,DEN,L 23-25,*,0,0,0,,0,0.0%,
37,2016,2016-11-17,10,26.191,NOR,@,CAR,L 20-23,*,0,0,0,,0,0.0%,
38,2016,2016-11-27,11,26.201,NOR,,LAR,W 49-21,,0,0,0,,0,0.0%,
39,2016,2016-12-04,12,26.208,NOR,,DET,L 13-28,*,0,0,0,,0,0.0%,
40,2016,2016-12-11,13,26.215,NOR,@,TAM,L 11-16,,0,0,0,,0,0.0%,
41,2016,2016-12-18,14,26.222,NOR,@,ARI,W 48-41,*,0,0,0,,0,0.0%,
42,2016,2016-12-24,15,26.228,NOR,,TAM,W 31-24,*,0,0,0,,0,0.0%,
43,2016,2017-01-01,16,26.236,NOR,@,ATL,L 32-38,*,0,0,0,,0,0.0%,
44,2017,2017-09-11,1,27.124,NOR,@,MIN,L 19-29,,0,0,0,,0,0.0%,
45,2017,2017-09-17,2,27.130,NOR,,NWE,L 20-36,*,0,0,0,,0,0.0%,
46,2017,2017-09-24,3,27.137,NOR,@,CAR,W 34-13,*,0,0,0,,0,0.0%,
47,2017,2017-10-01,4,27.144,NOR,@,MIA,W 20-0,,0,0,0,,0,0.0%,
48,2017,2017-10-15,5,27.158,NOR,,DET,W 52-38,,0,0,0,,0,0.0%,
49,2017,2017-10-22,6,27.165,NOR,@,GNB,W 26-17,,0,0,0,,0,0.0%,
50,2017,2017-10-29,7,27.172,NOR,,CHI,W 20-12,*,0,0,0,,0,0.0%,
51,2017,2017-11-05,8,27.179,NOR,,TAM,W 30-10,*,0,0,0,,0,0.0%,
52,2017,2017-11-12,9,27.186,NOR,@,BUF,W 47-10,,0,0,0,,0,0.0%,
53,2017,2017-11-19,10,27.193,NOR,,WAS,W 34-31,,0,0,0,,0,0.0%,
54,2017,2017-11-26,11,27.200,NOR,@,LAR,L 20-26,,0,0,0,,0,0.0%,
55,2017,2017-12-03,12,27.207,NOR,,CAR,W 31-21,*,0,0,0,,0,0.0%,
56,2017,2017-12-07,13,27.211,NOR,@,ATL,L 17-20,*,0,0,0,,0,0.0%,
57,2017,2017-12-17,14,27.221,NOR,,NYJ,W 31-19,*,0,0,0,,0,0.0%,
58,2017,2017-12-24,15,27.228,NOR,,ATL,W 23-13,,0,0,0,,0,0.0%,
59,2017,2017-12-31,16,27.235,NOR,@,TAM,L 24-31,*,0,0,0,,0,0.0%,
60,2018,2018-09-09,1,28.122,HOU,@,NWE,L 20-27,*,0,0,0,,0,0.0%,
61,2018,2018-09-16,2,28.129,HOU,@,TEN,L 17-20,*,0,0,0,,0,0.0%,
