ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-12,1,22.277,OAK,@,DEN,W 23-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2011,2011-09-18,2,22.283,OAK,@,BUF,L 35-38,*,8,5,146,29.20,1,62.5%,18.25,1,25,25.00,0,0,0,,0,0,0,,0,1,6,0.0,0,0
3,2011,2011-09-25,3,22.290,OAK,,NYJ,W 34-24,*,6,4,34,8.50,0,66.7%,5.67,1,23,23.00,1,0,0,,0,3,15,5.00,0,1,6,0.0,0,0
4,2011,2011-10-02,4,22.297,OAK,,NWE,L 19-31,*,5,3,19,6.33,1,60.0%,3.80,0,0,,0,0,0,,0,1,18,18.00,0,1,6,0.0,0,0
5,2011,2011-10-09,5,22.304,OAK,@,HOU,W 25-20,*,6,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,4,34,8.50,0,0,0,0.0,0,0
6,2011,2011-10-16,6,22.311,OAK,,CLE,W 24-17,*,4,1,9,9.00,0,25.0%,2.25,1,-3,-3.00,0,0,0,,0,2,-6,-3.00,0,0,0,0.0,0,0
7,2011,2011-10-23,7,22.318,OAK,,KAN,L 0-28,*,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0,,0,4,39,9.75,0,0,0,0.0,2,0
8,2011,2011-11-06,8,22.332,OAK,,DEN,L 24-38,*,12,4,61,15.25,0,33.3%,5.08,0,0,,0,0,0,,0,4,43,10.75,0,0,0,0.0,1,0
9,2011,2011-11-10,9,22.336,OAK,@,SDG,W 24-17,,7,5,123,24.60,2,71.4%,17.57,0,0,,0,0,0,,0,3,38,12.67,0,2,12,0.0,0,0
10,2011,2011-11-20,10,22.346,OAK,@,MIN,W 27-21,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,1,20,20.00,0,2,34,17.00,0,0,0,0.0,0,0
