ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2012,2012-09-10,1,23.310,BAL,,CIN,W 44-13,,,,,,,,
2,2012,2012-09-16,2,23.316,BAL,@,PHI,L 23-24,,,,,,,,
3,2012,2012-09-23,3,23.323,BAL,,NWE,W 31-30,,,,,,,,
4,2012,2012-09-27,4,23.327,BAL,,CLE,W 23-16,,,,,,,,
5,2012,2012-10-07,5,23.337,BAL,@,KAN,W 9-6,,,,,,,,
6,2012,2012-10-14,6,23.344,BAL,,DAL,W 31-29,,,,,,,,
7,2012,2012-10-21,7,23.351,BAL,@,HOU,L 13-43,,,,,,,,
8,2012,2012-11-04,8,23.365,BAL,@,CLE,W 25-15,,,,,,,,
9,2012,2012-11-11,9,24.006,BAL,,OAK,W 55-20,,,,,,,,
10,2012,2012-11-18,10,24.013,BAL,@,PIT,W 13-10,,,,,,,,
11,2012,2012-11-25,11,24.020,BAL,@,SDG,W 16-13,,,,,,,,
12,2012,2012-12-02,12,24.027,BAL,,PIT,L 20-23,,,,,,,,
13,2012,2012-12-09,13,24.034,BAL,@,WAS,L 28-31,,,,,,,,
14,2012,2012-12-16,14,24.041,BAL,,DEN,L 17-34,,1,12,12.00,0,0.0,0,0
15,2012,2012-12-23,15,24.048,BAL,,NYG,W 33-14,,,,,,,,
16,2012,2012-12-30,16,24.055,BAL,@,CIN,L 17-23,,,,,,,,
17,2013,2013-09-05,1,24.304,BAL,@,DEN,L 27-49,*,,,,,,,
18,2013,2013-09-15,2,24.314,BAL,,CLE,W 14-6,*,0,0,,0,0.0,1,0
19,2013,2013-09-22,3,24.321,BAL,,HOU,W 30-9,*,,,,,,,
20,2013,2013-09-29,4,24.328,BAL,@,BUF,L 20-23,*,,,,,,,
21,2013,2013-10-06,5,24.335,BAL,@,MIA,W 26-23,*,,,,,,,
22,2013,2013-10-13,6,24.342,BAL,,GNB,L 17-19,*,0,0,,0,0.0,1,0
23,2013,2013-10-20,7,24.349,BAL,@,PIT,L 16-19,*,,,,,,,
24,2013,2013-11-03,8,24.363,BAL,@,CLE,L 18-24,*,,,,,,,
25,2013,2013-11-10,9,25.005,BAL,,CIN,W 20-17,*,0,0,,0,0.0,1,0
26,2013,2013-11-17,10,25.012,BAL,@,CHI,L 20-23,*,0,0,,0,0.0,0,0
27,2013,2013-11-24,11,25.019,BAL,,NYJ,W 19-3,*,,,,,,,
28,2013,2013-11-28,12,25.023,BAL,,PIT,W 22-20,*,,,,,,,
29,2013,2013-12-08,13,25.033,BAL,,MIN,W 29-26,*,,,,,,,
30,2013,2013-12-16,14,25.041,BAL,@,DET,W 18-16,*,0,0,,0,0.0,0,0
31,2013,2013-12-22,15,25.047,BAL,,NWE,L 7-41,*,0,0,,0,0.0,0,0
32,2013,2013-12-29,16,25.054,BAL,@,CIN,L 17-34,*,,,,,,,
33,2014,2014-09-07,1,25.306,BAL,,CIN,L 16-23,,,,,,,,
34,2014,2014-09-11,2,25.310,BAL,,PIT,W 26-6,,,,,,,,
35,2014,2014-09-21,3,25.320,BAL,@,CLE,W 23-21,,,,,,,,
36,2014,2014-09-28,4,25.327,BAL,,CAR,W 38-10,,,,,,,,
37,2014,2014-10-05,5,25.334,BAL,@,IND,L 13-20,,,,,,,,
38,2014,2014-10-12,6,25.341,BAL,@,TAM,W 48-17,,0,0,,0,0.0,0,0
39,2014,2014-10-19,7,25.348,BAL,,ATL,W 29-7,,,,,,,,
40,2014,2014-12-28,16,26.053,BAL,,CLE,W 20-10,,,,,,,,
41,2015,2015-11-08,9,27.003,ATL,@,SFO,L 16-17,,0,0,,0,0.0,0,0
42,2015,2015-12-06,12,27.031,ATL,@,TAM,L 19-23,,0,0,,0,0.0,0,0
43,2015,2015-12-20,14,27.045,ATL,@,JAX,W 23-17,,0,0,,0,0.0,0,0
44,2015,2016-01-03,16,27.059,ATL,,NOR,L 17-20,*,0,0,,0,0.0,0,0
45,2016,2016-09-18,2,27.318,CAR,,SFO,W 46-27,,0,0,,0,0.0,0,0
46,2016,2016-09-25,3,27.325,CAR,,MIN,L 10-22,,0,0,,0,0.0,0,0
47,2016,2016-10-02,4,27.332,CAR,@,ATL,L 33-48,,0,0,,0,0.0,0,0
48,2016,2016-10-10,5,27.340,CAR,,TAM,L 14-17,,0,0,,0,0.0,0,0
49,2016,2016-10-16,6,27.346,CAR,@,NOR,L 38-41,,0,0,,0,0.0,0,0
50,2016,2016-10-30,7,27.360,CAR,,ARI,W 30-20,,0,0,,0,0.0,0,0
51,2016,2016-11-06,8,28.001,CAR,@,LAR,W 13-10,*,0,0,,0,0.0,0,0
52,2016,2016-11-13,9,28.008,CAR,,KAN,L 17-20,*,0,0,,0,0.0,0,0
53,2016,2016-11-27,11,28.022,CAR,@,OAK,L 32-35,*,0,0,,0,0.0,0,0
