ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1965,1965-11-28,11,22.087,DAL,@,WAS,L 31-34,1,0,0.00,0,0,0,,0,0,0
2,1966,1966-09-11,1,23.009,WAS,,CLE,L 14-38,10,31,3.10,0,3,29,9.67,0,0,0
3,1966,1966-09-18,2,23.016,WAS,@,STL,L 7-23,9,19,2.11,0,2,33,16.50,0,0,0
4,1966,1966-09-25,3,23.023,WAS,@,PIT,W 33-27,4,10,2.50,0,2,5,2.50,0,0,0
5,1966,1966-10-09,5,23.037,WAS,,ATL,W 33-20,6,35,5.83,0,1,8,8.00,0,0,0
6,1966,1966-10-16,6,23.044,WAS,@,NYG,L 10-13,1,7,7.00,0,1,4,4.00,0,0,0
7,1966,1966-10-23,7,23.051,WAS,,STL,W 26-20,9,23,2.56,0,2,2,1.00,0,0,0
8,1966,1966-10-30,8,23.058,WAS,@,PHI,W 27-13,6,25,4.17,0,1,6,6.00,0,0,0
9,1966,1966-11-06,9,23.065,WAS,@,BAL,L 10-37,2,35,17.50,0,1,1,1.00,0,0,0
10,1966,1966-11-13,10,23.072,WAS,,DAL,L 30-31,7,17,2.43,0,0,0,,0,0,0
11,1966,1966-11-20,11,23.079,WAS,@,CLE,L 3-14,16,98,6.13,0,3,12,4.00,0,0,0
12,1966,1966-11-27,12,23.086,WAS,,NYG,W 72-41,6,74,12.33,2,1,5,5.00,1,3,18
13,1966,1966-12-11,13,23.100,WAS,@,DAL,W 34-31,11,92,8.36,0,1,-4,-4.00,0,0,0
14,1966,1966-12-18,14,23.107,WAS,,PHI,L 28-37,6,6,1.00,0,0,0,,0,0,0
15,1967,1967-09-17,1,24.015,WAS,@,PHI,L 24-35,4,8,2.00,0,0,0,,0,0,0
16,1967,1967-09-24,2,24.022,WAS,@,NOR,W 30-10,3,12,4.00,0,0,0,,0,0,0
17,1967,1967-10-08,4,24.036,WAS,,DAL,L 14-17,1,0,0.00,0,1,26,26.00,0,0,0
18,1967,1967-10-15,5,24.043,WAS,@,ATL,T 20-20,1,3,3.00,0,2,29,14.50,0,0,0
19,1967,1967-10-22,6,24.050,WAS,@,RAM,T 28-28,6,43,7.17,0,4,39,9.75,0,0,0
20,1967,1967-10-29,7,24.057,WAS,,BAL,L 13-17,8,48,6.00,0,4,39,9.75,0,0,0
21,1967,1967-11-05,8,24.064,WAS,,STL,L 21-27,7,57,8.14,0,1,6,6.00,0,0,0
22,1967,1967-11-12,9,24.071,WAS,,SFO,W 31-28,9,40,4.44,0,4,49,12.25,0,0,0
23,1967,1967-11-19,10,24.078,WAS,@,DAL,W 27-20,9,17,1.89,0,3,51,17.00,1,1,6
24,1967,1967-11-26,11,24.085,WAS,@,CLE,L 37-42,14,28,2.00,0,8,102,12.75,0,0,0
25,1967,1967-12-03,12,24.092,WAS,,PHI,T 35-35,7,53,7.57,0,2,59,29.50,0,0,0
26,1967,1967-12-10,13,24.099,WAS,@,PIT,W 15-10,11,32,2.91,1,1,16,16.00,0,1,6
27,1967,1967-12-17,14,24.106,WAS,,NOR,L 14-30,11,43,3.91,0,6,78,13.00,1,1,6
28,1968,1968-09-15,1,25.013,WAS,@,CHI,W 38-28,4,27,6.75,0,0,0,,0,0,0
29,1968,1968-09-22,2,25.020,WAS,@,NOR,L 17-37,3,13,4.33,0,0,0,,0,0,0
30,1968,1968-09-29,3,25.027,WAS,@,NYG,L 21-48,4,21,5.25,0,4,49,12.25,0,0,0
31,1968,1968-10-06,4,25.034,WAS,,PHI,W 17-14,3,6,2.00,0,2,-8,-4.00,0,0,0
32,1968,1968-10-13,5,25.041,WAS,,PIT,W 16-13,2,-1,-0.50,0,1,4,4.00,0,0,0
33,1968,1968-10-20,6,25.048,WAS,@,STL,L 14-41,5,11,2.20,0,1,14,14.00,0,0,0
34,1968,1968-10-27,7,25.055,WAS,,NYG,L 10-13,7,25,3.57,0,1,18,18.00,0,0,0
35,1968,1968-11-03,8,25.062,WAS,@,MIN,L 14-27,6,15,2.50,0,4,30,7.50,0,0,0
36,1968,1968-11-10,9,25.069,WAS,@,PHI,W 16-10,2,6,3.00,0,0,0,,0,0,0
37,1968,1968-11-17,10,25.076,WAS,,DAL,L 24-44,1,2,2.00,0,0,0,,0,0,0
