ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1995,1995-11-26,12,24.096,JAX,,CIN,L 13-17
2,1995,1995-12-03,13,24.103,JAX,@,DEN,L 23-31
3,1995,1995-12-10,14,24.110,JAX,,IND,L 31-41
4,1995,1995-12-17,15,24.117,JAX,@,DET,L 0-44
5,1995,1995-12-24,16,24.124,JAX,,CLE,W 24-21
