ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2016,2016-09-11,1,22.140,DET,@,IND,W 39-35,,2,1,0.50,1,0,0,0,,0,0.0%,,0,0,,0,1,6
2,2016,2016-09-18,2,22.147,DET,,TEN,L 15-16,,4,31,7.75,0,0,0,0,,0,0.0%,,1,25,25.00,0,0,0
3,2016,2016-09-25,3,22.154,DET,@,GNB,L 27-34,,10,38,3.80,0,1,1,-3,-3.00,0,100.0%,-3.00,1,21,21.00,0,0,0
4,2016,2016-10-02,4,22.161,DET,@,CHI,L 14-17,,2,6,3.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
5,2016,2016-11-06,9,22.196,DET,@,MIN,W 22-16,,10,26,2.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
6,2016,2016-11-20,10,22.210,DET,,JAX,W 26-19,,13,6,0.46,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0
7,2016,2016-11-24,11,22.214,DET,,MIN,W 16-13,,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0
8,2016,2016-12-04,12,22.224,DET,@,NOR,W 28-13,,7,21,3.00,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
9,2016,2016-12-11,13,22.231,DET,,CHI,W 20-17,*,16,64,4.00,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
10,2016,2016-12-18,14,22.238,DET,@,NYG,L 6-17,*,14,31,2.21,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0
11,2016,2016-12-26,15,22.246,DET,@,DAL,L 21-42,,7,22,3.14,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
12,2016,2017-01-01,16,22.252,DET,,GNB,L 24-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
13,2017,2017-09-10,1,23.139,DET,,ARI,W 35-23,,6,22,3.67,0,0,0,0,,0,0.0%,,2,31,15.50,0,0,0
14,2017,2017-09-18,2,23.147,DET,@,NYG,W 24-10,,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
15,2017,2017-10-29,7,23.188,DET,,PIT,L 15-20,,6,12,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
16,2017,2017-11-06,8,23.196,DET,@,GNB,W 30-17,,5,1,0.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0
17,2017,2017-11-12,9,23.202,DET,,CLE,W 38-24,,0,0,,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
