ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-09-01,1,22.292,BAL,,OAK,W 19-14,,,,,,,,,
2,1996,1996-09-08,2,22.299,BAL,@,PIT,L 17-31,,,,,,,,,
3,1996,1996-09-15,3,22.306,BAL,@,HOU,L 13-29,,,,,,,,,
4,1996,1996-09-29,4,22.320,BAL,,NOR,W 17-10,,,,,,,,,
5,1996,1996-10-06,5,22.327,BAL,,NWE,L 38-46,,,,,,,,,
6,1996,1996-10-13,6,22.334,BAL,@,IND,L 21-26,,,,,,,,,
7,1996,1996-10-20,7,22.341,BAL,@,DEN,L 34-45,,,,,,,,,
8,1996,1996-10-27,8,22.348,BAL,,STL,W 37-31,,,,,,,,,
9,1996,1996-11-03,9,22.355,BAL,,CIN,L 21-24,,,,,,,,,
10,1996,1996-11-10,10,22.362,BAL,@,JAX,L 27-30,,,,,,,,,
11,1996,1996-11-17,11,23.003,BAL,@,SFO,L 20-38,,,,,,,,,
12,1996,1996-11-24,12,23.010,BAL,,JAX,L 25-28,,,,,,,,,
13,1996,1996-12-01,13,23.017,BAL,,PIT,W 31-17,,,,,,,,,
14,1996,1996-12-15,15,23.031,BAL,@,CAR,L 16-27,,,,,,,,,
15,1996,1996-12-22,16,23.038,BAL,,HOU,L 21-24,,,,,,,,,
16,1997,1997-08-31,1,23.290,BAL,,JAX,L 27-28,,,,,,,,,
17,1997,1997-09-07,2,23.297,BAL,,CIN,W 23-10,,,,,,,,,
18,1997,1997-09-14,3,23.304,BAL,@,NYG,W 24-23,,,,,,,,,
19,1997,1997-09-21,4,23.311,BAL,@,TEN,W 36-10,,,,,,,,,
20,1997,1997-09-28,5,23.318,BAL,@,SDG,L 17-21,,,,,,,,,
21,1997,1997-10-05,6,23.325,BAL,,PIT,L 34-42,,,,,,,,,
22,1997,1997-10-19,7,23.339,BAL,,MIA,L 13-24,,,,,,,,,
23,1997,1997-10-26,8,23.346,BAL,@,WAS,W 20-17,,,,,,,,,
24,1997,1997-11-02,9,23.353,BAL,@,NYJ,L 16-19,,,,,,,,,
25,1997,1997-11-09,10,23.360,BAL,@,PIT,L 0-37,,,,,,,,,
26,1997,1997-11-16,11,24.002,BAL,,PHI,T 10-10,,,,,,,,,
27,1997,1997-11-23,12,24.009,BAL,,ARI,L 13-16,,,,,,,,,
28,1997,1997-11-30,13,24.016,BAL,@,JAX,L 27-29,,,,,,,,,
29,1997,1997-12-07,14,24.023,BAL,,SEA,W 31-24,,0,0,,0,0.0,1,15,0
30,1997,1997-12-14,15,24.030,BAL,,TEN,W 21-19,,,,,,,,,
31,1997,1997-12-21,16,24.037,BAL,@,CIN,L 14-16,,,,,,,,,
32,1998,1998-09-06,1,24.296,BAL,,PIT,L 13-20,,,,,,,,,
33,1998,1998-09-13,2,24.303,BAL,@,NYJ,W 24-10,,0,0,,0,0.0,1,0,0
34,1998,1998-09-20,3,24.310,BAL,@,JAX,L 10-24,,,,,,,,,
35,1998,1998-09-27,4,24.317,BAL,,CIN,W 31-24,,,,,,,,,
36,1998,1998-10-11,5,24.331,BAL,,TEN,L 8-12,,,,,,,,,
