ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
37,1998,1998-10-18,6,24.338,BAL,@,PIT,L 6-16,,,,,,,,,
38,1998,1998-10-25,7,24.345,BAL,@,GNB,L 10-28,,,,,,,,,
39,1998,1998-11-01,8,24.352,BAL,,JAX,L 19-45,,,,,,,,,
40,1998,1998-11-08,9,24.359,BAL,,OAK,W 13-10,,,,,,,,,
41,1998,1998-11-15,10,25.001,BAL,@,SDG,L 13-14,,,,,,,,,
42,1998,1998-11-22,11,25.008,BAL,@,CIN,W 20-13,,,,,,,,,
43,1998,1998-11-29,12,25.015,BAL,,IND,W 38-31,,,,,,,,,
44,1998,1998-12-06,13,25.022,BAL,@,TEN,L 14-16,,,,,,,,,
45,1998,1998-12-13,14,25.029,BAL,,MIN,L 28-38,,,,,,,,,
46,1998,1998-12-20,15,25.036,BAL,@,CHI,L 3-24,,,,,,,,,
47,1998,1998-12-27,16,25.043,BAL,,DET,W 19-10,,,,,,,,,
48,1999,1999-09-12,1,25.302,BAL,@,STL,L 10-27,*,0,0,,0,1.0,0,0,0
49,1999,1999-09-19,2,25.309,BAL,,PIT,L 20-23,*,,,,,,,,
50,1999,1999-09-26,3,25.316,BAL,,CLE,W 17-10,*,,,,,,,,
51,1999,1999-10-03,4,25.323,BAL,@,ATL,W 19-13,*,,,,,,,,
52,1999,1999-10-10,5,25.330,BAL,@,TEN,L 11-14,*,,,,,,,,
53,1999,1999-10-21,6,25.341,BAL,,KAN,L 8-35,,,,,,,,,
54,1999,1999-10-31,7,25.351,BAL,,BUF,L 10-13,*,,,,,,,,
55,1999,1999-11-07,8,25.358,BAL,@,CLE,W 41-9,*,,,,,,,,
56,1999,1999-11-14,9,26.000,BAL,@,JAX,L 3-6,*,,,,,,,,
57,1999,1999-11-21,10,26.007,BAL,@,CIN,W 34-31,*,,,,,,,,
58,1999,1999-11-28,11,26.014,BAL,,JAX,L 23-30,*,,,,,,,,
59,1999,1999-12-05,12,26.021,BAL,,TEN,W 41-14,*,,,,,,,,
60,1999,1999-12-12,13,26.028,BAL,@,PIT,W 31-24,*,,,,,,,,
61,1999,1999-12-19,14,26.035,BAL,,NOR,W 31-8,*,,,,,,,,
62,1999,1999-12-26,15,26.042,BAL,,CIN,W 22-0,*,,,,,,,,
63,1999,2000-01-02,16,26.049,BAL,@,NWE,L 3-20,*,,,,,,,,
64,2000,2000-09-03,1,26.294,SDG,@,OAK,L 6-9,,,,,,,,,
65,2000,2000-09-10,2,26.301,SDG,,NOR,L 27-28,,,,,,,,,
66,2000,2000-09-24,4,26.315,SDG,,SEA,L 12-20,*,,,,,,,,
67,2000,2000-10-01,5,26.322,SDG,@,STL,L 31-57,*,,,,,,,,
68,2000,2000-10-08,6,26.329,SDG,,DEN,L 7-21,*,,,,,,,,
69,2000,2000-10-15,7,26.336,SDG,@,BUF,L 24-27,,,,,,,,,
70,2000,2000-10-29,8,26.350,SDG,,OAK,L 13-15,,,,,,,,,
71,2000,2000-11-05,9,26.357,SDG,@,SEA,L 15-17,,,,,,,,,
72,2000,2000-11-12,10,26.364,SDG,,MIA,L 7-17,*,,,,,,,,
73,2000,2000-11-19,11,27.005,SDG,@,DEN,L 37-38,,0,0,,0,0.0,1,16,0
74,2000,2000-11-26,12,27.012,SDG,,KAN,W 17-16,,,,,,,,,
75,2000,2000-12-03,13,27.019,SDG,,SFO,L 17-45,,,,,,,,,
76,2000,2000-12-10,14,27.026,SDG,@,BAL,L 3-24,*,1,0,0.00,0,0.0,0,0,0
77,2000,2000-12-17,15,27.033,SDG,@,CAR,L 22-30,*,,,,,,,,
78,2000,2000-12-24,16,27.040,SDG,,PIT,L 21-34,,,,,,,,,
79,2001,2001-09-09,1,27.299,TEN,,MIA,L 23-31,*,,,,,,,,
80,2001,2001-09-23,2,27.313,TEN,@,JAX,L 6-13,*,,,,,,,,
81,2001,2001-10-07,3,27.327,TEN,@,BAL,L 7-26,*,,,,,,,,
82,2001,2001-10-14,4,27.334,TEN,,TAM,W 31-28,*,,,,,,,,
83,2001,2001-10-21,5,27.341,TEN,@,DET,W 27-24,,,,,,,,,
84,2001,2001-10-29,6,27.349,TEN,@,PIT,L 7-34,,,,,,,,,
85,2001,2001-11-04,7,27.355,TEN,,JAX,W 28-24,,,,,,,,,
86,2001,2001-11-12,8,27.363,TEN,,BAL,L 10-16,*,,,,,,,,
87,2001,2001-11-18,9,28.004,TEN,@,CIN,W 20-7,,,,,,,,,
88,2001,2001-11-25,10,28.011,TEN,,PIT,L 24-34,,,,,,,,,
89,2001,2001-12-02,11,28.018,TEN,@,CLE,W 31-15,,,,,,,,,
90,2001,2001-12-16,13,28.032,TEN,,GNB,W 26-20,,,,,,,,,
91,2001,2001-12-22,14,28.038,TEN,@,OAK,W 13-10,,,,,,,,,
92,2001,2001-12-30,15,28.046,TEN,,CLE,L 38-41,,,,,,,,,
93,2001,2002-01-06,16,28.053,TEN,,CIN,L 21-23,*,,,,,,,,
