ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,2003,2003-09-07,1,22.229,NOR,@,SEA,L 10-27,*,
2,2003,2003-09-14,2,22.236,NOR,,HOU,W 31-10,*,1.0
3,2003,2003-10-05,5,22.257,NOR,@,CAR,L 13-19,,
4,2003,2003-10-12,6,22.264,NOR,,CHI,W 20-13,,
5,2003,2003-10-19,7,22.271,NOR,@,ATL,W 45-17,*,
6,2003,2003-10-26,8,22.278,NOR,,CAR,L 20-23,*,
7,2003,2003-11-02,9,22.285,NOR,@,TAM,W 17-14,*,
8,2003,2003-11-16,10,22.299,NOR,,ATL,W 23-20,*,
9,2003,2003-11-23,11,22.306,NOR,@,PHI,L 20-33,*,
10,2003,2003-11-30,12,22.313,NOR,@,WAS,W 24-20,*,
11,2003,2003-12-07,13,22.320,NOR,,TAM,L 7-14,*,
12,2003,2003-12-14,14,22.327,NOR,,NYG,W 45-7,*,
13,2003,2003-12-21,15,22.334,NOR,@,JAX,L 19-20,*,
14,2003,2003-12-28,16,22.341,NOR,,DAL,W 13-7,*,
15,2004,2004-09-12,1,23.235,NOR,,SEA,L 7-21,,
16,2004,2004-09-19,2,23.242,NOR,,SFO,W 30-27,*,
17,2004,2004-09-26,3,23.249,NOR,@,STL,W 28-25,,
18,2004,2004-10-03,4,23.256,NOR,@,ARI,L 10-34,*,
19,2004,2004-10-10,5,23.263,NOR,,TAM,L 17-20,*,0.5
20,2004,2004-10-17,6,23.270,NOR,,MIN,L 31-38,*,
21,2004,2004-11-07,8,23.291,NOR,@,SDG,L 17-43,,
22,2005,2005-09-11,1,24.233,NOR,@,CAR,W 23-20,,
23,2005,2005-09-19,2,24.241,NOR,,NYG,L 10-27,,
24,2005,2005-09-25,3,24.247,NOR,@,MIN,L 16-33,,
25,2005,2005-10-02,4,24.254,NOR,,BUF,W 19-7,,
26,2005,2005-10-09,5,24.261,NOR,@,GNB,L 3-52,,
27,2005,2005-10-16,6,24.268,NOR,,ATL,L 31-34,,
28,2005,2005-10-23,7,24.275,NOR,@,STL,L 17-28,,
29,2005,2005-10-30,8,24.282,NOR,,MIA,L 6-21,,
30,2005,2005-11-06,9,24.289,NOR,,CHI,L 17-20,,
31,2005,2005-11-20,10,24.303,NOR,@,NWE,L 17-24,,
32,2005,2005-11-27,11,24.310,NOR,@,NYJ,W 21-19,,
33,2005,2005-12-04,12,24.317,NOR,,TAM,L 3-10,,
34,2005,2005-12-12,13,24.325,NOR,@,ATL,L 17-36,,
35,2005,2005-12-18,14,24.331,NOR,,CAR,L 10-27,,
36,2005,2005-12-24,15,24.337,NOR,,DET,L 12-13,,
