ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1992,1992-09-06,1,23.121,MIN,@,GNB,W 23-20,,,,,,
2,1992,1992-09-13,2,23.128,MIN,@,DET,L 17-31,,,,,,
3,1992,1992-09-20,3,23.135,MIN,,TAM,W 26-20,,,,,,
4,1992,1992-09-27,4,23.142,MIN,@,CIN,W 42-7,,,,,,
5,1992,1992-10-04,5,23.149,MIN,,CHI,W 21-20,,,,,,
6,1992,1992-10-15,6,23.160,MIN,,DET,W 31-14,,,,,,
7,1992,1992-10-25,7,23.170,MIN,,WAS,L 13-15,,,,,,
8,1992,1992-11-02,8,23.178,MIN,@,CHI,W 38-10,,,,,,
9,1992,1992-11-08,9,23.184,MIN,@,TAM,W 35-7,,,,,,
10,1992,1992-11-15,10,23.191,MIN,,HOU,L 13-17,,,,,,
11,1992,1992-11-22,11,23.198,MIN,,CLE,W 17-13,,,,,,
12,1993,1993-09-05,1,24.120,MIN,@,RAI,L 7-24,,,,,,
13,1993,1993-09-12,2,24.127,MIN,,CHI,W 10-7,,,,,,
14,1993,1993-09-26,3,24.141,MIN,,GNB,W 15-13,,,,,,
15,1993,1993-10-03,4,24.148,MIN,@,SFO,L 19-38,,,,,,
16,1993,1993-10-10,5,24.155,MIN,,TAM,W 15-0,,,,,,
17,1993,1993-10-25,6,24.170,MIN,@,CHI,W 19-12,,,,,,
18,1993,1993-10-31,7,24.176,MIN,,DET,L 27-30,,,,,,
19,1993,1993-11-07,8,24.183,MIN,,SDG,L 17-30,,,,,,
20,1993,1993-11-14,9,24.190,MIN,@,DEN,W 26-23,,,,,,
21,1993,1993-11-21,10,24.197,MIN,@,TAM,L 10-23,,,,,,
22,1993,1993-11-28,11,24.204,MIN,,NOR,L 14-17,,,,,,
23,1993,1993-12-12,13,24.218,MIN,,DAL,L 20-37,,,,,,
24,1993,1993-12-19,14,24.225,MIN,@,GNB,W 21-17,,,,,,
25,1993,1993-12-26,15,24.232,MIN,,KAN,W 30-10,,,,,,
26,1993,1993-12-31,16,24.237,MIN,@,WAS,W 14-9,,,,,,
27,1994,1994-09-04,1,25.119,TAM,@,CHI,L 9-21,,0,0,,0,
28,1994,1994-09-11,2,25.126,TAM,,IND,W 24-10,,1,12,12.00,0,1.0
29,1994,1994-09-18,3,25.133,TAM,,NOR,L 7-9,,0,0,,0,
30,1994,1994-09-25,4,25.140,TAM,@,GNB,L 3-30,,0,0,,0,
31,1994,1994-10-02,5,25.147,TAM,,DET,W 24-14,,1,18,18.00,0,0.0
32,1994,1994-10-09,6,25.154,TAM,@,ATL,L 13-34,,0,0,,0,
33,1994,1994-10-23,7,25.168,TAM,@,SFO,L 16-41,,0,0,,0,1.0
34,1994,1994-10-30,8,25.175,TAM,,MIN,L 13-36,,0,0,,0,
35,1994,1994-11-06,9,25.182,TAM,,CHI,L 6-20,,0,0,,0,
36,1994,1994-11-13,10,25.189,TAM,@,DET,L 9-14,,0,0,,0,
37,1994,1994-11-20,11,25.196,TAM,@,SEA,L 21-22,,0,0,,0,
38,1994,1994-11-27,12,25.203,TAM,@,MIN,W 20-17,,0,0,,0,1.0
39,1994,1994-12-04,13,25.210,TAM,,WAS,W 26-21,,0,0,,0,1.0
40,1994,1994-12-11,14,25.217,TAM,,RAM,W 24-14,,0,0,,0,
41,1994,1994-12-18,15,25.224,TAM,@,WAS,W 17-14,,0,0,,0,
42,1994,1994-12-24,16,25.230,TAM,,GNB,L 19-34,,0,0,,0,
43,1995,1995-09-03,1,26.118,TAM,@,PHI,W 21-6,,0,0,,0,1.0
44,1995,1995-09-10,2,26.125,TAM,@,CLE,L 6-22,,,,,,
45,1995,1995-09-17,3,26.132,TAM,,CHI,L 6-25,,,,,,
46,1995,1995-09-24,4,26.139,TAM,,WAS,W 14-6,,0,0,,0,1.0
47,1995,1995-10-01,5,26.146,TAM,@,CAR,W 20-13,,,,,,
48,1995,1995-10-08,6,26.153,TAM,,CIN,W 19-16,,,,,,
49,1995,1995-10-15,7,26.160,TAM,,MIN,W 20-17,,,,,,
50,1995,1995-10-22,8,26.167,TAM,,ATL,L 21-24,,,,,,
51,1995,1995-10-29,9,26.174,TAM,@,HOU,L 7-19,,0,0,,0,1.0
52,1995,1995-11-12,10,26.188,TAM,@,DET,L 24-27,,,,,,
53,1995,1995-11-19,11,26.195,TAM,,JAX,W 17-16,,,,,,
54,1995,1995-11-26,12,26.202,TAM,@,GNB,L 13-35,,,,,,
55,1995,1995-12-03,13,26.209,TAM,@,MIN,L 17-31,,0,0,,0,1.0
56,1995,1995-12-10,14,26.216,TAM,,GNB,W 13-10,,,,,,
57,1995,1995-12-17,15,26.223,TAM,@,CHI,L 10-31,,,,,,
58,1995,1995-12-23,16,26.229,TAM,,DET,L 10-37,,,,,,
59,1996,1996-09-01,1,27.116,TAM,,GNB,L 3-34,,,,,,
60,1996,1996-09-08,2,27.123,TAM,@,DET,L 6-21,,0,0,,0,1.0
61,1996,1996-09-15,3,27.130,TAM,@,DEN,L 23-27,,,,,,
