ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1953,1953-10-31,6,25.326,BAL,,GNB,L 24-35,,0,0,,0,0,,,,,,,1,5,5.00,0
2,1953,1953-11-15,8,25.341,BAL,@,PHI,L 14-45,,9,18,50.00,134,1,2,53.7,0,0,7.44,3.56,2,-8,-4.00,0
3,1953,1953-11-29,10,25.355,BAL,,SFO,L 21-38,,6,12,50.00,45,0,2,19.8,0,0,3.75,-3.75,4,8,2.00,0
4,1953,1953-12-05,11,25.361,BAL,@,RAM,L 2-45,,9,19,47.37,37,0,0,54.1,0,0,1.95,1.95,6,6,1.00,0
5,1953,1953-12-13,12,26.004,BAL,@,SFO,L 14-45,,3,12,25.00,13,0,1,4.9,0,0,1.08,-2.67,1,3,3.00,0
