ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2017,2017-09-10,1,21.139,HOU,,JAX,L 7-29,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2017,2017-09-14,2,21.143,HOU,@,CIN,W 13-9,,12,40,3.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
3,2017,2017-09-24,3,21.153,HOU,@,NWE,L 33-36,,8,25,3.13,0,3,2,65,32.50,0,66.7%,21.67,0,0,,0,0,0
4,2017,2017-10-01,4,21.160,HOU,,TEN,W 57-14,,13,45,3.46,0,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2017,2017-10-08,5,21.167,HOU,,KAN,L 34-42,,4,34,8.50,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
6,2017,2017-10-15,6,21.174,HOU,,CLE,W 33-17,,12,59,4.92,0,0,0,0,,0,0.0%,,0,0,,0,0,0
7,2017,2017-10-29,7,21.188,HOU,@,SEA,L 38-41,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
8,2017,2017-11-05,8,21.195,HOU,,IND,L 14-20,,11,37,3.36,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
9,2017,2017-11-12,9,21.202,HOU,@,LAR,L 7-33,*,7,18,2.57,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2017,2017-11-19,10,21.209,HOU,,ARI,W 31-21,,10,65,6.50,2,3,3,15,5.00,0,100.0%,5.00,1,12,12.00,0,2,12
